Temp,m2.0,m18.0,m26.0,m27.0,m28.0,m29.0,m31.0,m39.0,m41.0,m44.0,m45.0,m70.0
176848.09999999998,0.0,0.0,45487.59173915101,121922.00049107514,0.0,94146.7231885697,4689.220997296599,205131.07605315946,206902.59125869296,0.0,0.0,159576.69338288176
176894.5,0.0,0.0,45487.59173915101,121922.00049107514,0.0,94146.7231885697,4689.220997296599,205131.07605315946,206902.59125869296,0.0,0.0,159576.69338288176
176878.80000000002,0.0,0.0,45487.59173915101,121922.00049107514,0.0,94146.7231885697,4689.220997296599,205131.07605315946,206902.59125869296,0.0,0.0,159576.69338288176
176794.09999999998,0.0,0.0,45487.59173915101,121922.00049107514,0.0,94146.7231885697,4689.220997296599,205131.07605315946,206902.59125869296,0.0,0.0,159576.69338288176
176797.40000000002,0.0,0.0,45487.59173915101,121922.00049107514,0.0,94146.7231885697,4689.220997296599,205131.07605315946,206902.59125869296,0.0,0.0,159576.69338288176
176850.5,0.0,0.0,45487.59173915101,121922.00049107514,0.0,94146.7231885697,4689.220997296599,205131.07605315946,206902.59125869296,0.0,0.0,159576.69338288176
176900.9,0.0,0.0,45487.59173915101,121922.00049107514,0.0,94146.7231885697,4689.220997296599,205131.07605315946,206902.59125869296,0.0,0.0,159576.69338288176
176966.5,0.0,0.0,45487.59173915101,121922.00049107514,0.0,94146.7231885697,4689.220997296599,205131.07605315946,206902.59125869296,0.0,0.0,159576.69338288176
176905.5,0.0,0.0,45487.59173915101,121922.00049107514,0.0,94146.7231885697,4689.220997296599,205131.07605315946,206902.59125869296,0.0,0.0,159576.69338288176
176809.9,0.0,0.0,45487.59173915101,121922.00049107514,0.0,94146.7231885697,4689.220997296599,205131.07605315946,206902.59125869296,0.0,0.0,159576.69338288176
176853.3,0.0,0.0,45487.59173915101,121922.00049107514,0.0,94146.7231885697,4689.220997296599,205131.07605315946,206902.59125869296,0.0,0.0,159576.69338288176
176933.5,0.0,0.0,45487.59173915101,121922.00049107514,0.0,94146.7231885697,4689.220997296599,205131.07605315946,206902.59125869296,0.0,0.0,159576.69338288176
176881.0,0.0,0.0,45487.59173915101,121922.00049107514,0.0,94146.7231885697,4689.220997296599,205131.07605315946,206902.59125869296,0.0,0.0,159576.69338288176
176810.5,0.0,0.0,45487.59173915101,121922.00049107514,0.0,94146.7231885697,4689.220997296599,205131.07605315946,206902.59125869296,0.0,0.0,159576.69338288176
176820.69999999998,0.0,0.0,45487.59173915101,121922.00049107514,0.0,94146.7231885697,4689.220997296599,205131.07605315946,206902.59125869296,0.0,0.0,159576.69338288176
176742.9,0.0,0.0,45487.59173915101,121922.00049107514,0.0,94146.7231885697,4689.220997296599,205131.07605315946,206902.59125869296,0.0,0.0,159576.69338288176
176773.9,0.0,0.0,45487.59173915101,121922.00049107514,0.0,94146.7231885697,4689.220997296599,205131.07605315946,206902.59125869296,0.0,0.0,159576.69338288176
176887.40000000002,0.0,0.0,45487.59173915101,121922.00049107514,0.0,94146.7231885697,4689.220997296599,205131.07605315946,206902.59125869296,0.0,0.0,159576.69338288176
176894.2,0.0,0.0,45487.59173915101,121922.00049107514,0.0,94146.7231885697,4689.220997296599,205131.07605315946,206902.59125869296,0.0,0.0,159576.69338288176
176832.6,0.0,0.0,45487.59173915101,121922.00049107514,0.0,94146.7231885697,4689.220997296599,205131.07605315946,206902.59125869296,0.0,0.0,159576.69338288176
176818.90000000002,0.0,0.0,45487.59173915101,121922.00049107514,0.0,94146.7231885697,4689.220997296599,205131.07605315946,206902.59125869296,0.0,0.0,159576.69338288176
176850.9,0.0,0.0,45487.59173915101,121922.00049107514,0.0,94146.7231885697,4689.220997296599,205131.07605315946,206902.59125869296,0.0,0.0,159576.69338288176
176844.30000000002,0.0,0.0,45487.59173915101,121922.00049107514,0.0,94146.7231885697,4689.220997296599,205131.07605315946,206902.59125869296,0.0,0.0,159576.69338288176
176928.1,0.0,0.0,45487.59173915101,121922.00049107514,0.0,94146.7231885697,4689.220997296599,205131.07605315946,206902.59125869296,0.0,0.0,159576.69338288176
176926.8,0.0,0.0,45487.59173915101,121922.00049107514,0.0,94146.7231885697,4689.220997296599,205131.07605315946,206902.59125869296,0.0,0.0,159576.69338288176
176866.4,0.0,0.0,45487.59173915101,121922.00049107514,0.0,94146.7231885697,4689.220997296599,205131.07605315946,206902.59125869296,0.0,0.0,159576.69338288176
176914.0,0.0,0.0,45487.59173915101,121922.00049107514,0.0,94146.7231885697,4689.220997296599,205131.07605315946,206902.59125869296,0.0,0.0,159576.69338288176
176883.0,0.0,0.0,45487.59173915101,121922.00049107514,0.0,94146.7231885697,4689.220997296599,205131.07605315946,206902.59125869296,0.0,0.0,159576.69338288176
176923.4,0.0,0.0,45487.59173915101,121922.00049107514,0.0,94146.7231885697,4689.220997296599,205131.07605315946,206902.59125869296,0.0,0.0,159576.69338288176
176834.30000000002,0.0,0.0,45487.59173915101,121922.00049107514,0.0,94146.7231885697,4689.220997296599,205131.07605315946,206902.59125869296,0.0,0.0,159576.69338288176
176886.9,0.0,0.0,45487.59173915101,121922.00049107514,0.0,94146.7231885697,4689.220997296599,205131.07605315946,206902.59125869296,0.0,0.0,159576.69338288176
176866.6,0.0,0.0,45487.59173915101,121922.00049107514,0.0,94146.7231885697,4689.220997296599,205131.07605315946,206902.59125869296,0.0,0.0,159576.69338288176
176800.4,0.0,0.0,45487.59173915101,121922.00049107514,0.0,94146.7231885697,4689.220997296599,205131.07605315946,206902.59125869296,0.0,0.0,159576.69338288176
