0,176.8481,44.0,CO2
0,176.8481,27.0,Ethylene (Ethene)
0,176.8481,28.0,CO
1,176.8945,44.0,CO2
1,176.8945,27.0,Ethylene (Ethene)
1,176.8945,28.0,CO
2,176.8788,44.0,CO2
2,176.8788,27.0,Ethylene (Ethene)
2,176.8788,28.0,CO
3,176.7941,44.0,CO2
3,176.7941,27.0,Ethylene (Ethene)
3,176.7941,28.0,CO
4,176.7974,44.0,CO2
4,176.7974,27.0,Ethylene (Ethene)
4,176.7974,28.0,CO
5,176.8505,44.0,CO2
5,176.8505,27.0,Ethylene (Ethene)
5,176.8505,28.0,CO
6,176.9009,44.0,CO2
6,176.9009,27.0,Ethylene (Ethene)
6,176.9009,28.0,CO
7,176.9665,44.0,CO2
7,176.9665,27.0,Ethylene (Ethene)
7,176.9665,28.0,CO
8,176.9055,44.0,CO2
8,176.9055,27.0,Ethylene (Ethene)
8,176.9055,28.0,CO
9,176.8099,44.0,CO2
9,176.8099,27.0,Ethylene (Ethene)
9,176.8099,28.0,CO
10,176.8533,44.0,CO2
10,176.8533,27.0,Ethylene (Ethene)
10,176.8533,28.0,CO
11,176.9335,44.0,CO2
11,176.9335,27.0,Ethylene (Ethene)
11,176.9335,28.0,CO
12,176.881,44.0,CO2
12,176.881,27.0,Ethylene (Ethene)
12,176.881,28.0,CO
13,176.8105,44.0,CO2
13,176.8105,27.0,Ethylene (Ethene)
13,176.8105,28.0,CO
14,176.8207,44.0,CO2
14,176.8207,27.0,Ethylene (Ethene)
14,176.8207,28.0,CO
15,176.7429,44.0,CO2
15,176.7429,27.0,Ethylene (Ethene)
15,176.7429,28.0,CO
16,176.7739,44.0,CO2
16,176.7739,27.0,Ethylene (Ethene)
16,176.7739,28.0,CO
17,176.8874,44.0,CO2
17,176.8874,27.0,Ethylene (Ethene)
17,176.8874,28.0,CO
18,176.8942,44.0,CO2
18,176.8942,27.0,Ethylene (Ethene)
18,176.8942,28.0,CO
19,176.8326,44.0,CO2
19,176.8326,27.0,Ethylene (Ethene)
19,176.8326,28.0,CO
20,176.8189,44.0,CO2
20,176.8189,27.0,Ethylene (Ethene)
20,176.8189,28.0,CO
21,176.8509,44.0,CO2
21,176.8509,27.0,Ethylene (Ethene)
21,176.8509,28.0,CO
22,176.8443,44.0,CO2
22,176.8443,27.0,Ethylene (Ethene)
22,176.8443,28.0,CO
23,176.9281,44.0,CO2
23,176.9281,27.0,Ethylene (Ethene)
23,176.9281,28.0,CO
24,176.9268,44.0,CO2
24,176.9268,27.0,Ethylene (Ethene)
24,176.9268,28.0,CO
25,176.8664,44.0,CO2
25,176.8664,27.0,Ethylene (Ethene)
25,176.8664,28.0,CO
26,176.914,44.0,CO2
26,176.914,27.0,Ethylene (Ethene)
26,176.914,28.0,CO
27,176.883,44.0,CO2
27,176.883,27.0,Ethylene (Ethene)
27,176.883,28.0,CO
28,176.9234,44.0,CO2
28,176.9234,27.0,Ethylene (Ethene)
28,176.9234,28.0,CO
29,176.8343,44.0,CO2
29,176.8343,27.0,Ethylene (Ethene)
29,176.8343,28.0,CO
30,176.8869,44.0,CO2
30,176.8869,27.0,Ethylene (Ethene)
30,176.8869,28.0,CO
31,176.8666,44.0,CO2
31,176.8666,27.0,Ethylene (Ethene)
31,176.8666,28.0,CO
32,176.8004,44.0,CO2
32,176.8004,27.0,Ethylene (Ethene)
32,176.8004,28.0,CO
33,176.889,44.0,CO2
33,176.889,27.0,Ethylene (Ethene)
33,176.889,28.0,CO
34,177.0114,44.0,CO2
34,177.0114,27.0,Ethylene (Ethene)
34,177.0114,28.0,CO
35,176.8458,44.0,CO2
35,176.8458,27.0,Ethylene (Ethene)
35,176.8458,28.0,CO
36,176.9231,44.0,CO2
36,176.9231,27.0,Ethylene (Ethene)
36,176.9231,28.0,CO
37,176.9848,44.0,CO2
37,176.9848,27.0,Ethylene (Ethene)
37,176.9848,28.0,CO
38,177.0193,44.0,CO2
38,177.0193,27.0,Ethylene (Ethene)
38,177.0193,28.0,CO
39,177.032,44.0,CO2
