Temp,m2.0,m18.0,m26.0,m27.0,m28.0,m29.0,m41.0,m44.0,m45.0
176.9394,0.0,0.1974360468323151,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176.8496,0.0,0.19716132744126824,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176.9133,0.0,0.1973562007732246,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176.7969,0.0,0.197000105705097,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176.792,0.0,0.19698511544879266,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176.7845,0.0,0.19696217117893908,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176.8007,0.0,0.19701173080182285,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176.9141,0.0,0.19735864816200896,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176.8142,0.0,0.19705303048755932,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176.7997,0.0,0.19700867156584234,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176.7839,0.0,0.19696033563735077,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176.8388,0.0,0.19712828769267896,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176.9101,0.0,0.19734641121808708,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177.0272,0.0,0.19770464775140098,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177.0201,0.0,0.19768292717593972,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176.969,0.0,0.19752660021733714,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177.0026,0.0,0.19762939054628123,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176.9059,0.0,0.19733356242696914,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176.8848,0.0,0.19726901254778104,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176.8855,0.0,0.19727115401296733,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176.9602,0.0,0.197499678940709,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177.023,0.0,0.19769179896028302,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176.9497,0.0,0.19746755696291404,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176.8147,0.0,0.19705456010554945,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176.8542,0.0,0.19717539992677835,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176.9009,0.0,0.19731826624706672,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176.9337,0.0,0.1974186091872263,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176.8691,0.0,0.1972209825428875,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176.9353,0.0,0.19742350396479513,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176.9734,0.0,0.19754006085565137,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176.9555,0.0,0.1974853005316008,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176.8202,0.0,0.19707138590344211,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176.9251,0.0,0.19739229975779418,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176.8746,0.0,0.19723780834078006,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177.0054,0.0,0.19763795640702658,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177.0023,0.0,0.19762847277548712,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177.0163,0.0,0.19767130207921385,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177.1247,0.0,0.19799241698607534,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177.248,0.0,0.19829563183094123,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177.2921,0.0,0.19840408093603928,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177.5623,0.0,0.1990685468815604,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177.7207,0.0,0.19973642577457454,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177.9972,0.0,0.20054732570315487,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178.29,0.0,0.20090298816770716,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178.6543,0.0,0.20246687627357304,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179.0592,0.0,0.20285907884448767,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179.3064,0.0,0.2034779983290208,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179.7101,0.0,0.2045335406904875,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180.1774,0.0,0.20537908995115672,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180.5681,0.0,0.2063194576207612,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180.8962,0.0,0.2070563305462847,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181.384,0.0,0.20745682498524484,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181.8506,0.0,0.2087969531252341,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182.297,0.0,0.2098111361363176,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182.8438,0.0,0.21041739889354763,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183.2631,0.0,0.2111703340851019,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183.6243,0.0,0.2112783758720465,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184.0933,0.0,0.21356034994012166,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184.5898,0.0,0.2137941865970729,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185.0357,0.0,0.2142301459166892,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185.4777,0.0,0.2144224663412409,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185.9069,0.0,0.2145982828792483,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186.4914,0.0,0.21506768401922594,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187.0203,0.0,0.21478898940465244,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187.6229,0.0,0.2149820723437525,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188.1595,0.0,0.21498731917223848,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188.6697,0.0,0.21493049446142953,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189.3571,0.0,0.21656431988987251,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189.9038,0.0,0.21615884433331486,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190.5653,0.0,0.21650600959534383,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191.2235,0.0,0.215857342891278,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191.9041,0.0,0.21750942895697192,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.46,0.0,0.21613581367490564,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193.0445,0.0,0.21798854995074535,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193.7611,0.0,0.21831992171572745,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194.4817,0.0,0.2184934043610622,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195.1538,0.0,0.21888259071575691,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195.7753,0.0,0.21913248677871452,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196.417,0.0,0.21966433962701437,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197.0638,0.0,0.22028608338889272,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197.6513,0.0,0.2209433579728262,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198.3369,0.0,0.22239591033435047,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199.1706,0.0,0.22416725593060272,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199.7659,0.0,0.22774870280801054,0.0,0.0,0.0,0.0,0.0,0.0,0.0
