0,176.8481,2.0
1,176.8945,2.0
2,176.8788,2.0
3,176.7941,2.0
4,176.7974,2.0
5,176.8505,2.0
6,176.9009,2.0
7,176.9665,2.0
8,176.9055,2.0
9,176.8099,2.0
10,176.8533,2.0
11,176.9335,2.0
12,176.881,2.0
13,176.8105,2.0
14,176.8207,2.0
15,176.7429,2.0
16,176.7739,2.0
17,176.8874,2.0
18,176.8942,2.0
19,176.8326,2.0
20,176.8189,2.0
21,176.8509,2.0
22,176.8443,2.0
23,176.9281,2.0
24,176.9268,2.0
25,176.8664,2.0
26,176.914,2.0
27,176.883,2.0
28,176.9234,2.0
29,176.8343,2.0
30,176.8869,2.0
31,176.8666,2.0
32,176.8004,2.0
33,176.889,2.0
34,177.0114,2.0
35,176.8458,2.0
36,176.9231,2.0
37,176.9848,2.0
38,177.0193,2.0
39,177.032,2.0
40,176.9611,2.0
41,176.8494,2.0
42,176.9185,2.0
43,176.8734,2.0
44,176.9646,2.0
45,176.9394,2.0
46,176.8496,2.0
47,176.9133,2.0
48,176.7969,2.0
49,176.792,2.0
50,176.7845,2.0
51,176.8007,2.0
52,176.9141,2.0
53,176.8142,2.0
54,176.7997,2.0
55,176.7839,2.0
56,176.8388,2.0
57,176.9101,2.0
58,177.0272,2.0
59,177.0201,2.0
60,176.969,2.0
61,177.0026,2.0
62,176.9059,2.0
63,176.8848,2.0
64,176.8855,2.0
65,176.9602,2.0
66,177.023,2.0
67,176.9497,2.0
68,176.8147,2.0
69,176.8542,2.0
70,176.9009,2.0
71,176.9337,2.0
72,176.8691,2.0
73,176.9353,2.0
74,176.9734,2.0
75,176.9555,2.0
76,176.8202,2.0
77,176.9251,2.0
78,176.8746,2.0
79,177.0054,2.0
80,177.0023,2.0
81,177.0163,2.0
82,177.1247,2.0
83,177.248,2.0
84,177.2921,2.0
85,177.5623,2.0
86,177.7207,2.0
87,177.9972,2.0
88,178.29,2.0
89,178.6543,2.0
90,179.0592,2.0
91,179.3064,2.0
92,179.7101,2.0
93,180.1774,2.0
94,180.5681,2.0
95,180.8962,2.0
96,181.384,2.0
97,181.8506,2.0
98,182.297,2.0
99,182.8438,2.0
100,183.2631,2.0
101,183.6243,2.0
102,184.0933,2.0
103,184.5898,2.0
104,185.0357,2.0
105,185.4777,2.0
106,185.9069,2.0
107,186.4914,2.0
108,187.0203,2.0
109,187.6229,2.0
110,188.1595,2.0
111,188.6697,2.0
112,189.3571,2.0
113,189.9038,2.0
114,190.5653,2.0
115,191.2235,2.0
116,191.9041,2.0
117,192.46,2.0
118,193.0445,2.0
119,193.7611,2.0
120,194.4817,2.0
121,195.1538,2.0
122,195.7753,2.0
123,196.417,2.0
124,197.0638,2.0
125,197.6513,2.0
126,198.3369,2.0
127,199.1706,2.0
128,199.7659,2.0
