Temp,m2.0,m26.0,m27.0,m28.0,m29.0,m41.0,m44.0,m45.0
176.8147,0.0,0.04033213304160151,0.029174832686167825,0.2300439326662561,0.37689812923642385,0.020580695925901334,0.37686043565414207,0.0
176.8542,0.0,0.04074641653891476,0.02947451065525236,0.23240689732429606,0.38076955044169036,0.020792096663782674,0.38073146967856997,0.0
176.9009,0.0,0.041236215002826794,0.029828813469334522,0.23520057959088964,0.3853466484236122,0.021042031207049935,0.3853081099049181,0.0
176.9337,0.0,0.04158022762844337,0.030077659985434737,0.23716273758541112,0.38856139818393015,0.021217574098252413,0.3885225381581093,0.0
176.8691,0.0,0.04090269056701521,0.02958755373726147,0.23329824348644285,0.382229909326715,0.020871840233261968,0.3821916825131011,0.0
176.9353,0.0,0.041597008732132415,0.03008979883987896,0.23725845260953654,0.38871821524541306,0.021226137166116165,0.3886793395363177,0.0
176.9734,0.0,0.04199660876371786,0.030378855311324882,0.2395376666214674,0.39245242152188303,0.021430045219616778,0.39241317235481427,0.0
176.9555,0.0,0.04180887016620131,0.03024305187723347,0.23846685478909027,0.39069803064658587,0.02133424589789338,0.39065895693615027,0.0
176.8202,0.0,0.04038981808553117,0.029216559998318813,0.2303729530616792,0.37743718788525815,0.020610131471682263,0.37739944039172035,0.0
176.9251,0.0,0.04149002919611717,0.030012413642798774,0.23664826933075056,0.38771850647848183,0.02117154760848596,0.38767973075026124,0.0
176.8746,0.0,0.040960375610944476,0.029629281049412173,0.23362726388186367,0.3827689679755456,0.020901275779042695,0.38273068725067566,0.0
177.0054,0.0,0.04233223083749027,0.030621632400203245,0.24145196710392816,0.3955887627514628,0.02160130657688756,0.3955491999189045,0.0
177.0023,0.0,0.042299717449093346,0.030598113369717992,0.2412665192446885,0.3952849296948452,0.02158471563290184,0.3952453972486312,0.0
177.0163,0.0,0.04244655210636924,0.030704328346102608,0.24210402570576772,0.3966570789827906,0.02165964247670804,0.396617409307925,0.0
177.1247,0.0,0.043549534797547064,0.03150218685355274,0.24839515034526144,0.40696429760810565,0.02222247289669224,0.406923597108295,0.0
177.248,0.0,0.044603731465987534,0.03226475528474238,0.2544080122774971,0.41681561769010217,0.022760408766756255,0.4167739319597602,0.0
177.2921,0.0,0.0449807799094444,0.03253749873823361,0.2565585979320927,0.4203390825369481,0.022952809187436116,0.42029704442488336,0.0
177.5623,0.0,0.04729094973760803,0.034208593548512724,0.2697352021015157,0.4419272957255539,0.02413164351096634,0.4418830985762665,0.0
177.7207,0.0,0.04896115640056585,0.035416761732745765,0.2792616238436013,0.45753514284977376,0.024983917191316783,0.45748938475967993,0.0
177.9972,0.0,0.05147380198150701,0.03723432031185647,0.2935930967225582,0.4810154635636341,0.026266070917666192,0.4809673572066422,0.0
178.29,0.0,0.052903313831033555,0.03826837841609343,0.30174665823439045,0.4943740513986023,0.02699552275863955,0.49432460904922765,0.0
178.6543,0.0,0.05694236387689504,0.0411900837763708,0.3247843427483088,0.5321184078552088,0.029056570725967002,0.5320651906927072,0.0
179.0592,0.0,0.059261264332914,0.04286749401278078,0.3380107441343684,0.5537882075372028,0.03023986011754303,0.5537328231780133,0.0
179.3064,0.0,0.06126292783571961,0.04431542630359531,0.3494277089545764,0.5724934723638881,0.0312612697180401,0.5724362172911447,0.0
179.7101,0.0,0.06581178322529697,0.04760590674428024,0.3753731897420443,0.6150018882894808,0.033582461346740325,0.614940381950018,0.0
180.1774,0.0,0.06632925796841294,0.04798022959584263,0.3783247302628263,0.6198376172207112,0.03384651855210604,0.6197756272599931,0.0
180.5681,0.0,0.06922206982216367,0.05007278695547166,0.394824572079126,0.6468705384596397,0.03532266366626296,0.6468058449364416,0.0
180.8962,0.0,0.07423232986011498,0.05369703113245701,0.42340178423951563,0.6936907161413922,0.03787930103142316,0.6936213401321774,0.0
181.384,0.0,0.07407547670403604,0.05358356912983542,0.42250713488292707,0.6922249453865946,0.037799261944302505,0.6921557159691144,0.0
181.8506,0.0,0.07851660280212744,0.056796122026959474,0.4478381559826017,0.7337266461854881,0.04006548142987064,0.7336532661828694,0.0
182.297,0.0,0.0817997703188614,0.05917104881009227,0.4665644843514123,0.7644073863722385,0.04174081737766199,0.7643309379887631,0.0
182.8438,0.0,0.0814965706140625,0.05895172491148073,0.4648351125772182,0.7615740276355243,0.04158610051895152,0.761497862616259,0.0
183.2631,0.0,0.08449758232190134,0.061122550202945464,0.48195209804725603,0.7896180613427024,0.04311745789510106,0.789539091639598,0.0
183.6243,0.0,0.08360515571170452,0.06047700048678439,0.47686193019489037,0.7812784597769471,0.0426620701108324,0.7812003241174037,0.0
184.0933,0.0,0.09086804089613085,0.0657307136949582,0.5182875267187725,0.8491491036639367,0.046368177877838736,0.8490641802612303,0.0
184.5898,0.0,0.09460268825907757,0.06843222496497761,0.5395889779861219,0.8840488597219781,0.04827389513033304,0.8839604459946334,0.0
185.0357,0.0,0.09205097176319743,0.06658640387356525,0.5250346548325177,0.860203426785244,0.04697180428290262,0.8601173978396711,0.0
185.4777,0.0,0.09454582000022302,0.06839108848614263,0.539264616319029,0.8835174338151681,0.048244876373945575,0.8834290732357288,0.0
185.9069,0.0,0.09391803415229959,0.06793697049895316,0.5356838901228825,0.8776508630736854,0.04792452957678091,0.877563089209992,0.0
186.4914,0.0,0.0918539428574546,0.06644388016043913,0.5239108535131266,0.8583622192819519,0.0468712642992245,0.8582763744755433,0.0
187.0203,0.0,0.09295741989295354,0.067242096259015,0.5302047977632669,0.8686740574856472,0.047434346973413685,0.8685871813922895,0.0
187.6229,0.0,0.09215139296318425,0.06665904500327534,0.5256074310787976,0.8611418488213824,0.04702304725037253,0.8610557260242209,0.0
188.1595,0.0,0.09236147045949002,0.06681100760340679,0.5268056581441752,0.8631049935742435,0.04713024567372107,0.8630186744429732,0.0
188.6697,0.0,0.09222440416587249,0.06671185871437879,0.5260238678731961,0.8618241282752889,0.047060303434174194,0.8617379372433583,0.0
189.3571,0.0,0.09372880347421714,0.06780008774677015,0.5346045678534086,0.8758825289146702,0.04782796887562856,0.8757949319020777,0.0
189.9038,0.0,0.09406630419255502,0.06804422378040896,0.5365295836328628,0.8790364258143529,0.04800018886835051,0.8789485133805283,0.0
190.5653,0.0,0.09400141481146805,0.06799728510661335,0.5361594715835416,0.8784300436447374,0.04796707709071174,0.8783421918551942,0.0
191.2235,0.0,0.09259497081599939,0.06697991346876966,0.5281374830748078,0.8652870216721289,0.047249396322930536,0.8652004843162263,0.0
191.9041,0.0,0.09428781694062759,0.06820445823555678,0.5377930343819161,0.881106431391902,0.048113222476245485,0.8810183119368177,0.0
192.46,0.0,0.090294607579288,0.06531591239847562,0.5150168131368175,0.8437904497058885,0.04607556611055257,0.8437060622221697,0.0
193.0445,0.0,0.09234152448432646,0.06679657939333522,0.5266918915213499,0.8629186012325049,0.047120067634058176,0.8628323007423329,0.0
193.7611,0.0,0.09372946349267668,0.06780056518068388,0.5346083324259867,0.8758886966946486,0.04782830567009483,0.8758010990652165,0.0
194.4817,0.0,0.09151919428868469,0.06620173493405788,0.5220015352746192,0.8552340408341664,0.046700448674412934,0.8551485088768875,0.0
195.1538,0.0,0.09212838530305288,0.06664240207903077,0.5254762014061044,0.8609268454628277,0.047011306892959695,0.8608407441681521,0.0
195.7753,0.0,0.09195171921773516,0.06651460810703459,0.5244685442858297,0.8592759256618073,0.04692115765690037,0.8591899894756228,0.0
196.417,0.0,0.09228767536239493,0.06675762685092868,0.5263847502212115,0.8624153887369971,0.047092589483988444,0.8623291385731072,0.0
197.0638,0.0,0.09239611836145192,0.06683607066519981,0.5270032807102253,0.8634287733608951,0.04714792581808668,0.8633424218484079,0.0
197.6513,0.0,0.09603994206841784,0.06947188332799571,0.5477866976107982,0.8974797950860841,0.049007297541454345,0.8973900381308803,0.0
198.3369,0.0,0.09497381664540912,0.06870068605938941,0.5417057971840484,0.8875170024649025,0.04846327466204989,0.8874282418885987,0.0
199.1706,0.0,0.10254451691516028,0.07417706176853651,0.5848870904048815,0.9582641351726053,0.05232645442586684,0.9581682991754886,0.0
199.7659,0.0,0.1011087172148467,0.07313845525634705,0.5766976646375789,0.9448467882535065,0.05159379401804327,0.9447522941252686,0.0
