# molecules 	Acetaldehyde	(E) 2-Butenal (Crotonaldehyde	CO	CO2	Ethylene (Ethene)	Ethanol	Crotyl Alcohol	H2	H2O
ScaledConcentrations_Means	1.2467792267772637	0.19587975724042753	3.924737848376792	1.2602230329772772	0.2743235302804751	0.11371517176018804	0.03053453414263375	0.7067627292064146	0.237611341959414
ScaledConcentrations_StdDevs	0.4898409711636536	0.01220158509223221	0.017845601644301066	0.028337532153005027	0.00833172970732746	0.005293579667730944	0.003357503556099182	0.0008718284327471056	0.009828069972374752
ScaledConcentrations_StdErrs	0.043128092701646255	0.001074289665306507	0.0015712176141650916	0.002494980586714478	0.0007335678972076587	0.0004660737016160604	0.00029561170489590297	7.676021337726372e-05	0.0008653133114608999
