Temp,m2.0,m18.0,m26.0,m27.0,m28.0,m29.0,m31.0,m41.0,m44.0,m45.0
176.8481,0.0,0.00035283475277687545,0.005542399889708859,0.0124156380690429,0.0018824241833328519,0.016044497680366913,0.05219975459296762,0.0006312059968830591,0.00031774309312961345,0.02284376615000341
176.8945,0.0,0.00035316563451416366,0.005547597447176823,0.012427281218878608,0.0018841894850192432,0.016059543905900583,0.05224870653250817,0.0006317979298919015,0.00031804106657423194,0.022865188600514397
176.8788,0.0,0.00035305367668495214,0.005545838790878399,0.01242334161861093,0.0018835921738882887,0.016054452833898898,0.05223214305296539,0.0006315976422143411,0.00031794024366301425,0.022857940055837203
176.7941,0.0,0.0003524496748929626,0.005536351008172868,0.012402087851561692,0.0018803697374047245,0.01602698698685791,0.05214278466332992,0.000630517109329665,0.00031739631368975577,0.02281883484983977
176.7974,0.0,0.00035247320743031285,0.005536720662044512,0.012402915920407766,0.0018804952868781103,0.016028057084794576,0.052146266159030015,0.0006305592080134837,0.000317417505766636,0.022820358429294217
176.8505,0.0,0.00035285186734949393,0.0055426687288882386,0.01241624030093096,0.0018825154920407694,0.016045275933411766,0.05220228658984043,0.0006312366141076546,0.00031775850554916277,0.02284487420778847
176.9009,0.0,0.0003532112733744794,0.0055483143516551646,0.01242888717058009,0.001884432974907022,0.016061619247353505,0.052255458524168956,0.0006318795758241558,0.0003180821663596967,0.02286814342127454
176.9665,0.0,0.0003536790716927144,0.0055556626225581485,0.012445348175520229,0.0018869287462567475,0.01608289149724593,0.0523246664386918,0.0006327164466297607,0.0003185034391607091,0.022898430334065932
176.9055,0.0,0.00035324407630533115,0.00554882962674897,0.012430041448365525,0.0018846079832638622,0.01606311089902279,0.05226031151817512,0.0006319382588379634,0.00031811170683049934,0.022870267198695886
176.8099,0.0,0.0003525623458293668,0.00553812086610377,0.012406052544824714,0.0018809708530651771,0.016032110486069808,0.05215945364274245,0.0006307186727249175,0.0003174977787851216,0.02282612956359136
176.8533,0.0,0.000352871834350882,0.005542982374597511,0.012416942904800353,0.001882622018866672,0.016046183895297415,0.052205240586192005,0.0006312723342030157,0.00031777648670530353,0.022846166941871027
176.9335,0.0,0.0003534437463192121,0.00555196608384171,0.012437067487059491,0.001885673251522892,0.016072190517879316,0.052289851481690984,0.0006322954597915754,0.00031829151839190715,0.022883194539521486
176.881,0.0,0.00035306936504318553,0.005546085226792827,0.01242389366450831,0.0018836758735372118,0.016055166232523333,0.05223446405009876,0.0006316257080035532,0.0003179543717142676,0.02285895577547349
176.8105,0.0,0.00035256662447252134,0.005538188075898614,0.012406203102796727,0.001880993680242156,0.01603230504933102,0.05216008664196064,0.0006307263270310664,0.0003175016318900089,0.02282640657803762
176.8207,0.0,0.0003526393614061493,0.005539330642410967,0.012408762588320953,0.001881381742250802,0.016035612624771604,0.05217084762866997,0.0006308564502355962,0.00031756713467309303,0.02283111582362408
176.7429,0.0,0.0003520845640104377,0.005530615772346149,0.012389240237949876,0.0018784218183024997,0.016010384255234558,0.052088768730043804,0.000629863941871632,0.0003170675154060388,0.022795196283758687
