time-s,m41,m42,m43,m44,m45,m46,m47,m48,m49,m50,m51,m52,m53,m54,m55,m56,m57,m58,m59,m60,m61,m62,m63,m64,m65,m66,m67,m68,m69,m70,m71,m72,m73,m74,m75,m76,m77,m78,m79,m80,m81,m82,m83,m84,m85,m86,m87,m88,m89,m90,m91,m92,m93,m94,m95,m96,m97,m98,m99,m100
5.618561999999999898e+03,1.480000000000000018e-06,7.020000000000000127e-07,4.069999999999999784e-07,3.050000000000000021e-06,6.400000000000000399e-08,2.499999999999999887e-08,1.370000000000000025e-09,7.099999999999999884e-09,4.460000000000000232e-08,1.929999999999999944e-07,2.340000000000000042e-07,1.089999999999999967e-07,3.639999999999999772e-07,3.940000000000000076e-07,1.410000000000000053e-07,1.080000000000000009e-07,1.099999999999999924e-08,7.720000000000000307e-08,5.119999999999999690e-09,4.129999999999999593e-09,8.869999999999999355e-09,1.649999999999999886e-08,3.379999999999999826e-08,1.399999999999999963e-08,7.249999999999999407e-08,3.609999999999999900e-08,1.089999999999999967e-07,5.169999999999999973e-08,7.860000000000000568e-09,1.139999999999999951e-08,1.619999999999999989e-09,2.120000000000000124e-09,2.229999999999999951e-09,7.139999999999999746e-09,4.250000000000000006e-09,5.410000000000000136e-09,6.630000000000000473e-08,6.549999999999999757e-08,6.829999999999999617e-08,2.330000000000000019e-08,1.009999999999999945e-08,7.839999999999999396e-09,7.750000000000000121e-10,1.480000000000000059e-09,9.460000000000000420e-10,9.770000000000000383e-10,5.040000000000000173e-10,2.800000000000000154e-10,4.559999999999999970e-09,1.399999999999999922e-09,8.129999999999999346e-08,3.379999999999999826e-08,1.210000000000000082e-08,7.899999999999999603e-09,3.209999999999999875e-09,2.460000000000000190e-09,6.200000000000000303e-10,1.969999999999999918e-10,0.000000000000000000e+00,9.099999999999999595e-11
5.638530999999999949e+03,1.509999999999999942e-06,7.029999999999999820e-07,3.940000000000000076e-07,3.350000000000000113e-06,6.590000000000000115e-08,2.480000000000000039e-08,1.089999999999999958e-09,7.039999999999999677e-09,4.549999999999999715e-08,1.890000000000000116e-07,2.280000000000000034e-07,1.100000000000000056e-07,3.479999999999999927e-07,3.780000000000000231e-07,1.330000000000000130e-07,1.100000000000000056e-07,9.940000000000000003e-09,8.099999999999999739e-08,5.089999999999999587e-09,4.210000000000000144e-09,8.010000000000000257e-09,1.689999999999999913e-08,3.570000000000000204e-08,1.560000000000000072e-08,7.330000000000000124e-08,3.580000000000000293e-08,1.059999999999999963e-07,4.880000000000000023e-08,7.470000000000000054e-09,1.090000000000000000e-08,1.600000000000000058e-09,1.579999999999999921e-09,2.199999999999999848e-09,7.120000000000000228e-09,4.609999999999999590e-09,5.240000000000000103e-09,5.870000000000000285e-08,6.450000000000000185e-08,6.579999999999999363e-08,2.080000000000000096e-08,8.690000000000000390e-09,8.130000000000000670e-09,1.010000000000000028e-09,1.439999999999999990e-09,8.580000000000000357e-10,8.759999999999999735e-10,9.639999999999999798e-10,4.059999999999999939e-10,4.189999999999999800e-09,1.889999999999999884e-09,8.329999999999999814e-08,3.360000000000000309e-08,1.179999999999999978e-08,8.369999999999999841e-09,3.019999999999999911e-09,2.509999999999999811e-09,2.990000000000000015e-10,5.769999999999999720e-10,1.799999999999999988e-10,0.000000000000000000e+00
5.658500000000000000e+03,1.469999999999999902e-06,7.059999999999999956e-07,3.780000000000000231e-07,3.120000000000000198e-06,6.209999999999999359e-08,2.389999999999999894e-08,1.190000000000000027e-09,6.470000000000000198e-09,4.310000000000000213e-08,1.929999999999999944e-07,2.280000000000000034e-07,1.070000000000000052e-07,3.479999999999999927e-07,3.649999999999999994e-07,1.270000000000000123e-07,1.020000000000000001e-07,1.110000000000000013e-08,7.420000000000000268e-08,5.470000000000000343e-09,4.490000000000000005e-09,9.749999999999999625e-09,1.630000000000000037e-08,3.580000000000000293e-08,1.560000000000000072e-08,7.020000000000000656e-08,3.749999999999999830e-08,1.020000000000000001e-07,5.050000000000000221e-08,6.990000000000000057e-09,1.119999999999999937e-08,1.269999999999999957e-09,2.100000000000000193e-09,2.240000000000000123e-09,7.029999999999999919e-09,3.440000000000000115e-09,5.380000000000000033e-09,5.940000000000000250e-08,6.199999999999999931e-08,6.619999999999999722e-08,2.120000000000000124e-08,8.789999999999999631e-09,8.089999999999999981e-09,5.900000000000000305e-10,9.850000000000000107e-10,5.489999999999999653e-10,8.840000000000000493e-10,7.909999999999999568e-10,5.660000000000000100e-10,4.059999999999999628e-09,1.329999999999999957e-09,8.289999999999999455e-08,3.369999999999999736e-08,1.210000000000000082e-08,7.470000000000000054e-09,2.940000000000000187e-09,2.770000000000000154e-09,4.409999999999999764e-10,5.459999999999999757e-10,1.719999999999999941e-12,0.000000000000000000e+00
