0,176.8481,57.0,Crotyl Alcohol
1,176.8945,57.0,Crotyl Alcohol
2,176.8788,57.0,Crotyl Alcohol
3,176.7941,57.0,Crotyl Alcohol
4,176.7974,57.0,Crotyl Alcohol
5,176.8505,57.0,Crotyl Alcohol
6,176.9009,57.0,Crotyl Alcohol
7,176.9665,57.0,Crotyl Alcohol
8,176.9055,57.0,Crotyl Alcohol
9,176.8099,57.0,Crotyl Alcohol
10,176.8533,57.0,Crotyl Alcohol
11,176.9335,57.0,Crotyl Alcohol
12,176.881,57.0,Crotyl Alcohol
13,176.8105,57.0,Crotyl Alcohol
14,176.8207,57.0,Crotyl Alcohol
15,176.7429,57.0,Crotyl Alcohol
16,176.7739,57.0,Crotyl Alcohol
17,176.8874,57.0,Crotyl Alcohol
18,176.8942,57.0,Crotyl Alcohol
19,176.8326,57.0,Crotyl Alcohol
20,176.8189,57.0,Crotyl Alcohol
21,176.8509,57.0,Crotyl Alcohol
22,176.8443,57.0,Crotyl Alcohol
23,176.9281,57.0,Crotyl Alcohol
24,176.9268,57.0,Crotyl Alcohol
25,176.8664,57.0,Crotyl Alcohol
26,176.914,57.0,Crotyl Alcohol
27,176.883,57.0,Crotyl Alcohol
28,176.9234,57.0,Crotyl Alcohol
29,176.8343,57.0,Crotyl Alcohol
30,176.8869,57.0,Crotyl Alcohol
31,176.8666,57.0,Crotyl Alcohol
32,176.8004,57.0,Crotyl Alcohol
33,176.889,57.0,Crotyl Alcohol
34,177.0114,57.0,Crotyl Alcohol
35,176.8458,57.0,Crotyl Alcohol
36,176.9231,57.0,Crotyl Alcohol
37,176.9848,57.0,Crotyl Alcohol
38,177.0193,57.0,Crotyl Alcohol
39,177.032,57.0,Crotyl Alcohol
40,176.9611,57.0,Crotyl Alcohol
41,176.8494,57.0,Crotyl Alcohol
42,176.9185,57.0,Crotyl Alcohol
43,176.8734,57.0,Crotyl Alcohol
44,176.9646,57.0,Crotyl Alcohol
45,176.9394,57.0,Crotyl Alcohol
46,176.8496,57.0,Crotyl Alcohol
47,176.9133,57.0,Crotyl Alcohol
48,176.7969,57.0,Crotyl Alcohol
49,176.792,57.0,Crotyl Alcohol
50,176.7845,57.0,Crotyl Alcohol
51,176.8007,57.0,Crotyl Alcohol
52,176.9141,57.0,Crotyl Alcohol
53,176.8142,57.0,Crotyl Alcohol
54,176.7997,57.0,Crotyl Alcohol
55,176.7839,57.0,Crotyl Alcohol
56,176.8388,57.0,Crotyl Alcohol
57,176.9101,57.0,Crotyl Alcohol
58,177.0272,57.0,Crotyl Alcohol
59,177.0201,57.0,Crotyl Alcohol
60,176.969,57.0,Crotyl Alcohol
61,177.0026,57.0,Crotyl Alcohol
62,176.9059,57.0,Crotyl Alcohol
63,176.8848,57.0,Crotyl Alcohol
64,176.8855,57.0,Crotyl Alcohol
65,176.9602,57.0,Crotyl Alcohol
66,177.023,57.0,Crotyl Alcohol
67,176.9497,57.0,Crotyl Alcohol
68,176.8147,57.0,Crotyl Alcohol
69,176.8542,57.0,Crotyl Alcohol
70,176.9009,57.0,Crotyl Alcohol
71,176.9337,57.0,Crotyl Alcohol
72,176.8691,57.0,Crotyl Alcohol
73,176.9353,57.0,Crotyl Alcohol
74,176.9734,57.0,Crotyl Alcohol
75,176.9555,57.0,Crotyl Alcohol
76,176.8202,57.0,Crotyl Alcohol
77,176.9251,57.0,Crotyl Alcohol
78,176.8746,57.0,Crotyl Alcohol
79,177.0054,57.0,Crotyl Alcohol
80,177.0023,57.0,Crotyl Alcohol
81,177.0163,57.0,Crotyl Alcohol
82,177.1247,57.0,Crotyl Alcohol
83,177.248,57.0,Crotyl Alcohol
84,177.2921,57.0,Crotyl Alcohol
85,177.5623,57.0,Crotyl Alcohol
86,177.7207,57.0,Crotyl Alcohol
87,177.9972,57.0,Crotyl Alcohol
88,178.29,57.0,Crotyl Alcohol
89,178.6543,57.0,Crotyl Alcohol
90,179.0592,57.0,Crotyl Alcohol
91,179.3064,57.0,Crotyl Alcohol
92,179.7101,57.0,Crotyl Alcohol
93,180.1774,57.0,Crotyl Alcohol
94,180.5681,57.0,Crotyl Alcohol
95,180.8962,57.0,Crotyl Alcohol
96,181.384,57.0,Crotyl Alcohol
97,181.8506,57.0,Crotyl Alcohol
98,182.297,57.0,Crotyl Alcohol
99,182.8438,57.0,Crotyl Alcohol
100,183.2631,57.0,Crotyl Alcohol
101,183.6243,57.0,Crotyl Alcohol
102,184.0933,57.0,Crotyl Alcohol
103,184.5898,57.0,Crotyl Alcohol
104,185.0357,57.0,Crotyl Alcohol
105,185.4777,57.0,Crotyl Alcohol
106,185.9069,57.0,Crotyl Alcohol
107,186.4914,57.0,Crotyl Alcohol
108,187.0203,57.0,Crotyl Alcohol
109,187.6229,57.0,Crotyl Alcohol
110,188.1595,57.0,Crotyl Alcohol
111,188.6697,57.0,Crotyl Alcohol
112,189.3571,57.0,Crotyl Alcohol
113,189.9038,57.0,Crotyl Alcohol
114,190.5653,57.0,Crotyl Alcohol
115,191.2235,57.0,Crotyl Alcohol
116,191.9041,57.0,Crotyl Alcohol
117,192.46,57.0,Crotyl Alcohol
118,193.0445,57.0,Crotyl Alcohol
119,193.7611,57.0,Crotyl Alcohol
120,194.4817,57.0,Crotyl Alcohol
121,195.1538,57.0,Crotyl Alcohol
