Temp,m2.0,m28.0,m44.0
176.8481,1.2643191587042002,3.7850129664680328,0.8885487641657663
176.8945,1.2643543324072952,3.7845700752745284,0.8879032897763339
176.8788,1.264342430960343,3.784719932855089,0.8881216938262074
176.7941,1.2642782237911157,3.785528400184612,0.8892999628086387
176.7974,1.2642807253691377,3.785496901457487,0.8892540562249076
176.8505,1.2643209780336708,3.7849900583028524,0.8885153775594161
176.9009,1.2643591839525496,3.784508986834045,0.887814258826068
176.9665,1.264408912291408,3.7838828303190915,0.8869016915858392
176.9055,1.2643626710007012,3.7844650795174473,0.8877502678305627
176.8099,1.2642902010434627,3.785377588097168,0.8890801676501676
176.8533,1.2643231005847195,3.78496333211014,0.8884764265186742
176.9335,1.2643838965111895,3.7841978175903344,0.887360757423149
176.881,1.264344098679024,3.784698933703675,0.8880910894370547
176.8105,1.2642906558758304,3.7853718610558738,0.8890718209985826
176.8207,1.2642983880260796,3.7852745013538516,0.8889299279215934
176.7429,1.26423941142908,3.786017107708481,0.8900122104107728
176.7739,1.2642629111014065,3.7857212105748865,0.889580966745418
176.8874,1.2643489502242786,3.7846378452631892,0.8880020584867847
176.8942,1.2643541049911116,3.7845729387951765,0.8879074631021308
176.8326,1.2643074088680373,3.785160915034828,0.8887643859984431
176.8189,1.264297023528977,3.785291682477738,0.8889549678763566
176.8509,1.2643212812552493,3.7849862402753205,0.888509813125024
176.8443,1.2643162780992054,3.7850492377295706,0.8886016262924855
176.9281,1.2643798030198812,3.7842493609619914,0.8874358772874378
176.9268,1.2643788175497512,3.784261769551465,0.8874539616992092
176.8664,1.2643330310914123,3.784838291708524,0.8882941912923457
176.914,1.2643691144592424,3.78438394643243,0.8876320235997407
176.883,1.2643456147869159,3.7846798435660225,0.8880632672650945
176.9234,1.2643762401663348,3.7842942227854697,0.8875012593915363
176.8343,1.2643086975597455,3.7851446884178253,0.8887407371522795
176.8869,1.2643485711973055,3.7846426177976014,0.8880090140297741
176.8666,1.2643331827022015,3.784836382694762,0.8882914090751546
176.8004,1.2642829995309757,3.7854682662510117,0.8892123229669725
176.889,1.2643501631105922,3.7846225731530705,0.8879798007492206
177.0114,1.2644429489135838,3.7834542567288234,0.886277083825374
176.8458,1.2643174151801246,3.785034920126333,0.8885807596635192
176.9231,1.264376012750151,3.7842970863061183,0.8875054327173326
176.9848,1.26442278467862,3.7837081555595837,0.886647118712419
177.0193,1.2644489375397572,3.7833788506851027,0.8861671862461389
177.032,1.2644585648248714,3.7832576283110186,0.8859905154542062
176.9611,1.2644048188000996,3.7839343736907467,0.8869768114501223
176.8494,1.2643201441743301,3.78500055787856,0.8885306797539947
176.9185,1.2643725257019993,3.7843409936227155,0.8875694237128333
176.8734,1.2643383374690345,3.7847714762267484,0.8881968136904949
176.9646,1.2644074719889105,3.7839009659498597,0.8869281226492001
176.9394,1.264388369029471,3.784141501684262,0.887278682015872
176.8496,1.2643202957851194,3.7849986488647964,0.8885278975367984
176.9133,1.2643685838214802,3.7843906279806077,0.8876417613599257
176.7969,1.2642803463421646,3.7855016739918996,0.8892610117678965
176.792,1.2642766318778291,3.7855484448291468,0.8893291760891942
176.7845,1.264270946473234,3.7856200328453373,0.889433509234039
176.8007,1.2642832269471593,3.7854654027303622,0.8892081496411756
176.9141,1.264369190264637,3.7843829919255483,0.8876306324911438
176.8142,1.2642934606754306,3.7853365443012197,0.8890203499804588
176.7997,1.2642824688932135,3.7854749477991896,0.8892220607271589
176.7839,1.2642704916408665,3.7856257598866336,0.8894418558856283
176.8388,1.2643121088025024,3.7851017356081123,0.8886781372653738
176.9101,1.264366158048853,3.7844211722008514,0.8876862768350602
177.0272,1.2644549261659308,3.7833034446413816,0.8860572886669045
177.0201,1.2644495439829142,3.7833712146300416,0.8861560573773553
176.969,1.264410807426273,3.7838589676470273,0.8868669138708898
