Time,m2,m4,m14,m16,m18,m25,m26,m27,m28,m29,m30,m32,m40,m44,m15
6.164279999999999745e+03,6.300000000000000217e-11,4.920000000000000240e-13,2.480000000000000096e-11,3.389999999999999893e-12,7.880000000000000189e-11,1.209999999999999957e-09,5.589999999999999928e-09,1.240000000000000112e-10,7.240000000000000331e-11,5.059999999999999846e-12,6.969999999999999583e-13,1.159999999999999904e-12,1.560000000000000072e-08,1.570000000000000136e-11,4.819999999999999899e-11
6.167369999999999891e+03,6.270000000000000062e-11,4.940000000000000155e-13,2.480000000000000096e-11,3.409999999999999808e-12,7.869999999999999706e-11,1.209999999999999957e-09,5.589999999999999928e-09,1.250000000000000078e-10,7.279999999999999676e-11,5.230000000000000131e-12,6.899999999999999881e-13,1.149999999999999947e-12,1.560000000000000072e-08,1.619999999999999963e-11,4.819999999999999899e-11
6.170479999999999563e+03,6.250000000000000389e-11,5.029999999999999772e-13,2.489999999999999932e-11,3.400000000000000053e-12,7.860000000000000516e-11,1.209999999999999957e-09,5.589999999999999928e-09,1.240000000000000112e-10,7.180000000000000021e-11,5.119999999999999994e-12,7.070000000000000167e-13,1.230000000000000010e-12,1.560000000000000072e-08,1.579999999999999972e-11,4.810000000000000063e-11
6.173579999999999927e+03,6.300000000000000217e-11,4.799999999999999742e-13,2.469999999999999936e-11,3.419999999999999968e-12,7.910000000000000344e-11,1.209999999999999957e-09,5.589999999999999928e-09,1.240000000000000112e-10,7.199999999999999694e-11,5.080000000000000164e-12,6.919999999999999796e-13,1.109999999999999915e-12,1.560000000000000072e-08,1.590000000000000132e-11,4.810000000000000063e-11
6.176689999999999600e+03,6.209999999999999752e-11,4.989999999999999942e-13,2.489999999999999932e-11,3.409999999999999808e-12,7.850000000000000034e-11,1.209999999999999957e-09,5.589999999999999928e-09,1.250000000000000078e-10,7.249999999999999521e-11,5.249999999999999642e-12,7.080000000000000124e-13,1.189999999999999978e-12,1.560000000000000072e-08,1.590000000000000132e-11,4.800000000000000227e-11
6.179779999999999745e+03,6.229999999999999424e-11,4.970000000000000027e-13,2.429999999999999945e-11,3.510000000000000190e-12,7.839999999999999552e-11,1.209999999999999957e-09,5.589999999999999928e-09,1.250000000000000078e-10,7.249999999999999521e-11,5.230000000000000131e-12,7.080000000000000124e-13,1.189999999999999978e-12,1.560000000000000072e-08,1.590000000000000132e-11,4.819999999999999899e-11
6.182869999999999891e+03,6.280000000000000544e-11,4.890000000000000368e-13,2.489999999999999932e-11,3.389999999999999893e-12,7.979999999999999844e-11,1.209999999999999957e-09,5.589999999999999928e-09,1.250000000000000078e-10,7.180000000000000021e-11,5.249999999999999642e-12,7.000000000000000465e-13,1.220000000000000052e-12,1.560000000000000072e-08,1.599999999999999968e-11,4.840000000000000218e-11
6.186029999999999745e+03,6.220000000000000234e-11,4.870000000000000453e-13,2.500000000000000091e-11,3.369999999999999979e-12,7.869999999999999706e-11,1.209999999999999957e-09,5.599999999999999687e-09,1.250000000000000078e-10,7.240000000000000331e-11,5.299999999999999631e-12,7.349999999999999983e-13,1.189999999999999978e-12,1.560000000000000072e-08,1.579999999999999972e-11,4.850000000000000054e-11
6.189199999999999818e+03,6.220000000000000234e-11,5.039999999999999729e-13,2.469999999999999936e-11,3.300000000000000075e-12,7.899999999999999861e-11,1.209999999999999957e-09,5.589999999999999928e-09,1.250000000000000078e-10,7.210000000000000176e-11,5.209999999999999812e-12,6.919999999999999796e-13,1.220000000000000052e-12,1.560000000000000072e-08,1.570000000000000136e-11,4.829999999999999735e-11
6.192300000000000182e+03,6.239999999999999907e-11,4.809999999999999699e-13,2.480000000000000096e-11,3.359999999999999819e-12,7.869999999999999706e-11,1.219999999999999923e-09,5.589999999999999928e-09,1.240000000000000112e-10,7.199999999999999694e-11,5.119999999999999994e-12,7.219999999999999528e-13,1.180000000000000021e-12,1.560000000000000072e-08,1.590000000000000132e-11,4.819999999999999899e-11
6.195390000000000327e+03,6.250000000000000389e-11,4.890000000000000368e-13,2.480000000000000096e-11,3.380000000000000138e-12,7.880000000000000189e-11,1.219999999999999923e-09,5.589999999999999928e-09,1.240000000000000112e-10,7.199999999999999694e-11,5.169999999999999983e-12,6.889999999999999924e-13,1.189999999999999978e-12,1.560000000000000072e-08,1.619999999999999963e-11,4.789999999999999744e-11
6.198500000000000000e+03,6.229999999999999424e-11,4.970000000000000027e-13,2.489999999999999932e-11,3.369999999999999979e-12,7.910000000000000344e-11,1.219999999999999923e-09,5.589999999999999928e-09,1.250000000000000078e-10,7.260000000000000003e-11,5.209999999999999812e-12,7.169999999999999741e-13,1.210000000000000095e-12,1.560000000000000072e-08,1.599999999999999968e-11,4.840000000000000218e-11
