Acetylene,Ethylene,Ethane
8.21109123434705,1.0202075344567203,1.309782608695652
0.0,0.0,0.0
0.0,0.0,4.592391304347826
0.0,0.0,0.0
0.0,1.3370076953778907,1.0434782608695652
100.0,21.698533458749456,10.217391304347826
2.4508050089445437,100.0,62.49999999999999
2.9695885509838997,2.2264536580034826,59.782608695652165
0.0,1.2687117312157947,100.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
