Ethylene,,,,,,,,,,,,,,,
Time,m2,m4,m14,m16,m18,m25,m26,m27,m28,m29,m30,m32,m40,m44,m15
6518.25,6.06E-11,5.00E-13,2.51E-11,3.37E-12,7.77E-11,1.22E-09,5.62E-09,1.25E-10,7.25E-11,5.07E-12,6.65E-13,1.14E-12,1.57E-08,1.55E-11,4.85E-11
6521.36,6.09E-11,4.92E-13,2.52E-11,3.29E-12,7.76E-11,1.22E-09,5.61E-09,1.26E-10,7.22E-11,5.13E-12,7.05E-13,1.19E-12,1.57E-08,1.55E-11,4.81E-11
6524.45,6.02E-11,4.89E-13,2.48E-11,3.36E-12,7.81E-11,1.22E-09,5.61E-09,1.25E-10,7.17E-11,5.25E-12,7.18E-13,1.13E-12,1.57E-08,1.53E-11,4.83E-11
6527.56,6.08E-11,4.83E-13,2.48E-11,3.38E-12,7.82E-11,1.22E-09,5.62E-09,1.25E-10,7.23E-11,5.20E-12,6.69E-13,1.15E-12,1.57E-08,1.54E-11,4.82E-11
6530.67,6.10E-11,4.91E-13,2.47E-11,3.32E-12,7.81E-11,1.22E-09,5.61E-09,1.25E-10,7.18E-11,5.31E-12,6.91E-13,1.11E-12,1.57E-08,1.54E-11,4.83E-11
6533.83,6.03E-11,4.93E-13,2.51E-11,3.41E-12,7.84E-11,1.22E-09,5.62E-09,1.25E-10,7.23E-11,5.32E-12,7.01E-13,1.18E-12,1.57E-08,1.53E-11,4.89E-11
6536.94,6.10E-11,5.06E-13,2.49E-11,3.32E-12,7.86E-11,1.22E-09,5.61E-09,1.25E-10,7.21E-11,5.19E-12,6.98E-13,1.20E-12,1.57E-08,1.55E-11,4.83E-11
6540.03,6.13E-11,4.79E-13,2.49E-11,3.27E-12,7.80E-11,1.22E-09,5.62E-09,1.25E-10,7.18E-11,5.20E-12,7.45E-13,1.13E-12,1.57E-08,1.52E-11,4.85E-11
6543.12,6.07E-11,5.01E-13,2.47E-11,3.37E-12,7.80E-11,1.22E-09,5.62E-09,1.26E-10,7.23E-11,5.16E-12,7.04E-13,1.14E-12,1.57E-08,1.53E-11,4.84E-11
6546.22,6.08E-11,5.02E-13,2.47E-11,3.30E-12,7.79E-11,1.22E-09,5.62E-09,1.24E-10,7.24E-11,5.28E-12,6.95E-13,1.13E-12,1.57E-08,1.52E-11,4.80E-11
6549.3,6.14E-11,4.89E-13,2.48E-11,3.26E-12,7.76E-11,1.22E-09,5.62E-09,1.26E-10,7.14E-11,5.16E-12,6.91E-13,1.20E-12,1.57E-08,1.54E-11,4.85E-11
6552.41,6.05E-11,4.96E-13,2.49E-11,3.29E-12,7.83E-11,1.22E-09,5.61E-09,1.25E-10,7.18E-11,5.15E-12,6.95E-13,1.16E-12,1.57E-08,1.52E-11,4.81E-11
6555.5,6.09E-11,4.98E-13,2.50E-11,3.34E-12,7.74E-11,1.22E-09,5.61E-09,1.24E-10,7.17E-11,5.16E-12,6.89E-13,1.14E-12,1.57E-08,1.52E-11,4.84E-11
6558.59,6.08E-11,4.87E-13,2.49E-11,3.29E-12,7.78E-11,1.22E-09,5.61E-09,1.25E-10,7.21E-11,5.20E-12,7.00E-13,1.17E-12,1.57E-08,1.53E-11,4.81E-11
6561.69,6.05E-11,4.94E-13,2.50E-11,3.24E-12,7.80E-11,1.22E-09,5.62E-09,1.26E-10,7.21E-11,5.22E-12,6.97E-13,1.13E-12,1.57E-08,1.55E-11,4.81E-11
6564.78,6.03E-11,4.96E-13,2.48E-11,3.24E-12,7.78E-11,1.22E-09,5.62E-09,1.25E-10,7.19E-11,5.26E-12,6.96E-13,1.12E-12,1.57E-08,1.53E-11,4.83E-11
6567.87,6.01E-11,4.79E-13,2.49E-11,3.29E-12,7.79E-11,1.22E-09,5.62E-09,1.25E-10,7.24E-11,5.24E-12,7.19E-13,1.19E-12,1.57E-08,1.53E-11,4.84E-11
6570.98,6.11E-11,4.96E-13,2.50E-11,3.28E-12,7.80E-11,1.22E-09,5.61E-09,1.25E-10,7.24E-11,5.17E-12,6.83E-13,1.21E-12,1.57E-08,1.55E-11,4.85E-11
6574.09,6.03E-11,4.97E-13,2.49E-11,3.31E-12,7.77E-11,1.22E-09,5.62E-09,1.25E-10,7.22E-11,5.23E-12,7.08E-13,1.16E-12,1.57E-08,1.55E-11,4.90E-11
6577.17,6.05E-11,5.13E-13,2.50E-11,3.33E-12,7.70E-11,1.22E-09,5.62E-09,1.25E-10,7.19E-11,5.12E-12,7.07E-13,1.17E-12,1.57E-08,1.54E-11,4.85E-11
6580.28,6.04E-11,4.93E-13,2.51E-11,3.31E-12,7.74E-11,1.22E-09,5.62E-09,1.25E-10,7.17E-11,5.22E-12,7.20E-13,1.18E-12,1.57E-08,1.52E-11,4.83E-11
6583.36,6.05E-11,4.96E-13,2.49E-11,3.25E-12,7.76E-11,1.22E-09,5.61E-09,1.25E-10,7.24E-11,5.21E-12,7.37E-13,1.12E-12,1.57E-08,1.55E-11,4.86E-11
6586.45,6.05E-11,5.05E-13,2.51E-11,3.24E-12,7.84E-11,1.22E-09,5.62E-09,1.26E-10,7.19E-11,5.28E-12,6.91E-13,1.18E-12,1.57E-08,1.53E-11,4.86E-11
6589.61,6.06E-11,5.00E-13,2.51E-11,3.28E-12,7.75E-11,1.22E-09,5.61E-09,1.24E-10,7.22E-11,5.17E-12,6.56E-13,1.18E-12,1.57E-08,1.52E-11,4.84E-11
6592.72,6.03E-11,5.05E-13,2.52E-11,3.28E-12,7.77E-11,1.22E-09,5.62E-09,1.25E-10,7.23E-11,5.20E-12,6.70E-13,1.10E-12,1.57E-08,1.54E-11,4.85E-11
6595.81,6.05E-11,4.96E-13,2.54E-11,3.36E-12,7.78E-11,1.22E-09,5.62E-09,1.25E-10,7.22E-11,5.10E-12,6.83E-13,1.16E-12,1.57E-08,1.52E-11,4.86E-11
6598.91,6.06E-11,4.98E-13,2.51E-11,3.36E-12,7.80E-11,1.22E-09,5.62E-09,1.26E-10,7.22E-11,5.33E-12,7.07E-13,1.20E-12,1.57E-08,1.50E-11,4.88E-11
6602,6.07E-11,5.13E-13,2.49E-11,3.23E-12,7.78E-11,1.22E-09,5.62E-09,1.25E-10,7.26E-11,5.23E-12,7.08E-13,1.13E-12,1.57E-08,1.53E-11,4.81E-11
6605.09,6.09E-11,4.95E-13,2.46E-11,3.30E-12,7.82E-11,1.22E-09,5.62E-09,1.25E-10,7.19E-11,5.26E-12,6.98E-13,1.16E-12,1.57E-08,1.54E-11,4.84E-11
6608.19,6.06E-11,4.72E-13,2.51E-11,3.40E-12,7.74E-11,1.22E-09,5.62E-09,1.25E-10,7.25E-11,5.40E-12,7.46E-13,1.14E-12,1.57E-08,1.54E-11,4.83E-11
6611.28,6.07E-11,4.85E-13,2.45E-11,3.29E-12,7.75E-11,1.22E-09,5.61E-09,1.25E-10,7.19E-11,5.30E-12,7.00E-13,1.17E-12,1.57E-08,1.51E-11,4.89E-11
6614.39,6.07E-11,5.02E-13,2.48E-11,3.30E-12,7.75E-11,1.22E-09,5.62E-09,1.25E-10,7.19E-11,5.25E-12,7.14E-13,1.11E-12,1.57E-08,1.52E-11,4.85E-11
6617.48,6.03E-11,4.96E-13,2.50E-11,3.32E-12,7.72E-11,1.22E-09,5.61E-09,1.25E-10,7.24E-11,5.36E-12,6.82E-13,1.16E-12,1.57E-08,1.52E-11,4.87E-11
6620.52,6.09E-11,4.94E-13,2.47E-11,3.27E-12,7.73E-11,1.22E-09,5.62E-09,1.25E-10,7.24E-11,5.19E-12,6.88E-13,1.22E-12,1.57E-08,1.51E-11,4.86E-11
6623.61,6.02E-11,4.77E-13,2.51E-11,3.23E-12,7.74E-11,1.22E-09,5.62E-09,1.25E-10,7.17E-11,5.21E-12,6.69E-13,1.20E-12,1.57E-08,1.52E-11,4.80E-11
6626.7,6.08E-11,5.05E-13,2.50E-11,3.43E-12,7.80E-11,1.22E-09,5.62E-09,1.25E-10,7.22E-11,5.18E-12,6.83E-13,1.20E-12,1.57E-08,1.52E-11,4.82E-11
6629.8,6.01E-11,5.06E-13,2.49E-11,3.27E-12,7.74E-11,1.22E-09,5.62E-09,1.25E-10,7.18E-11,5.28E-12,6.83E-13,1.11E-12,1.57E-08,1.52E-11,4.82E-11
6632.89,6.01E-11,5.00E-13,2.47E-11,3.30E-12,7.75E-11,1.22E-09,5.62E-09,1.26E-10,7.16E-11,5.20E-12,7.09E-13,1.14E-12,1.57E-08,1.53E-11,4.87E-11
6635.97,5.98E-11,4.89E-13,2.48E-11,3.19E-12,7.78E-11,1.22E-09,5.62E-09,1.25E-10,7.14E-11,5.28E-12,6.82E-13,1.12E-12,1.57E-08,1.50E-11,4.84E-11
6639.06,6.02E-11,4.86E-13,2.50E-11,3.26E-12,7.78E-11,1.22E-09,5.62E-09,1.25E-10,7.26E-11,5.32E-12,6.89E-13,1.15E-12,1.57E-08,1.53E-11,4.86E-11
6642.16,6.01E-11,4.92E-13,2.46E-11,3.33E-12,7.78E-11,1.22E-09,5.62E-09,1.25E-10,7.19E-11,5.26E-12,7.29E-13,1.19E-12,1.57E-08,1.51E-11,4.82E-11
6645.27,5.96E-11,5.01E-13,2.50E-11,3.21E-12,7.74E-11,1.22E-09,5.62E-09,1.25E-10,7.23E-11,5.27E-12,6.93E-13,1.21E-12,1.57E-08,1.53E-11,4.82E-11
6648.34,6.01E-11,5.17E-13,2.50E-11,3.19E-12,7.81E-11,1.22E-09,5.62E-09,1.24E-10,7.18E-11,5.24E-12,6.95E-13,1.11E-12,1.57E-08,1.50E-11,4.87E-11
6651.44,6.00E-11,5.01E-13,2.49E-11,3.38E-12,7.78E-11,1.22E-09,5.62E-09,1.25E-10,7.21E-11,5.20E-12,7.14E-13,1.18E-12,1.57E-08,1.53E-11,4.86E-11
6654.56,5.99E-11,4.98E-13,2.48E-11,3.29E-12,7.75E-11,1.22E-09,5.62E-09,1.25E-10,7.18E-11,5.24E-12,7.27E-13,1.18E-12,1.57E-08,1.51E-11,4.87E-11
6657.66,5.99E-11,5.13E-13,2.49E-11,3.22E-12,7.73E-11,1.22E-09,5.62E-09,1.25E-10,7.23E-11,5.34E-12,7.08E-13,1.13E-12,1.57E-08,1.51E-11,4.85E-11
6660.75,6.02E-11,5.01E-13,2.51E-11,3.30E-12,7.76E-11,1.22E-09,5.62E-09,1.26E-10,7.23E-11,5.12E-12,6.95E-13,1.17E-12,1.57E-08,1.52E-11,4.82E-11
6663.83,6.08E-11,4.93E-13,2.49E-11,3.26E-12,7.70E-11,1.22E-09,5.62E-09,1.25E-10,7.24E-11,5.16E-12,7.16E-13,1.15E-12,1.57E-08,1.52E-11,4.88E-11
6666.94,6.03E-11,4.94E-13,2.48E-11,3.30E-12,7.69E-11,1.22E-09,5.62E-09,1.24E-10,7.20E-11,5.32E-12,7.03E-13,1.18E-12,1.57E-08,1.51E-11,4.84E-11
6670.03,6.03E-11,5.01E-13,2.50E-11,3.26E-12,7.72E-11,1.22E-09,5.62E-09,1.25E-10,7.19E-11,5.20E-12,7.02E-13,1.21E-12,1.57E-08,1.51E-11,4.84E-11
6673.14,6.06E-11,4.90E-13,2.50E-11,3.41E-12,7.75E-11,1.22E-09,5.62E-09,1.25E-10,7.24E-11,5.18E-12,7.06E-13,1.17E-12,1.57E-08,1.50E-11,4.82E-11
6676.23,5.99E-11,4.91E-13,2.48E-11,3.34E-12,7.80E-11,1.22E-09,5.63E-09,1.25E-10,7.21E-11,5.30E-12,7.03E-13,1.20E-12,1.57E-08,1.51E-11,4.84E-11
6679.33,6.00E-11,4.98E-13,2.49E-11,3.36E-12,7.75E-11,1.22E-09,5.63E-09,1.25E-10,7.19E-11,5.11E-12,6.92E-13,1.12E-12,1.57E-08,1.52E-11,4.81E-11
6682.41,5.99E-11,4.92E-13,2.51E-11,3.38E-12,7.77E-11,1.22E-09,5.62E-09,1.25E-10,7.22E-11,5.25E-12,7.27E-13,1.17E-12,1.57E-08,1.51E-11,4.80E-11
6685.58,6.02E-11,5.02E-13,2.47E-11,3.28E-12,7.73E-11,1.22E-09,5.62E-09,1.24E-10,7.18E-11,5.19E-12,6.97E-13,1.15E-12,1.57E-08,1.51E-11,4.86E-11
6688.67,6.01E-11,5.07E-13,2.53E-11,3.21E-12,7.72E-11,1.22E-09,5.62E-09,1.25E-10,7.19E-11,5.22E-12,6.66E-13,1.14E-12,1.57E-08,1.52E-11,4.82E-11
6691.77,6.00E-11,4.96E-13,2.49E-11,3.32E-12,7.77E-11,1.22E-09,5.62E-09,1.26E-10,7.23E-11,5.26E-12,6.99E-13,1.14E-12,1.57E-08,1.52E-11,4.82E-11
6694.87,5.95E-11,4.90E-13,2.49E-11,3.32E-12,7.71E-11,1.22E-09,5.62E-09,1.25E-10,7.18E-11,5.17E-12,7.28E-13,1.14E-12,1.57E-08,1.51E-11,4.88E-11
6697.95,5.99E-11,5.00E-13,2.52E-11,3.27E-12,7.72E-11,1.22E-09,5.62E-09,1.25E-10,7.19E-11,5.17E-12,6.54E-13,1.10E-12,1.57E-08,1.50E-11,4.82E-11
6701.05,6.02E-11,4.95E-13,2.52E-11,3.26E-12,7.71E-11,1.22E-09,5.62E-09,1.25E-10,7.23E-11,5.22E-12,7.18E-13,1.11E-12,1.57E-08,1.52E-11,4.88E-11
6704.14,5.99E-11,4.92E-13,2.49E-11,3.36E-12,7.69E-11,1.22E-09,5.62E-09,1.26E-10,7.23E-11,5.29E-12,7.29E-13,1.21E-12,1.57E-08,1.52E-11,4.88E-11
6707.3,6.00E-11,4.99E-13,2.52E-11,3.26E-12,7.69E-11,1.22E-09,5.63E-09,1.25E-10,7.19E-11,5.16E-12,6.98E-13,1.19E-12,1.57E-08,1.50E-11,4.83E-11
6710.39,6.04E-11,4.75E-13,2.47E-11,3.29E-12,7.70E-11,1.22E-09,5.62E-09,1.26E-10,7.21E-11,5.20E-12,6.66E-13,1.20E-12,1.57E-08,1.51E-11,4.84E-11
6713.48,5.99E-11,5.04E-13,2.49E-11,3.22E-12,7.74E-11,1.22E-09,5.62E-09,1.25E-10,7.21E-11,5.18E-12,6.75E-13,1.16E-12,1.57E-08,1.53E-11,4.82E-11
6716.58,6.00E-11,4.93E-13,2.50E-11,3.27E-12,7.69E-11,1.22E-09,5.63E-09,1.25E-10,7.14E-11,5.19E-12,6.69E-13,1.14E-12,1.57E-08,1.51E-11,4.85E-11
6719.67,5.95E-11,4.94E-13,2.48E-11,3.22E-12,7.67E-11,1.22E-09,5.62E-09,1.25E-10,7.14E-11,5.32E-12,6.90E-13,1.14E-12,1.57E-08,1.52E-11,4.89E-11
6722.77,5.94E-11,5.06E-13,2.54E-11,3.25E-12,7.71E-11,1.22E-09,5.62E-09,1.25E-10,7.19E-11,5.19E-12,6.87E-13,1.22E-12,1.57E-08,1.52E-11,4.85E-11
6725.86,5.98E-11,4.90E-13,2.50E-11,3.35E-12,7.73E-11,1.22E-09,5.62E-09,1.25E-10,7.20E-11,5.25E-12,6.89E-13,1.16E-12,1.57E-08,1.50E-11,4.84E-11
6728.95,5.98E-11,5.16E-13,2.48E-11,3.24E-12,7.74E-11,1.22E-09,5.62E-09,1.25E-10,7.19E-11,5.36E-12,6.99E-13,1.16E-12,1.57E-08,1.48E-11,4.84E-11
6732.03,6.04E-11,5.00E-13,2.49E-11,3.27E-12,7.72E-11,1.22E-09,5.62E-09,1.25E-10,7.20E-11,5.30E-12,6.96E-13,1.15E-12,1.57E-08,1.50E-11,4.84E-11
6735.14,6.00E-11,5.02E-13,2.49E-11,3.22E-12,7.68E-11,1.22E-09,5.63E-09,1.25E-10,7.22E-11,5.21E-12,6.88E-13,1.16E-12,1.57E-08,1.51E-11,4.85E-11
6738.25,5.98E-11,4.98E-13,2.52E-11,3.25E-12,7.73E-11,1.22E-09,5.63E-09,1.26E-10,7.28E-11,5.15E-12,6.94E-13,1.17E-12,1.57E-08,1.51E-11,4.83E-11
6741.33,6.01E-11,4.99E-13,2.48E-11,3.32E-12,7.73E-11,1.22E-09,5.62E-09,1.26E-10,7.22E-11,5.17E-12,7.03E-13,1.14E-12,1.57E-08,1.50E-11,4.80E-11
6744.44,5.97E-11,4.99E-13,2.52E-11,3.26E-12,7.75E-11,1.22E-09,5.62E-09,1.25E-10,7.24E-11,5.24E-12,6.99E-13,1.20E-12,1.57E-08,1.49E-11,4.84E-11
6747.53,5.99E-11,5.00E-13,2.47E-11,3.30E-12,7.70E-11,1.22E-09,5.62E-09,1.25E-10,7.19E-11,5.15E-12,6.57E-13,1.18E-12,1.57E-08,1.50E-11,4.84E-11
6750.55,5.95E-11,4.84E-13,2.49E-11,3.27E-12,7.69E-11,1.22E-09,5.62E-09,1.25E-10,7.21E-11,5.28E-12,6.95E-13,1.15E-12,1.57E-08,1.49E-11,4.84E-11
6753.64,5.99E-11,5.11E-13,2.50E-11,3.19E-12,7.68E-11,1.22E-09,5.62E-09,1.26E-10,7.23E-11,5.30E-12,6.81E-13,1.18E-12,1.57E-08,1.50E-11,4.83E-11
6756.73,5.95E-11,4.97E-13,2.50E-11,3.29E-12,7.68E-11,1.22E-09,5.63E-09,1.25E-10,7.26E-11,5.17E-12,6.84E-13,1.19E-12,1.57E-08,1.50E-11,4.84E-11
6759.89,5.95E-11,4.84E-13,2.48E-11,3.23E-12,7.78E-11,1.22E-09,5.63E-09,1.26E-10,7.20E-11,5.26E-12,7.35E-13,1.17E-12,1.57E-08,1.51E-11,4.85E-11
6762.98,5.97E-11,5.12E-13,2.49E-11,3.21E-12,7.67E-11,1.22E-09,5.62E-09,1.26E-10,7.20E-11,5.26E-12,6.87E-13,1.11E-12,1.57E-08,1.53E-11,4.84E-11
6766.16,6.00E-11,4.88E-13,2.55E-11,3.26E-12,7.64E-11,1.22E-09,5.63E-09,1.26E-10,7.25E-11,5.26E-12,6.95E-13,1.12E-12,1.57E-08,1.49E-11,4.83E-11
6769.25,5.95E-11,4.93E-13,2.48E-11,3.33E-12,7.69E-11,1.22E-09,5.62E-09,1.25E-10,7.16E-11,5.18E-12,6.71E-13,1.13E-12,1.57E-08,1.49E-11,4.86E-11
6772.41,5.91E-11,4.96E-13,2.51E-11,3.29E-12,7.68E-11,1.22E-09,5.63E-09,1.26E-10,7.20E-11,5.20E-12,6.64E-13,1.21E-12,1.57E-08,1.50E-11,4.85E-11
6775.5,5.95E-11,4.76E-13,2.50E-11,3.33E-12,7.69E-11,1.22E-09,5.63E-09,1.25E-10,7.19E-11,5.22E-12,6.92E-13,1.19E-12,1.57E-08,1.50E-11,4.83E-11
6778.59,5.99E-11,5.05E-13,2.47E-11,3.35E-12,7.73E-11,1.22E-09,5.63E-09,1.26E-10,7.17E-11,5.17E-12,7.04E-13,1.15E-12,1.57E-08,1.51E-11,4.83E-11
6781.77,5.96E-11,4.80E-13,2.51E-11,3.33E-12,7.72E-11,1.22E-09,5.63E-09,1.25E-10,7.18E-11,5.23E-12,7.08E-13,1.16E-12,1.57E-08,1.50E-11,4.86E-11
6784.87,5.98E-11,4.96E-13,2.50E-11,3.39E-12,7.71E-11,1.22E-09,5.63E-09,1.26E-10,7.21E-11,5.15E-12,6.84E-13,1.22E-12,1.57E-08,1.49E-11,4.83E-11
6787.97,5.97E-11,4.99E-13,2.52E-11,3.14E-12,7.71E-11,1.22E-09,5.62E-09,1.25E-10,7.20E-11,5.13E-12,6.88E-13,1.12E-12,1.57E-08,1.49E-11,4.83E-11
6791.05,5.96E-11,4.84E-13,2.51E-11,3.29E-12,7.68E-11,1.22E-09,5.62E-09,1.26E-10,7.18E-11,5.27E-12,6.89E-13,1.16E-12,1.57E-08,1.48E-11,4.83E-11
6794.14,6.00E-11,4.88E-13,2.49E-11,3.25E-12,7.73E-11,1.22E-09,5.62E-09,1.25E-10,7.22E-11,5.33E-12,6.99E-13,1.13E-12,1.57E-08,1.52E-11,4.85E-11
6797.23,5.95E-11,5.03E-13,2.48E-11,3.22E-12,7.74E-11,1.22E-09,5.63E-09,1.25E-10,7.22E-11,5.15E-12,7.04E-13,1.13E-12,1.57E-08,1.49E-11,4.87E-11
6800.33,5.97E-11,4.85E-13,2.48E-11,3.22E-12,7.72E-11,1.22E-09,5.63E-09,1.25E-10,7.19E-11,5.18E-12,7.00E-13,1.19E-12,1.57E-08,1.51E-11,4.88E-11
6803.42,6.00E-11,5.05E-13,2.48E-11,3.36E-12,7.70E-11,1.22E-09,5.63E-09,1.25E-10,7.18E-11,5.09E-12,6.99E-13,1.13E-12,1.57E-08,1.50E-11,4.86E-11
6806.52,5.92E-11,4.68E-13,2.54E-11,3.32E-12,7.69E-11,1.22E-09,5.63E-09,1.26E-10,7.18E-11,5.39E-12,7.18E-13,1.15E-12,1.57E-08,1.50E-11,4.82E-11
6809.62,5.94E-11,4.93E-13,2.49E-11,3.16E-12,7.70E-11,1.22E-09,5.62E-09,1.25E-10,7.17E-11,5.27E-12,6.70E-13,1.18E-12,1.57E-08,1.50E-11,4.86E-11
6812.7,5.95E-11,5.11E-13,2.50E-11,3.24E-12,7.63E-11,1.22E-09,5.63E-09,1.25E-10,7.20E-11,5.26E-12,7.02E-13,1.22E-12,1.57E-08,1.49E-11,4.86E-11
6815.81,5.99E-11,4.79E-13,2.50E-11,3.19E-12,7.74E-11,1.22E-09,5.63E-09,1.25E-10,7.22E-11,5.27E-12,6.93E-13,1.07E-12,1.57E-08,1.48E-11,4.81E-11
6818.89,5.94E-11,4.98E-13,2.50E-11,3.24E-12,7.73E-11,1.22E-09,5.63E-09,1.25E-10,7.20E-11,5.08E-12,6.82E-13,1.17E-12,1.57E-08,1.48E-11,4.81E-11
6821.98,5.94E-11,5.13E-13,2.51E-11,3.26E-12,7.70E-11,1.22E-09,5.63E-09,1.26E-10,7.17E-11,5.13E-12,7.36E-13,1.14E-12,1.57E-08,1.48E-11,4.83E-11
6825.08,5.95E-11,4.97E-13,2.53E-11,3.15E-12,7.67E-11,1.22E-09,5.62E-09,1.25E-10,7.19E-11,5.24E-12,6.97E-13,1.16E-12,1.57E-08,1.49E-11,4.84E-11
6828.19,5.90E-11,5.05E-13,2.48E-11,3.17E-12,7.64E-11,1.22E-09,5.63E-09,1.25E-10,7.20E-11,5.21E-12,7.07E-13,1.18E-12,1.57E-08,1.49E-11,4.89E-11
6831.28,5.97E-11,4.78E-13,2.52E-11,3.28E-12,7.66E-11,1.22E-09,5.63E-09,1.25E-10,7.15E-11,5.26E-12,6.86E-13,1.17E-12,1.57E-08,1.50E-11,4.83E-11
6834.37,5.93E-11,4.87E-13,2.50E-11,3.16E-12,7.74E-11,1.22E-09,5.63E-09,1.26E-10,7.19E-11,5.21E-12,6.82E-13,1.20E-12,1.57E-08,1.51E-11,4.88E-11
6837.47,5.96E-11,4.87E-13,2.50E-11,3.17E-12,7.73E-11,1.22E-09,5.63E-09,1.26E-10,7.16E-11,5.19E-12,6.85E-13,1.13E-12,1.57E-08,1.50E-11,4.90E-11
6840.56,5.89E-11,4.99E-13,2.48E-11,3.22E-12,7.68E-11,1.22E-09,5.63E-09,1.26E-10,7.16E-11,5.14E-12,7.30E-13,1.19E-12,1.57E-08,1.47E-11,4.88E-11
6843.67,5.95E-11,5.11E-13,2.52E-11,3.24E-12,7.72E-11,1.22E-09,5.63E-09,1.25E-10,7.23E-11,5.25E-12,6.67E-13,1.16E-12,1.57E-08,1.50E-11,4.86E-11
6846.77,5.96E-11,4.65E-13,2.53E-11,3.30E-12,7.73E-11,1.22E-09,5.63E-09,1.26E-10,7.22E-11,5.22E-12,7.05E-13,1.10E-12,1.57E-08,1.49E-11,4.86E-11
6849.92,5.89E-11,4.99E-13,2.51E-11,3.29E-12,7.67E-11,1.22E-09,5.63E-09,1.25E-10,7.19E-11,5.14E-12,7.10E-13,1.15E-12,1.57E-08,1.48E-11,4.86E-11
6853.03,5.93E-11,4.91E-13,2.50E-11,3.22E-12,7.72E-11,1.22E-09,5.63E-09,1.26E-10,7.17E-11,5.15E-12,6.74E-13,1.18E-12,1.57E-08,1.49E-11,4.88E-11
6856.12,5.92E-11,4.84E-13,2.49E-11,3.28E-12,7.68E-11,1.22E-09,5.63E-09,1.25E-10,7.24E-11,5.37E-12,7.15E-13,1.15E-12,1.57E-08,1.49E-11,4.85E-11
6859.25,5.96E-11,4.98E-13,2.50E-11,3.21E-12,7.67E-11,1.22E-09,5.63E-09,1.25E-10,7.19E-11,5.26E-12,7.13E-13,1.13E-12,1.57E-08,1.49E-11,4.87E-11
6862.34,5.89E-11,4.92E-13,2.52E-11,3.25E-12,7.72E-11,1.22E-09,5.63E-09,1.25E-10,7.20E-11,5.29E-12,7.19E-13,1.23E-12,1.57E-08,1.48E-11,4.79E-11
6865.44,5.95E-11,4.95E-13,2.50E-11,3.23E-12,7.68E-11,1.22E-09,5.63E-09,1.25E-10,7.16E-11,5.26E-12,6.62E-13,1.16E-12,1.57E-08,1.48E-11,4.89E-11
6868.52,5.93E-11,4.97E-13,2.51E-11,3.29E-12,7.67E-11,1.22E-09,5.63E-09,1.25E-10,7.23E-11,5.25E-12,6.79E-13,1.17E-12,1.57E-08,1.48E-11,4.85E-11
6871.61,5.94E-11,5.03E-13,2.49E-11,3.23E-12,7.68E-11,1.22E-09,5.63E-09,1.25E-10,7.21E-11,5.23E-12,6.84E-13,1.14E-12,1.57E-08,1.49E-11,4.89E-11
6874.7,5.90E-11,4.83E-13,2.49E-11,3.36E-12,7.67E-11,1.22E-09,5.63E-09,1.25E-10,7.17E-11,5.00E-12,6.67E-13,1.16E-12,1.57E-08,1.47E-11,4.86E-11
6877.8,5.90E-11,4.80E-13,2.48E-11,3.20E-12,7.70E-11,1.22E-09,5.63E-09,1.25E-10,7.19E-11,5.35E-12,7.09E-13,1.13E-12,1.57E-08,1.48E-11,4.85E-11
6880.91,5.90E-11,4.95E-13,2.51E-11,3.17E-12,7.66E-11,1.22E-09,5.63E-09,1.25E-10,7.18E-11,5.30E-12,6.97E-13,1.20E-12,1.57E-08,1.48E-11,4.85E-11
6884,5.95E-11,4.92E-13,2.50E-11,3.19E-12,7.65E-11,1.22E-09,5.63E-09,1.25E-10,7.19E-11,5.22E-12,6.87E-13,1.10E-12,1.57E-08,1.49E-11,4.89E-11
6887.09,5.94E-11,4.98E-13,2.50E-11,3.32E-12,7.67E-11,1.22E-09,5.63E-09,1.25E-10,7.22E-11,5.12E-12,6.67E-13,1.10E-12,1.57E-08,1.47E-11,4.82E-11
6890.2,5.90E-11,4.92E-13,2.52E-11,3.34E-12,7.64E-11,1.22E-09,5.63E-09,1.25E-10,7.14E-11,5.24E-12,6.81E-13,1.18E-12,1.57E-08,1.48E-11,4.88E-11
6893.3,5.91E-11,4.76E-13,2.49E-11,3.28E-12,7.60E-11,1.22E-09,5.63E-09,1.26E-10,7.17E-11,5.23E-12,6.98E-13,1.14E-12,1.57E-08,1.49E-11,4.86E-11
6896.42,5.90E-11,4.94E-13,2.50E-11,3.20E-12,7.70E-11,1.23E-09,5.63E-09,1.25E-10,7.18E-11,5.22E-12,7.05E-13,1.12E-12,1.57E-08,1.49E-11,4.89E-11
6899.52,5.92E-11,4.94E-13,2.54E-11,3.31E-12,7.65E-11,1.22E-09,5.63E-09,1.25E-10,7.28E-11,5.44E-12,7.00E-13,1.13E-12,1.57E-08,1.46E-11,4.87E-11
6902.61,5.89E-11,5.01E-13,2.53E-11,3.23E-12,7.75E-11,1.22E-09,5.63E-09,1.25E-10,7.18E-11,5.32E-12,6.73E-13,1.23E-12,1.57E-08,1.48E-11,4.86E-11
6905.72,5.91E-11,5.01E-13,2.50E-11,3.26E-12,7.67E-11,1.22E-09,5.63E-09,1.25E-10,7.19E-11,5.21E-12,6.85E-13,1.16E-12,1.57E-08,1.46E-11,4.88E-11
