Time,Acetylene Concentration(bar),Ethylene Concentration(bar),Ethane Concentration(bar)
6133.27,0.0,0.378952875330198,0.018540433925049313
6136.42,0.0,0.37924857013554325,0.01831794871794872
6139.52,0.0,0.37977859162301647,0.018466272189349115
6142.59,0.0,0.37987715655813153,0.018392110453648917
6145.69,0.0,0.37968002668790146,0.018540433925049313
6148.78,0.0,0.37987715655813153,0.018392110453648917
6151.89,0.0,0.3800564653664645,0.018243786982248524
6154.98,0.0,0.378952875330198,0.018540433925049313
6158.09,0.0,0.3801728513634768,0.018169625246548325
6161.19,0.0,0.38007428642836166,0.018243786982248524
6164.28,0.0,0.37987715655813153,0.018392110453648917
6167.37,0.0,0.37987715655813153,0.018392110453648917
6170.48,0.0,0.37977859162301647,0.018466272189349115
6173.58,0.0,0.37997572149324665,0.01831794871794872
6176.69,0.0,0.37977859162301647,0.018466272189349115
6179.78,0.0,0.38036998123370686,0.01802130177514793
6182.87,0.0,0.37977859162301647,0.018466272189349115
6186.03,0.0,0.3804071780456049,0.018540433925049313
6189.2,0.0,0.37997572149324665,0.01831794871794872
6192.3,0.0,0.3798593354962344,0.018392110453648917
6195.39,0.0,0.3798593354962344,0.018392110453648917
6198.5,0.0,0.3797607705611193,0.018466272189349115
