Ethylene,,,,,,,,,,,,,,,
Time,m12,m13,m14,m15,m16,m17,m21,m22,m24,m25,m26,m27,m28,m29,m30
3971.31,6.92E-12,4.20E-12,1.86E-11,5.24E-12,2.10E-11,6.48E-11,3.80E-12,2.20E-12,2.05E-12,2.17E-12,3.35E-12,4.36E-12,3.33E-10,5.42E-12,2.66E-12
3976.83,6.57E-12,4.29E-12,1.85E-11,5.22E-12,2.12E-11,6.43E-11,3.81E-12,2.23E-12,2.03E-12,2.10E-12,3.44E-12,4.44E-12,3.29E-10,5.29E-12,2.70E-12
3982.36,7.01E-12,4.22E-12,1.81E-11,5.02E-12,2.04E-11,6.46E-11,3.80E-12,2.22E-12,2.02E-12,2.21E-12,3.46E-12,4.39E-12,3.29E-10,5.43E-12,2.63E-12
3987.86,6.72E-12,4.17E-12,1.85E-11,4.99E-12,2.07E-11,6.40E-11,3.81E-12,2.26E-12,2.03E-12,2.23E-12,3.28E-12,4.43E-12,3.29E-10,5.30E-12,2.70E-12
3993.31,6.64E-12,4.23E-12,1.84E-11,5.07E-12,2.08E-11,6.40E-11,3.67E-12,2.23E-12,2.00E-12,2.18E-12,3.45E-12,4.43E-12,3.26E-10,5.23E-12,2.64E-12
3998.81,6.54E-12,4.27E-12,1.83E-11,5.08E-12,2.10E-11,6.40E-11,4.04E-12,2.21E-12,2.03E-12,2.20E-12,3.37E-12,4.30E-12,3.25E-10,5.26E-12,2.68E-12
4004.34,6.54E-12,4.20E-12,1.77E-11,4.96E-12,2.08E-11,6.38E-11,3.75E-12,2.20E-12,2.00E-12,2.15E-12,3.45E-12,4.42E-12,3.26E-10,5.28E-12,2.74E-12
4009.83,6.60E-12,4.22E-12,1.78E-11,5.10E-12,2.02E-11,6.33E-11,3.95E-12,2.21E-12,2.06E-12,2.18E-12,3.31E-12,4.36E-12,3.23E-10,5.16E-12,2.56E-12
4015.34,6.56E-12,4.21E-12,1.82E-11,5.08E-12,2.06E-11,6.41E-11,3.89E-12,2.33E-12,1.98E-12,2.18E-12,3.39E-12,4.30E-12,3.23E-10,5.26E-12,2.68E-12
4020.87,6.52E-12,4.21E-12,1.84E-11,4.91E-12,2.00E-11,6.38E-11,3.83E-12,2.29E-12,1.98E-12,2.22E-12,3.48E-12,4.20E-12,3.22E-10,5.26E-12,2.67E-12
4026.34,6.55E-12,4.17E-12,1.80E-11,5.07E-12,2.01E-11,6.32E-11,3.94E-12,2.20E-12,2.00E-12,2.16E-12,3.31E-12,4.30E-12,3.19E-10,5.31E-12,2.74E-12
4031.83,6.46E-12,4.36E-12,1.81E-11,5.16E-12,2.05E-11,6.26E-11,3.83E-12,2.22E-12,2.06E-12,2.23E-12,3.38E-12,4.38E-12,3.18E-10,5.29E-12,2.66E-12
4037.31,6.46E-12,4.37E-12,1.82E-11,4.87E-12,2.02E-11,6.27E-11,4.10E-12,2.18E-12,2.04E-12,2.18E-12,3.42E-12,4.40E-12,3.18E-10,5.07E-12,2.73E-12
4042.81,6.53E-12,4.01E-12,1.80E-11,4.90E-12,2.05E-11,6.33E-11,3.89E-12,2.24E-12,2.00E-12,2.17E-12,3.32E-12,4.19E-12,3.16E-10,5.13E-12,2.66E-12
4048.33,6.18E-12,4.28E-12,1.80E-11,5.06E-12,2.00E-11,6.32E-11,3.85E-12,2.24E-12,2.01E-12,2.14E-12,3.40E-12,4.21E-12,3.16E-10,5.18E-12,2.63E-12
4053.84,6.14E-12,4.40E-12,1.82E-11,4.89E-12,2.00E-11,6.32E-11,3.68E-12,2.29E-12,1.98E-12,2.16E-12,3.22E-12,4.28E-12,3.15E-10,5.05E-12,2.59E-12
4059.33,6.21E-12,4.33E-12,1.78E-11,5.04E-12,2.00E-11,6.34E-11,3.79E-12,2.32E-12,2.01E-12,2.22E-12,3.41E-12,4.42E-12,3.15E-10,5.09E-12,2.63E-12
4064.81,6.10E-12,4.21E-12,1.74E-11,4.98E-12,1.99E-11,6.24E-11,3.85E-12,2.24E-12,1.99E-12,2.21E-12,3.39E-12,4.22E-12,3.14E-10,5.26E-12,2.71E-12
4070.3,6.20E-12,4.16E-12,1.83E-11,4.81E-12,2.01E-11,6.20E-11,3.93E-12,2.25E-12,2.02E-12,2.19E-12,3.37E-12,4.34E-12,3.12E-10,5.12E-12,2.71E-12
4075.81,6.14E-12,4.23E-12,1.80E-11,5.02E-12,2.00E-11,6.24E-11,3.77E-12,2.26E-12,2.04E-12,2.25E-12,3.27E-12,4.09E-12,3.12E-10,5.28E-12,2.70E-12
4081.34,6.22E-12,4.14E-12,1.78E-11,5.07E-12,2.03E-11,6.22E-11,3.72E-12,2.27E-12,1.98E-12,2.20E-12,3.28E-12,4.23E-12,3.13E-10,5.11E-12,2.67E-12
4086.83,6.16E-12,4.17E-12,1.78E-11,5.01E-12,1.98E-11,6.13E-11,3.85E-12,2.25E-12,2.04E-12,2.14E-12,3.34E-12,4.07E-12,3.10E-10,5.13E-12,2.59E-12
4092.31,5.87E-12,4.21E-12,1.75E-11,4.75E-12,1.98E-11,6.24E-11,3.88E-12,2.25E-12,2.02E-12,2.14E-12,3.41E-12,4.36E-12,3.10E-10,5.04E-12,2.67E-12
4097.81,6.01E-12,4.33E-12,1.82E-11,4.84E-12,2.05E-11,6.19E-11,3.89E-12,2.28E-12,2.04E-12,2.13E-12,3.25E-12,4.19E-12,3.10E-10,5.08E-12,2.65E-12
4103.28,6.19E-12,4.17E-12,1.76E-11,4.85E-12,1.97E-11,6.20E-11,3.89E-12,2.28E-12,2.00E-12,2.19E-12,3.32E-12,4.24E-12,3.09E-10,5.11E-12,2.60E-12
4108.75,6.03E-12,4.31E-12,1.82E-11,4.69E-12,1.97E-11,6.18E-11,3.77E-12,2.21E-12,2.01E-12,2.18E-12,3.30E-12,4.14E-12,3.07E-10,5.17E-12,2.76E-12
4114.25,6.02E-12,4.29E-12,1.83E-11,4.85E-12,2.00E-11,6.22E-11,3.91E-12,2.18E-12,1.95E-12,2.13E-12,3.37E-12,4.27E-12,3.07E-10,5.10E-12,2.54E-12
4119.73,5.69E-12,4.30E-12,1.79E-11,4.83E-12,1.99E-11,6.13E-11,3.85E-12,2.23E-12,2.03E-12,2.15E-12,3.24E-12,4.30E-12,3.08E-10,5.13E-12,2.59E-12
4125.23,6.07E-12,4.23E-12,1.81E-11,4.94E-12,1.97E-11,6.17E-11,3.95E-12,2.18E-12,2.02E-12,2.10E-12,3.20E-12,4.11E-12,3.06E-10,4.96E-12,2.64E-12
4130.77,5.90E-12,4.23E-12,1.74E-11,4.90E-12,1.97E-11,6.22E-11,3.94E-12,2.20E-12,2.01E-12,2.16E-12,3.23E-12,4.05E-12,3.05E-10,5.13E-12,2.58E-12
4136.25,5.92E-12,4.19E-12,1.77E-11,4.97E-12,2.03E-11,6.07E-11,3.91E-12,2.27E-12,1.98E-12,2.14E-12,3.22E-12,4.19E-12,3.04E-10,5.06E-12,2.57E-12
4141.73,5.60E-12,4.36E-12,1.75E-11,4.85E-12,1.99E-11,6.19E-11,3.83E-12,2.27E-12,2.07E-12,2.17E-12,3.23E-12,4.18E-12,3.03E-10,5.02E-12,2.70E-12
4147.25,5.73E-12,4.21E-12,1.76E-11,4.83E-12,2.02E-11,6.10E-11,3.79E-12,2.22E-12,2.03E-12,2.22E-12,3.33E-12,4.16E-12,3.03E-10,4.98E-12,2.60E-12
4152.72,5.84E-12,4.14E-12,1.79E-11,4.81E-12,1.95E-11,6.06E-11,3.95E-12,2.30E-12,2.06E-12,2.16E-12,3.25E-12,4.10E-12,3.00E-10,4.86E-12,2.66E-12
4158.25,5.73E-12,4.30E-12,1.79E-11,4.89E-12,1.98E-11,6.13E-11,3.78E-12,2.25E-12,2.04E-12,2.15E-12,3.23E-12,4.05E-12,3.00E-10,4.93E-12,2.56E-12
4163.77,5.63E-12,4.17E-12,1.78E-11,4.81E-12,1.98E-11,6.09E-11,3.82E-12,2.29E-12,2.00E-12,2.16E-12,3.21E-12,4.03E-12,3.00E-10,5.04E-12,2.64E-12
4169.25,5.65E-12,4.13E-12,1.79E-11,4.91E-12,1.97E-11,6.10E-11,3.88E-12,2.25E-12,2.02E-12,2.10E-12,3.23E-12,4.00E-12,3.00E-10,5.12E-12,2.67E-12
4174.73,5.64E-12,4.28E-12,1.80E-11,4.85E-12,1.97E-11,6.06E-11,3.84E-12,2.27E-12,2.01E-12,2.12E-12,3.28E-12,4.18E-12,2.99E-10,4.92E-12,2.55E-12
4180.23,5.69E-12,4.25E-12,1.81E-11,4.87E-12,2.00E-11,6.13E-11,3.85E-12,2.22E-12,2.03E-12,2.16E-12,3.27E-12,4.22E-12,2.99E-10,4.86E-12,2.58E-12
4185.75,5.65E-12,4.16E-12,1.77E-11,4.85E-12,2.00E-11,6.16E-11,3.84E-12,2.23E-12,2.04E-12,2.16E-12,3.19E-12,4.12E-12,2.98E-10,4.92E-12,2.66E-12
4191.23,5.71E-12,4.15E-12,1.77E-11,4.93E-12,1.99E-11,6.03E-11,3.72E-12,2.22E-12,1.96E-12,2.13E-12,3.28E-12,4.15E-12,2.96E-10,5.05E-12,2.64E-12
4196.75,5.76E-12,4.20E-12,1.78E-11,4.73E-12,1.99E-11,6.03E-11,3.81E-12,2.23E-12,2.03E-12,2.19E-12,3.12E-12,4.04E-12,2.97E-10,5.15E-12,2.61E-12
4202.23,5.63E-12,4.11E-12,1.76E-11,4.69E-12,1.95E-11,6.00E-11,3.83E-12,2.24E-12,1.98E-12,2.12E-12,3.18E-12,4.00E-12,2.96E-10,4.88E-12,2.63E-12
4207.72,5.86E-12,4.23E-12,1.78E-11,4.93E-12,1.98E-11,6.11E-11,3.89E-12,2.23E-12,2.03E-12,2.13E-12,3.21E-12,4.08E-12,2.96E-10,5.02E-12,2.66E-12
4213.23,5.47E-12,4.27E-12,1.75E-11,4.72E-12,1.94E-11,6.05E-11,3.85E-12,2.22E-12,1.98E-12,2.22E-12,3.24E-12,4.01E-12,2.94E-10,4.97E-12,2.71E-12
4218.7,5.59E-12,4.21E-12,1.75E-11,4.71E-12,1.99E-11,5.97E-11,3.91E-12,2.14E-12,1.96E-12,2.16E-12,3.17E-12,4.03E-12,2.94E-10,4.77E-12,2.58E-12
4224.22,5.63E-12,4.37E-12,1.80E-11,4.84E-12,1.97E-11,6.01E-11,3.78E-12,2.16E-12,2.02E-12,2.14E-12,3.13E-12,4.09E-12,2.91E-10,4.76E-12,2.56E-12
4229.75,5.51E-12,4.15E-12,1.76E-11,4.71E-12,1.95E-11,6.07E-11,3.86E-12,2.19E-12,2.01E-12,2.16E-12,3.21E-12,3.98E-12,2.92E-10,4.87E-12,2.60E-12
4235.27,5.47E-12,4.29E-12,1.77E-11,4.72E-12,1.97E-11,6.02E-11,3.92E-12,2.23E-12,1.99E-12,2.12E-12,3.18E-12,4.07E-12,2.93E-10,4.74E-12,2.62E-12
4240.77,5.57E-12,4.14E-12,1.76E-11,4.84E-12,1.96E-11,6.00E-11,3.97E-12,2.25E-12,2.05E-12,2.18E-12,2.98E-12,4.01E-12,2.90E-10,4.75E-12,2.68E-12
4246.23,5.57E-12,4.20E-12,1.75E-11,4.79E-12,1.96E-11,5.98E-11,3.93E-12,2.27E-12,1.96E-12,2.17E-12,3.08E-12,4.03E-12,2.89E-10,4.96E-12,2.63E-12
4251.77,5.38E-12,4.18E-12,1.74E-11,4.75E-12,1.91E-11,6.02E-11,3.82E-12,2.22E-12,2.05E-12,2.20E-12,3.13E-12,4.01E-12,2.90E-10,4.75E-12,2.52E-12
4257.25,5.45E-12,4.19E-12,1.77E-11,4.71E-12,1.93E-11,6.05E-11,3.86E-12,2.29E-12,2.03E-12,2.14E-12,3.24E-12,3.90E-12,2.91E-10,4.90E-12,2.67E-12
4262.77,5.37E-12,4.15E-12,1.74E-11,4.79E-12,1.93E-11,5.97E-11,3.81E-12,2.21E-12,2.01E-12,2.13E-12,3.17E-12,3.93E-12,2.91E-10,4.94E-12,2.58E-12
4268.28,5.53E-12,4.32E-12,1.77E-11,4.80E-12,2.00E-11,5.96E-11,3.74E-12,2.16E-12,2.02E-12,2.13E-12,3.15E-12,3.99E-12,2.90E-10,4.87E-12,2.63E-12
4273.81,5.27E-12,4.20E-12,1.75E-11,4.76E-12,1.95E-11,5.95E-11,3.79E-12,2.24E-12,2.01E-12,2.11E-12,3.06E-12,4.00E-12,2.87E-10,4.71E-12,2.62E-12
4279.31,5.31E-12,4.30E-12,1.80E-11,4.77E-12,1.95E-11,5.97E-11,3.92E-12,2.24E-12,2.00E-12,2.18E-12,3.11E-12,4.00E-12,2.90E-10,4.68E-12,2.69E-12
