#Ethane,,,,,,,,,,,,,,,
Time,m12,m13,m14,m15,m16,m17,m21,m22,m24,m25,m26,m27,m28,m29,m30
747.187,1.51E-08,3.38E-08,5.92E-08,5.99E-08,1.78E-09,1.82E-09,2.54E-11,3.07E-11,3.25E-08,1.21E-07,6.63E-07,5.64E-07,1.40E-06,2.26E-07,2.16E-07
751.547,1.51E-08,3.38E-08,5.92E-08,5.99E-08,1.78E-09,1.82E-09,2.54E-11,3.07E-11,3.25E-08,1.21E-07,6.63E-07,5.64E-07,1.40E-06,2.26E-07,2.16E-07
