Time	m12.0	m13.0	m14.0	m15.0	m16.0	m17.0	m21.0	m22.0	m24.0	m25.0	m26.0	m27.0	m28.0	m29.0	m30.0
747.187	4.425677688131112e-09	2.2730513624735106e-08	5.916743536590265e-08	5.99e-08	0.0	0.0	0.0	0.0	2.480072543464377e-08	1.203122941063497e-07	6.63e-07	5.786152403238719e-07	1.4e-06	2.3776535033355026e-07	2.16e-07
751.547	4.425677688131112e-09	2.2730513624735106e-08	5.916743536590265e-08	5.99e-08	0.0	0.0	0.0	0.0	2.480072543464377e-08	1.203122941063497e-07	6.63e-07	5.786152403238719e-07	1.4e-06	2.3776535033355026e-07	2.16e-07
