Time	m2.0	m12.0	m13.0	m14.0	m15.0	m16.0	m17.0	m18.0	m19.0	m20.0	m24.0	m25.0	m26.0	m27.0	m28.0	m29.0	m30.0	m31.0	m36.0	m37.0	m38.0	m39.0	m40.0	m41.0	m42.0	m43.0	m44.0	m45.0	m46.0	m48.0	m49.0	m50.0	m51.0	m52.0	m53.0	m54.0	m55.0	m56.0	m57.0	m58.0	m59.0	m60.0	m68.0	m69.0	m70.0	m71.0	m72.0	m73.0	m74.0	m75.0
1	0.031681363	0.068795121	0.181723481	0.36015175	0.452001635	0.00966576	0	0	0	0	0.104835727	0.466326145	2.721202203	2.432768899	6.109506983	1.083823786	1.23450739	0.022404617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
