Time,Crotyl Alcohol Concentration Relative to CO,H2O Concentration Relative to CO,H2 Concentration Relative to CO,(E) 2-Butenal (Crotonaldehyde Concentration Relative to CO,Ethanol Concentration Relative to CO,Acetaldehyde Concentration Relative to CO,CO Concentration Relative to CO,CO2 Concentration Relative to CO,Ethylene (Ethene) Concentration Relative to CO
176.8481,2237.850480116391,579.410688583569,273.5612565279758,1055.8202333624856,663.3489165490736,5157.8123094663815,-533.369468602055,-2418.6450629121678,-448.3076855654652
176.8945,2237.850480116391,579.410688583569,273.5612565279758,1055.8202333624856,663.3489165490736,5157.8123094663815,-533.369468602055,-2418.6450629121678,-448.3076855654652
176.8788,2237.850480116391,579.410688583569,273.5612565279758,1055.8202333624856,663.3489165490736,5157.8123094663815,-533.369468602055,-2418.6450629121678,-448.3076855654652
176.7941,2237.850480116391,579.410688583569,273.5612565279758,1055.8202333624856,663.3489165490736,5157.8123094663815,-533.369468602055,-2418.6450629121678,-448.3076855654652
176.7974,2237.850480116391,579.410688583569,273.5612565279758,1055.8202333624856,663.3489165490736,5157.8123094663815,-533.369468602055,-2418.6450629121678,-448.3076855654652
176.8505,2237.850480116391,579.410688583569,273.5612565279758,1055.8202333624856,663.3489165490736,5157.8123094663815,-533.369468602055,-2418.6450629121678,-448.3076855654652
176.9009,2237.850480116391,579.410688583569,273.5612565279758,1055.8202333624856,663.3489165490736,5157.8123094663815,-533.369468602055,-2418.6450629121678,-448.3076855654652
176.9665,2237.850480116391,579.410688583569,273.5612565279758,1055.8202333624856,663.3489165490736,5157.8123094663815,-533.369468602055,-2418.6450629121678,-448.3076855654652
176.9055,2237.850480116391,579.410688583569,273.5612565279758,1055.8202333624856,663.3489165490736,5157.8123094663815,-533.369468602055,-2418.6450629121678,-448.3076855654652
176.8099,2237.850480116391,579.410688583569,273.5612565279758,1055.8202333624856,663.3489165490736,5157.8123094663815,-533.369468602055,-2418.6450629121678,-448.3076855654652
176.8533,2237.850480116391,579.410688583569,273.5612565279758,1055.8202333624856,663.3489165490736,5157.8123094663815,-533.369468602055,-2418.6450629121678,-448.3076855654652
176.9335,2237.850480116391,579.410688583569,273.5612565279758,1055.8202333624856,663.3489165490736,5157.8123094663815,-533.369468602055,-2418.6450629121678,-448.3076855654652
176.881,2237.850480116391,579.410688583569,273.5612565279758,1055.8202333624856,663.3489165490736,5157.8123094663815,-533.369468602055,-2418.6450629121678,-448.3076855654652
176.8105,2237.850480116391,579.410688583569,273.5612565279758,1055.8202333624856,663.3489165490736,5157.8123094663815,-533.369468602055,-2418.6450629121678,-448.3076855654652
176.8207,2237.850480116391,579.410688583569,273.5612565279758,1055.8202333624856,663.3489165490736,5157.8123094663815,-533.369468602055,-2418.6450629121678,-448.3076855654652
176.7429,2237.850480116391,579.410688583569,273.5612565279758,1055.8202333624856,663.3489165490736,5157.8123094663815,-533.369468602055,-2418.6450629121678,-448.3076855654652
176.7739,2237.850480116391,579.410688583569,273.5612565279758,1055.8202333624856,663.3489165490736,5157.8123094663815,-533.369468602055,-2418.6450629121678,-448.3076855654652
176.8874,2237.850480116391,579.410688583569,273.5612565279758,1055.8202333624856,663.3489165490736,5157.8123094663815,-533.369468602055,-2418.6450629121678,-448.3076855654652
176.8942,2237.850480116391,579.410688583569,273.5612565279758,1055.8202333624856,663.3489165490736,5157.8123094663815,-533.369468602055,-2418.6450629121678,-448.3076855654652
176.8326,2237.850480116391,579.410688583569,273.5612565279758,1055.8202333624856,663.3489165490736,5157.8123094663815,-533.369468602055,-2418.6450629121678,-448.3076855654652
176.8189,2237.850480116391,579.410688583569,273.5612565279758,1055.8202333624856,663.3489165490736,5157.8123094663815,-533.369468602055,-2418.6450629121678,-448.3076855654652
176.8509,2237.850480116391,579.410688583569,273.5612565279758,1055.8202333624856,663.3489165490736,5157.8123094663815,-533.369468602055,-2418.6450629121678,-448.3076855654652
176.8443,2237.850480116391,579.410688583569,273.5612565279758,1055.8202333624856,663.3489165490736,5157.8123094663815,-533.369468602055,-2418.6450629121678,-448.3076855654652
176.9281,2237.850480116391,579.410688583569,273.5612565279758,1055.8202333624856,663.3489165490736,5157.8123094663815,-533.369468602055,-2418.6450629121678,-448.3076855654652
176.9268,2237.850480116391,579.410688583569,273.5612565279758,1055.8202333624856,663.3489165490736,5157.8123094663815,-533.369468602055,-2418.6450629121678,-448.3076855654652
176.8664,2237.850480116391,579.410688583569,273.5612565279758,1055.8202333624856,663.3489165490736,5157.8123094663815,-533.369468602055,-2418.6450629121678,-448.3076855654652
176.914,2237.850480116391,579.410688583569,273.5612565279758,1055.8202333624856,663.3489165490736,5157.8123094663815,-533.369468602055,-2418.6450629121678,-448.3076855654652
176.883,2237.850480116391,579.410688583569,273.5612565279758,1055.8202333624856,663.3489165490736,5157.8123094663815,-533.369468602055,-2418.6450629121678,-448.3076855654652
176.9234,2237.850480116391,579.410688583569,273.5612565279758,1055.8202333624856,663.3489165490736,5157.8123094663815,-533.369468602055,-2418.6450629121678,-448.3076855654652
176.8343,2237.850480116391,579.410688583569,273.5612565279758,1055.8202333624856,663.3489165490736,5157.8123094663815,-533.369468602055,-2418.6450629121678,-448.3076855654652
176.8869,2237.850480116391,579.410688583569,273.5612565279758,1055.8202333624856,663.3489165490736,5157.8123094663815,-533.369468602055,-2418.6450629121678,-448.3076855654652
176.8666,2237.850480116391,579.410688583569,273.5612565279758,1055.8202333624856,663.3489165490736,5157.8123094663815,-533.369468602055,-2418.6450629121678,-448.3076855654652
176.8004,2237.850480116391,579.410688583569,273.5612565279758,1055.8202333624856,663.3489165490736,5157.8123094663815,-533.369468602055,-2418.6450629121678,-448.3076855654652
176.889,2237.850480116391,579.410688583569,273.5612565279758,1055.8202333624856,663.3489165490736,5157.8123094663815,-533.369468602055,-2418.6450629121678,-448.3076855654652
177.0114,2237.850480116391,579.410688583569,273.5612565279758,1055.8202333624856,663.3489165490736,5157.8123094663815,-533.369468602055,-2418.6450629121678,-448.3076855654652
176.8458,2237.850480116391,579.410688583569,273.5612565279758,1055.8202333624856,663.3489165490736,5157.8123094663815,-533.369468602055,-2418.6450629121678,-448.3076855654652
176.9231,2237.850480116391,579.410688583569,273.5612565279758,1055.8202333624856,663.3489165490736,5157.8123094663815,-533.369468602055,-2418.6450629121678,-448.3076855654652
176.9848,2237.850480116391,579.410688583569,273.5612565279758,1055.8202333624856,663.3489165490736,5157.8123094663815,-533.369468602055,-2418.6450629121678,-448.3076855654652
177.0193,2237.850480116391,579.410688583569,273.5612565279758,1055.8202333624856,663.3489165490736,5157.8123094663815,-533.369468602055,-2418.6450629121678,-448.3076855654652
177.032,2237.850480116391,579.410688583569,273.5612565279758,1055.8202333624856,663.3489165490736,5157.8123094663815,-533.369468602055,-2418.6450629121678,-448.3076855654652
176.9611,2237.850480116391,579.410688583569,273.5612565279758,1055.8202333624856,663.3489165490736,5157.8123094663815,-533.369468602055,-2418.6450629121678,-448.3076855654652
176.8494,2237.850480116391,579.410688583569,273.5612565279758,1055.8202333624856,663.3489165490736,5157.8123094663815,-533.369468602055,-2418.6450629121678,-448.3076855654652
176.9185,2237.850480116391,579.410688583569,273.5612565279758,1055.8202333624856,663.3489165490736,5157.8123094663815,-533.369468602055,-2418.6450629121678,-448.3076855654652
176.8734,2237.850480116391,579.410688583569,273.5612565279758,1055.8202333624856,663.3489165490736,5157.8123094663815,-533.369468602055,-2418.6450629121678,-448.3076855654652
176.9646,2237.850480116391,579.410688583569,273.5612565279758,1055.8202333624856,663.3489165490736,5157.8123094663815,-533.369468602055,-2418.6450629121678,-448.3076855654652
176.9394,2237.850480116391,579.410688583569,273.5612565279758,1055.8202333624856,663.3489165490736,5157.8123094663815,-533.369468602055,-2418.6450629121678,-448.3076855654652
176.8496,2237.850480116391,579.410688583569,273.5612565279758,1055.8202333624856,663.3489165490736,5157.8123094663815,-533.369468602055,-2418.6450629121678,-448.3076855654652
176.9133,2237.850480116391,579.410688583569,273.5612565279758,1055.8202333624856,663.3489165490736,5157.8123094663815,-533.369468602055,-2418.6450629121678,-448.3076855654652
176.7969,2237.850480116391,579.410688583569,273.5612565279758,1055.8202333624856,663.3489165490736,5157.8123094663815,-533.369468602055,-2418.6450629121678,-448.3076855654652
176.792,2237.850480116391,579.410688583569,273.5612565279758,1055.8202333624856,663.3489165490736,5157.8123094663815,-533.369468602055,-2418.6450629121678,-448.3076855654652
176.7845,2237.850480116391,579.410688583569,273.5612565279758,1055.8202333624856,663.3489165490736,5157.8123094663815,-533.369468602055,-2418.6450629121678,-448.3076855654652
176.8007,2237.850480116391,579.410688583569,273.5612565279758,1055.8202333624856,663.3489165490736,5157.8123094663815,-533.369468602055,-2418.6450629121678,-448.3076855654652
176.9141,2237.850480116391,579.410688583569,273.5612565279758,1055.8202333624856,663.3489165490736,5157.8123094663815,-533.369468602055,-2418.6450629121678,-448.3076855654652
176.8142,2237.850480116391,579.410688583569,273.5612565279758,1055.8202333624856,663.3489165490736,5157.8123094663815,-533.369468602055,-2418.6450629121678,-448.3076855654652
176.7997,2237.850480116391,579.410688583569,273.5612565279758,1055.8202333624856,663.3489165490736,5157.8123094663815,-533.369468602055,-2418.6450629121678,-448.3076855654652
176.7839,2237.850480116391,579.410688583569,273.5612565279758,1055.8202333624856,663.3489165490736,5157.8123094663815,-533.369468602055,-2418.6450629121678,-448.3076855654652
176.8388,2237.850480116391,579.410688583569,273.5612565279758,1055.8202333624856,663.3489165490736,5157.8123094663815,-533.369468602055,-2418.6450629121678,-448.3076855654652
176.9101,2237.850480116391,579.410688583569,273.5612565279758,1055.8202333624856,663.3489165490736,5157.8123094663815,-533.369468602055,-2418.6450629121678,-448.3076855654652
177.0272,2237.850480116391,579.410688583569,273.5612565279758,1055.8202333624856,663.3489165490736,5157.8123094663815,-533.369468602055,-2418.6450629121678,-448.3076855654652
177.0201,2237.850480116391,579.410688583569,273.5612565279758,1055.8202333624856,663.3489165490736,5157.8123094663815,-533.369468602055,-2418.6450629121678,-448.3076855654652
176.969,2237.850480116391,579.410688583569,273.5612565279758,1055.8202333624856,663.3489165490736,5157.8123094663815,-533.369468602055,-2418.6450629121678,-448.3076855654652
177.0026,2237.850480116391,579.410688583569,273.5612565279758,1055.8202333624856,663.3489165490736,5157.8123094663815,-533.369468602055,-2418.6450629121678,-448.3076855654652
176.9059,2237.850480116391,579.410688583569,273.5612565279758,1055.8202333624856,663.3489165490736,5157.8123094663815,-533.369468602055,-2418.6450629121678,-448.3076855654652
176.8848,2237.850480116391,579.410688583569,273.5612565279758,1055.8202333624856,663.3489165490736,5157.8123094663815,-533.369468602055,-2418.6450629121678,-448.3076855654652
176.8855,2237.850480116391,579.410688583569,273.5612565279758,1055.8202333624856,663.3489165490736,5157.8123094663815,-533.369468602055,-2418.6450629121678,-448.3076855654652
176.9602,2237.850480116391,579.410688583569,273.5612565279758,1055.8202333624856,663.3489165490736,5157.8123094663815,-533.369468602055,-2418.6450629121678,-448.3076855654652
177.023,2237.850480116391,579.410688583569,273.5612565279758,1055.8202333624856,663.3489165490736,5157.8123094663815,-533.369468602055,-2418.6450629121678,-448.3076855654652
176.9497,2237.850480116391,579.410688583569,273.5612565279758,1055.8202333624856,663.3489165490736,5157.8123094663815,-533.369468602055,-2418.6450629121678,-448.3076855654652
176.8147,2237.850480116391,579.410688583569,273.5612565279758,1055.8202333624856,663.3489165490736,5157.8123094663815,-533.369468602055,-2418.6450629121678,-448.3076855654652
176.8542,2237.850480116391,579.410688583569,273.5612565279758,1055.8202333624856,663.3489165490736,5157.8123094663815,-533.369468602055,-2418.6450629121678,-448.3076855654652
176.9009,2237.850480116391,579.410688583569,273.5612565279758,1055.8202333624856,663.3489165490736,5157.8123094663815,-533.369468602055,-2418.6450629121678,-448.3076855654652
176.9337,2237.850480116391,579.410688583569,273.5612565279758,1055.8202333624856,663.3489165490736,5157.8123094663815,-533.369468602055,-2418.6450629121678,-448.3076855654652
176.8691,2237.850480116391,579.410688583569,273.5612565279758,1055.8202333624856,663.3489165490736,5157.8123094663815,-533.369468602055,-2418.6450629121678,-448.3076855654652
176.9353,2237.850480116391,579.410688583569,273.5612565279758,1055.8202333624856,663.3489165490736,5157.8123094663815,-533.369468602055,-2418.6450629121678,-448.3076855654652
176.9734,2237.850480116391,579.410688583569,273.5612565279758,1055.8202333624856,663.3489165490736,5157.8123094663815,-533.369468602055,-2418.6450629121678,-448.3076855654652
176.9555,2237.850480116391,579.410688583569,273.5612565279758,1055.8202333624856,663.3489165490736,5157.8123094663815,-533.369468602055,-2418.6450629121678,-448.3076855654652
176.8202,2237.850480116391,579.410688583569,273.5612565279758,1055.8202333624856,663.3489165490736,5157.8123094663815,-533.369468602055,-2418.6450629121678,-448.3076855654652
176.9251,2237.850480116391,579.410688583569,273.5612565279758,1055.8202333624856,663.3489165490736,5157.8123094663815,-533.369468602055,-2418.6450629121678,-448.3076855654652
176.8746,2237.850480116391,579.410688583569,273.5612565279758,1055.8202333624856,663.3489165490736,5157.8123094663815,-533.369468602055,-2418.6450629121678,-448.3076855654652
177.0054,2237.850480116391,579.410688583569,273.5612565279758,1055.8202333624856,663.3489165490736,5157.8123094663815,-533.369468602055,-2418.6450629121678,-448.3076855654652
177.0023,2237.850480116391,579.410688583569,273.5612565279758,1055.8202333624856,663.3489165490736,5157.8123094663815,-533.369468602055,-2418.6450629121678,-448.3076855654652
177.0163,2237.850480116391,579.410688583569,273.5612565279758,1055.8202333624856,663.3489165490736,5157.8123094663815,-533.369468602055,-2418.6450629121678,-448.3076855654652
177.1247,2237.850480116389,579.4106885835689,273.5612565279758,1055.820233362487,663.3489165490737,5157.812309466374,-533.3694686020538,-2418.645062912164,-448.30768556546434
177.248,2237.850480116389,579.4106885835689,273.5612565279758,1055.820233362487,663.3489165490737,5157.812309466374,-533.3694686020538,-2418.645062912164,-448.30768556546434
177.2921,2237.850480116389,579.4106885835689,273.5612565279758,1055.820233362487,663.3489165490737,5157.812309466374,-533.3694686020538,-2418.645062912164,-448.30768556546434
177.5623,2237.850480116389,579.4106885835689,273.5612565279758,1055.820233362487,663.3489165490737,5157.812309466374,-533.3694686020538,-2418.645062912164,-448.30768556546434
177.7207,2237.850480116389,579.4106885835688,273.5612565279757,1055.820233362486,663.3489165490734,5157.812309466372,-533.3694686020532,-2418.6450629121637,-448.3076855654641
177.9972,2237.850480116389,579.4106885835688,273.5612565279757,1055.820233362486,663.3489165490734,5157.812309466372,-533.3694686020532,-2418.6450629121637,-448.3076855654641
178.29,2237.850480116389,579.4106885835687,273.5612565279757,1055.820233362486,663.3489165490734,5157.812309466371,-533.3694686020531,-2418.6450629121623,-448.3076855654639
178.6543,2237.850480116389,579.4106885835688,273.56125652797573,1055.8202333624863,663.3489165490736,5157.812309466372,-533.3694686020532,-2418.6450629121637,-448.307685565464
179.0592,2237.8504801163867,579.4106885835686,273.5612565279756,1055.8202333624863,663.3489165490736,5157.812309466371,-533.3694686020532,-2418.6450629121623,-448.3076855654636
179.3064,2237.8504801163867,579.4106885835686,273.5612565279756,1055.8202333624863,663.3489165490736,5157.812309466371,-533.3694686020532,-2418.6450629121623,-448.3076855654636
179.7101,2237.850480116389,579.4106885835687,273.5612565279757,1055.820233362486,663.3489165490734,5157.812309466371,-533.3694686020531,-2418.6450629121623,-448.3076855654639
180.1774,2237.850480116388,579.4106885835688,273.5612565279757,1055.8202333624863,663.3489165490736,5157.812309466371,-533.3694686020528,-2418.6450629121623,-448.3076855654638
180.5681,2237.850480116388,579.4106885835688,273.5612565279757,1055.8202333624863,663.3489165490736,5157.812309466371,-533.3694686020528,-2418.6450629121623,-448.3076855654638
180.8962,2237.850480116389,579.4106885835689,273.56125652797573,1055.8202333624863,663.3489165490736,5157.812309466375,-533.3694686020541,-2418.645062912164,-448.30768556546434
181.384,2237.850480116389,579.4106885835688,273.56125652797573,1055.8202333624863,663.3489165490736,5157.812309466372,-533.3694686020532,-2418.6450629121637,-448.307685565464
181.8506,2237.850480116389,579.4106885835688,273.5612565279757,1055.8202333624863,663.3489165490735,5157.812309466372,-533.3694686020531,-2418.645062912163,-448.3076855654639
182.297,2237.850480116389,579.4106885835688,273.5612565279757,1055.8202333624863,663.3489165490735,5157.812309466372,-533.3694686020531,-2418.645062912163,-448.3076855654639
182.8438,2237.850480116388,579.4106885835686,273.5612565279756,1055.820233362486,663.3489165490732,5157.812309466368,-533.3694686020526,-2418.6450629121614,-448.3076855654636
183.2631,2237.850480116389,579.4106885835689,273.5612565279758,1055.8202333624872,663.3489165490738,5157.812309466372,-533.369468602053,-2418.6450629121628,-448.3076855654639
183.6243,2237.850480116388,579.4106885835685,273.5612565279756,1055.8202333624856,663.348916549073,5157.812309466369,-533.3694686020528,-2418.6450629121614,-448.3076855654637
184.0933,2237.850480116388,579.4106885835686,273.5612565279756,1055.820233362486,663.3489165490732,5157.812309466368,-533.3694686020526,-2418.6450629121614,-448.3076855654636
184.5898,2237.8504801163867,579.4106885835686,273.5612565279756,1055.8202333624863,663.3489165490736,5157.812309466371,-533.3694686020532,-2418.6450629121623,-448.3076855654636
185.0357,2237.850480116388,579.4106885835687,273.5612565279757,1055.8202333624863,663.3489165490734,5157.812309466372,-533.3694686020532,-2418.645062912163,-448.3076855654639
185.4777,2237.850480116389,579.4106885835688,273.5612565279757,1055.8202333624863,663.3489165490735,5157.812309466372,-533.3694686020531,-2418.645062912163,-448.3076855654639
185.9069,2237.850480116389,579.4106885835688,273.56125652797573,1055.8202333624863,663.3489165490735,5157.812309466374,-533.3694686020539,-2418.645062912164,-448.30768556546434
186.4914,2237.850480116388,579.4106885835685,273.5612565279756,1055.8202333624856,663.348916549073,5157.812309466369,-533.3694686020528,-2418.6450629121614,-448.3076855654637
187.0203,2237.850480116388,579.4106885835687,273.5612565279757,1055.8202333624863,663.3489165490734,5157.812309466372,-533.3694686020532,-2418.645062912163,-448.3076855654639
187.6229,2237.850480116388,579.4106885835685,273.5612565279756,1055.8202333624856,663.348916549073,5157.812309466369,-533.3694686020528,-2418.6450629121614,-448.3076855654637
188.1595,2237.850480116389,579.4106885835688,273.5612565279757,1055.8202333624863,663.3489165490735,5157.812309466372,-533.3694686020531,-2418.645062912163,-448.3076855654639
188.6697,2237.850480116388,579.4106885835687,273.5612565279757,1055.8202333624863,663.3489165490734,5157.812309466372,-533.3694686020532,-2418.645062912163,-448.3076855654639
189.3571,2237.8504801163867,579.4106885835683,273.5612565279755,1055.8202333624854,663.348916549073,5157.812309466369,-533.3694686020528,-2418.6450629121614,-448.3076855654636
189.9038,2237.850480116389,579.4106885835688,273.56125652797573,1055.8202333624863,663.3489165490736,5157.812309466372,-533.3694686020532,-2418.6450629121637,-448.307685565464
190.5653,2237.850480116388,579.4106885835685,273.5612565279756,1055.8202333624856,663.348916549073,5157.812309466369,-533.3694686020528,-2418.6450629121614,-448.3076855654637
191.2235,2237.850480116387,579.4106885835685,273.5612565279755,1055.8202333624854,663.348916549073,5157.812309466372,-533.3694686020533,-2418.645062912163,-448.3076855654639
191.9041,2237.850480116388,579.4106885835688,273.5612565279757,1055.8202333624863,663.3489165490736,5157.812309466371,-533.3694686020528,-2418.6450629121623,-448.3076855654638
192.46,2237.850480116389,579.4106885835688,273.56125652797573,1055.8202333624863,663.3489165490736,5157.812309466372,-533.3694686020532,-2418.6450629121637,-448.307685565464
193.0445,2237.850480116388,579.4106885835685,273.5612565279756,1055.8202333624856,663.348916549073,5157.812309466369,-533.3694686020528,-2418.6450629121614,-448.3076855654637
193.7611,2237.850480116389,579.4106885835689,273.56125652797573,1055.8202333624863,663.3489165490736,5157.812309466375,-533.3694686020541,-2418.645062912164,-448.30768556546434
