Temp,m2.0,m18.0,m26.0,m27.0,m28.0,m29.0,m31.0,m39.0,m41.0,m44.0,m45.0,m70.0
176.8481,0.0,0.0,0.008087663111462955,0.021677649401666055,0.0,0.016739223842926636,0.0008337403285452782,0.036472166878465835,0.036787141086406974,0.0,0.0,0.028372628384526023
176.8945,0.0,0.0,0.008098433824937254,0.021706518525822668,0.0,0.016761516238308287,0.0008348506589419539,0.036520738542965316,0.03683613221656653,0.0,0.0,0.02841041352055739
176.8788,0.0,0.0,0.008094789424041857,0.02169675030924382,0.0,0.016753973337284758,0.0008344749652516995,0.03650430373407218,0.036819555476404794,0.0,0.0,0.02839762846375368
176.7941,0.0,0.0,0.008075128229402347,0.02164405171407,0.0,0.016713280106922128,0.0008324481336870781,0.03641563951029834,0.036730125546997144,0.0,0.0,0.02832865430379986
176.7974,0.0,0.0,0.008075894249972723,0.021646104906089775,0.0,0.016714865557455747,0.0008325271011506354,0.036419093960575265,0.03673360982996111,0.0,0.0,0.028331341608733147
176.8505,0.0,0.0,0.008088220217332317,0.021679142632225885,0.0,0.016740376897860173,0.0008337977594278652,0.036474679205939955,0.036789675110380754,0.0,0.0,0.028374582788113858
176.9009,0.0,0.0,0.008099919440588885,0.021710500473982212,0.0,0.016764591051464384,0.0008350038079621854,0.036527438082896296,0.036842889613829935,0.0,0.0,0.028415625263458283
176.9665,0.0,0.0,0.008115147001018062,0.021751315442617405,0.0,0.016796107886314294,0.0008365735854195538,0.036596108367188636,0.03691215293577963,0.0,0.0,0.028469045628192267
176.9055,0.0,0.0,0.008100987226838488,0.02171336249922186,0.0,0.016766801073420313,0.0008351138838204761,0.03653225337722165,0.036847746493112975,0.0,0.0,0.028419371203668272
176.8099,0.0,0.0,0.008078795843042306,0.021653882148588852,0.0,0.016720871051901228,0.000832826220330774,0.036432178999502914,0.03674680787149114,0.0,0.0,0.028341520794086413
176.8533,0.0,0.0,0.008088870174179901,0.021680884734545672,0.0,0.016741722128615955,0.0008338647621242159,0.03647761025465974,0.03679263147168347,0.0,0.0,0.028376862925632983
176.9335,0.0,0.0,0.008107486795314365,0.021730783522419833,0.0,0.01678025338097822,0.0008357839107839878,0.036561563864419645,0.03687731010614032,0.0,0.0,0.02844217257885964
176.881,0.0,0.0,0.008095300104422106,0.021698119103923663,0.0,0.016755030304307167,0.0008345276102274043,0.036506606700923455,0.03682187833171409,0.0,0.0,0.028399420000375864
176.8105,0.0,0.0,0.00807893511950964,0.0216542554562288,0.0,0.016721159315634605,0.0008328405780514203,0.03643280708137142,0.03674744137748457,0.0,0.0,0.028342009394983356
176.8207,0.0,0.0,0.008081302819454421,0.021660601686108047,0.0,0.01672605979910212,0.0008330846593024133,0.03644348447313638,0.03675821097937308,0.0,0.0,0.028350315610231623
176.7429,0.0,0.0,0.008063243304189326,0.021612196128793736,0.0,0.016688681601673406,0.000831222941525229,0.03636204319085063,0.036676066368890044,0.0,0.0,0.02828696036059283
