0,176.8481,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,SolvedMolecules 
0,176.8481,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,SolvedMolecules 
0,176.8481,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,SolvedMolecules 
0,176.8481,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,SolvedMolecules 
0,176.8481,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,SolvedMolecules 
0,176.8481,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,SolvedMolecules 
1,176.8945,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,SolvedMolecules 
1,176.8945,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,SolvedMolecules 
1,176.8945,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,SolvedMolecules 
1,176.8945,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,SolvedMolecules 
1,176.8945,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,SolvedMolecules 
1,176.8945,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,SolvedMolecules 
2,176.8788,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,SolvedMolecules 
2,176.8788,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,SolvedMolecules 
2,176.8788,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,SolvedMolecules 
2,176.8788,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,SolvedMolecules 
2,176.8788,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,SolvedMolecules 
2,176.8788,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,SolvedMolecules 
3,176.7941,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,SolvedMolecules 
3,176.7941,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,SolvedMolecules 
3,176.7941,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,SolvedMolecules 
3,176.7941,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,SolvedMolecules 
3,176.7941,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,SolvedMolecules 
3,176.7941,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,SolvedMolecules 
4,176.7974,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,SolvedMolecules 
4,176.7974,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,SolvedMolecules 
4,176.7974,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,SolvedMolecules 
4,176.7974,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,SolvedMolecules 
4,176.7974,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,SolvedMolecules 
4,176.7974,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,SolvedMolecules 
5,176.8505,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,SolvedMolecules 
5,176.8505,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,SolvedMolecules 
5,176.8505,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,SolvedMolecules 
5,176.8505,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,SolvedMolecules 
5,176.8505,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,SolvedMolecules 
5,176.8505,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,SolvedMolecules 
6,176.9009,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,SolvedMolecules 
6,176.9009,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,SolvedMolecules 
6,176.9009,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,SolvedMolecules 
6,176.9009,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,SolvedMolecules 
6,176.9009,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,SolvedMolecules 
6,176.9009,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,SolvedMolecules 
7,176.9665,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,SolvedMolecules 
7,176.9665,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,SolvedMolecules 
7,176.9665,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,SolvedMolecules 
7,176.9665,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,SolvedMolecules 
7,176.9665,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,SolvedMolecules 
7,176.9665,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,SolvedMolecules 
8,176.9055,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,SolvedMolecules 
8,176.9055,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,SolvedMolecules 
8,176.9055,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,SolvedMolecules 
8,176.9055,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,SolvedMolecules 
8,176.9055,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,SolvedMolecules 
8,176.9055,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,SolvedMolecules 
9,176.8099,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,SolvedMolecules 
9,176.8099,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,SolvedMolecules 
9,176.8099,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,SolvedMolecules 
9,176.8099,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,SolvedMolecules 
9,176.8099,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,SolvedMolecules 
9,176.8099,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,SolvedMolecules 
10,176.8533,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,SolvedMolecules 
10,176.8533,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,SolvedMolecules 
10,176.8533,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,SolvedMolecules 
10,176.8533,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,SolvedMolecules 
10,176.8533,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,SolvedMolecules 
10,176.8533,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,SolvedMolecules 
11,176.9335,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,SolvedMolecules 
11,176.9335,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,SolvedMolecules 
11,176.9335,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,SolvedMolecules 
11,176.9335,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,SolvedMolecules 
11,176.9335,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,SolvedMolecules 
11,176.9335,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,SolvedMolecules 
12,176.881,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,SolvedMolecules 
12,176.881,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,SolvedMolecules 
12,176.881,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,SolvedMolecules 
12,176.881,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,SolvedMolecules 
12,176.881,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,SolvedMolecules 
12,176.881,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,SolvedMolecules 
13,176.8105,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,SolvedMolecules 
13,176.8105,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,SolvedMolecules 
13,176.8105,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,SolvedMolecules 
