# molecules ,Acetaldehyde, (E) 2-Butenal (Crotonaldehyde, CO, CO2, Ethylene (Ethene), Ethanol, Crotyl Alcohol, H2, H2O
ScaledConcentrations_Means,3.043987797041602,0.0,0.0,0.006218335472622493,0.0,0.11924428641752843,0.0,0.7061487955772517,0.23431213190364716
ScaledConcentrations_StdDevs,0.1590457232595275,0.0,0.0,0.03320032389955457,0.0,0.004617858567186101,0.0,0.00010859534357527034,0.0052704922350965714
ScaledConcentrations_StdErrs,0.016954331066113718,0.0,0.0,0.0035391664193116634,0.0,0.0004922653772764848,0.0,1.1576302521565636e-05,0.0005618363600346357
