0,176.8481,2.0,H2
0,176.8481,18.0,H2O
0,176.8481,57.0,Crotyl Alcohol
0,176.8481,31.0,Ethanol
1,176.8945,2.0,H2
1,176.8945,18.0,H2O
1,176.8945,57.0,Crotyl Alcohol
1,176.8945,31.0,Ethanol
2,176.8788,2.0,H2
2,176.8788,18.0,H2O
2,176.8788,57.0,Crotyl Alcohol
2,176.8788,31.0,Ethanol
3,176.7941,2.0,H2
3,176.7941,18.0,H2O
3,176.7941,57.0,Crotyl Alcohol
3,176.7941,31.0,Ethanol
4,176.7974,2.0,H2
4,176.7974,18.0,H2O
4,176.7974,57.0,Crotyl Alcohol
4,176.7974,31.0,Ethanol
5,176.8505,2.0,H2
5,176.8505,18.0,H2O
5,176.8505,57.0,Crotyl Alcohol
5,176.8505,31.0,Ethanol
6,176.9009,2.0,H2
6,176.9009,18.0,H2O
6,176.9009,57.0,Crotyl Alcohol
6,176.9009,31.0,Ethanol
7,176.9665,2.0,H2
7,176.9665,18.0,H2O
7,176.9665,57.0,Crotyl Alcohol
7,176.9665,31.0,Ethanol
8,176.9055,2.0,H2
8,176.9055,18.0,H2O
8,176.9055,57.0,Crotyl Alcohol
8,176.9055,31.0,Ethanol
9,176.8099,2.0,H2
9,176.8099,18.0,H2O
9,176.8099,57.0,Crotyl Alcohol
9,176.8099,31.0,Ethanol
10,176.8533,2.0,H2
10,176.8533,18.0,H2O
10,176.8533,57.0,Crotyl Alcohol
10,176.8533,31.0,Ethanol
11,176.9335,2.0,H2
11,176.9335,18.0,H2O
11,176.9335,57.0,Crotyl Alcohol
11,176.9335,31.0,Ethanol
12,176.881,2.0,H2
12,176.881,18.0,H2O
12,176.881,57.0,Crotyl Alcohol
12,176.881,31.0,Ethanol
13,176.8105,2.0,H2
13,176.8105,18.0,H2O
13,176.8105,57.0,Crotyl Alcohol
13,176.8105,31.0,Ethanol
14,176.8207,2.0,H2
14,176.8207,18.0,H2O
14,176.8207,57.0,Crotyl Alcohol
14,176.8207,31.0,Ethanol
15,176.7429,2.0,H2
15,176.7429,18.0,H2O
15,176.7429,57.0,Crotyl Alcohol
15,176.7429,31.0,Ethanol
16,176.7739,2.0,H2
16,176.7739,18.0,H2O
16,176.7739,57.0,Crotyl Alcohol
16,176.7739,31.0,Ethanol
17,176.8874,2.0,H2
17,176.8874,18.0,H2O
17,176.8874,57.0,Crotyl Alcohol
17,176.8874,31.0,Ethanol
18,176.8942,2.0,H2
18,176.8942,18.0,H2O
18,176.8942,57.0,Crotyl Alcohol
18,176.8942,31.0,Ethanol
19,176.8326,2.0,H2
19,176.8326,18.0,H2O
19,176.8326,57.0,Crotyl Alcohol
19,176.8326,31.0,Ethanol
20,176.8189,2.0,H2
20,176.8189,18.0,H2O
20,176.8189,57.0,Crotyl Alcohol
20,176.8189,31.0,Ethanol
21,176.8509,2.0,H2
21,176.8509,18.0,H2O
21,176.8509,57.0,Crotyl Alcohol
21,176.8509,31.0,Ethanol
22,176.8443,2.0,H2
22,176.8443,18.0,H2O
22,176.8443,57.0,Crotyl Alcohol
22,176.8443,31.0,Ethanol
23,176.9281,2.0,H2
23,176.9281,18.0,H2O
23,176.9281,57.0,Crotyl Alcohol
23,176.9281,31.0,Ethanol
24,176.9268,2.0,H2
24,176.9268,18.0,H2O
24,176.9268,57.0,Crotyl Alcohol
24,176.9268,31.0,Ethanol
25,176.8664,2.0,H2
25,176.8664,18.0,H2O
25,176.8664,57.0,Crotyl Alcohol
25,176.8664,31.0,Ethanol
26,176.914,2.0,H2
26,176.914,18.0,H2O
26,176.914,57.0,Crotyl Alcohol
26,176.914,31.0,Ethanol
27,176.883,2.0,H2
27,176.883,18.0,H2O
27,176.883,57.0,Crotyl Alcohol
27,176.883,31.0,Ethanol
28,176.9234,2.0,H2
28,176.9234,18.0,H2O
28,176.9234,57.0,Crotyl Alcohol
28,176.9234,31.0,Ethanol
29,176.8343,2.0,H2
29,176.8343,18.0,H2O
29,176.8343,57.0,Crotyl Alcohol
29,176.8343,31.0,Ethanol
30,176.8869,2.0,H2
30,176.8869,18.0,H2O
30,176.8869,57.0,Crotyl Alcohol
30,176.8869,31.0,Ethanol
31,176.8666,2.0,H2
31,176.8666,18.0,H2O
31,176.8666,57.0,Crotyl Alcohol
31,176.8666,31.0,Ethanol
32,176.8004,2.0,H2
32,176.8004,18.0,H2O
32,176.8004,57.0,Crotyl Alcohol
32,176.8004,31.0,Ethanol
33,176.889,2.0,H2
33,176.889,18.0,H2O
33,176.889,57.0,Crotyl Alcohol
33,176.889,31.0,Ethanol
34,177.0114,2.0,H2
34,177.0114,18.0,H2O
34,177.0114,57.0,Crotyl Alcohol
34,177.0114,31.0,Ethanol
35,176.8458,2.0,H2
35,176.8458,18.0,H2O
35,176.8458,57.0,Crotyl Alcohol
35,176.8458,31.0,Ethanol
36,176.9231,2.0,H2
36,176.9231,18.0,H2O
36,176.9231,57.0,Crotyl Alcohol
36,176.9231,31.0,Ethanol
37,176.9848,2.0,H2
37,176.9848,18.0,H2O
37,176.9848,57.0,Crotyl Alcohol
37,176.9848,31.0,Ethanol
38,177.0193,2.0,H2
38,177.0193,18.0,H2O
38,177.0193,57.0,Crotyl Alcohol
38,177.0193,31.0,Ethanol
39,177.032,2.0,H2
39,177.032,18.0,H2O
39,177.032,57.0,Crotyl Alcohol
39,177.032,31.0,Ethanol
40,176.9611,2.0,H2
40,176.9611,18.0,H2O
40,176.9611,57.0,Crotyl Alcohol
40,176.9611,31.0,Ethanol
41,176.8494,2.0,H2
41,176.8494,18.0,H2O
41,176.8494,57.0,Crotyl Alcohol
41,176.8494,31.0,Ethanol
42,176.9185,2.0,H2
42,176.9185,18.0,H2O
42,176.9185,57.0,Crotyl Alcohol
42,176.9185,31.0,Ethanol
43,176.8734,2.0,H2
43,176.8734,18.0,H2O
43,176.8734,57.0,Crotyl Alcohol
43,176.8734,31.0,Ethanol
44,176.9646,2.0,H2
44,176.9646,18.0,H2O
44,176.9646,57.0,Crotyl Alcohol
44,176.9646,31.0,Ethanol
45,176.9394,2.0,H2
45,176.9394,18.0,H2O
45,176.9394,57.0,Crotyl Alcohol
45,176.9394,31.0,Ethanol
46,176.8496,2.0,H2
46,176.8496,18.0,H2O
46,176.8496,57.0,Crotyl Alcohol
46,176.8496,31.0,Ethanol
47,176.9133,2.0,H2
47,176.9133,18.0,H2O
47,176.9133,57.0,Crotyl Alcohol
47,176.9133,31.0,Ethanol
48,176.7969,2.0,H2
48,176.7969,18.0,H2O
48,176.7969,57.0,Crotyl Alcohol
48,176.7969,31.0,Ethanol
49,176.792,2.0,H2
49,176.792,18.0,H2O
49,176.792,57.0,Crotyl Alcohol
49,176.792,31.0,Ethanol
50,176.7845,2.0,H2
50,176.7845,18.0,H2O
50,176.7845,57.0,Crotyl Alcohol
50,176.7845,31.0,Ethanol
51,176.8007,2.0,H2
51,176.8007,18.0,H2O
51,176.8007,57.0,Crotyl Alcohol
51,176.8007,31.0,Ethanol
52,176.9141,2.0,H2
52,176.9141,18.0,H2O
52,176.9141,57.0,Crotyl Alcohol
52,176.9141,31.0,Ethanol
53,176.8142,2.0,H2
53,176.8142,18.0,H2O
53,176.8142,57.0,Crotyl Alcohol
53,176.8142,31.0,Ethanol
54,176.7997,2.0,H2
54,176.7997,18.0,H2O
54,176.7997,57.0,Crotyl Alcohol
54,176.7997,31.0,Ethanol
55,176.7839,2.0,H2
55,176.7839,18.0,H2O
55,176.7839,57.0,Crotyl Alcohol
55,176.7839,31.0,Ethanol
56,176.8388,2.0,H2
56,176.8388,18.0,H2O
56,176.8388,57.0,Crotyl Alcohol
56,176.8388,31.0,Ethanol
57,176.9101,2.0,H2
57,176.9101,18.0,H2O
57,176.9101,57.0,Crotyl Alcohol
57,176.9101,31.0,Ethanol
58,177.0272,2.0,H2
58,177.0272,18.0,H2O
58,177.0272,57.0,Crotyl Alcohol
58,177.0272,31.0,Ethanol
59,177.0201,2.0,H2
59,177.0201,18.0,H2O
59,177.0201,57.0,Crotyl Alcohol
59,177.0201,31.0,Ethanol
60,176.969,2.0,H2
60,176.969,18.0,H2O
60,176.969,57.0,Crotyl Alcohol
60,176.969,31.0,Ethanol
61,177.0026,2.0,H2
61,177.0026,18.0,H2O
61,177.0026,57.0,Crotyl Alcohol
61,177.0026,31.0,Ethanol
62,176.9059,2.0,H2
62,176.9059,18.0,H2O
62,176.9059,57.0,Crotyl Alcohol
62,176.9059,31.0,Ethanol
63,176.8848,2.0,H2
63,176.8848,18.0,H2O
63,176.8848,57.0,Crotyl Alcohol
63,176.8848,31.0,Ethanol
64,176.8855,2.0,H2
64,176.8855,18.0,H2O
64,176.8855,57.0,Crotyl Alcohol
64,176.8855,31.0,Ethanol
65,176.9602,2.0,H2
65,176.9602,18.0,H2O
65,176.9602,57.0,Crotyl Alcohol
65,176.9602,31.0,Ethanol
66,177.023,2.0,H2
66,177.023,18.0,H2O
66,177.023,57.0,Crotyl Alcohol
66,177.023,31.0,Ethanol
67,176.9497,2.0,H2
67,176.9497,18.0,H2O
67,176.9497,57.0,Crotyl Alcohol
67,176.9497,31.0,Ethanol
68,176.8147,2.0,H2
68,176.8147,18.0,H2O
68,176.8147,57.0,Crotyl Alcohol
68,176.8147,31.0,Ethanol
69,176.8542,2.0,H2
69,176.8542,18.0,H2O
69,176.8542,57.0,Crotyl Alcohol
69,176.8542,31.0,Ethanol
