Mass	Acetaldehyde	(E) 2-Butenal (Crotonaldehyde	CO	CO2	Ethylene (Ethene)	Ethanol	Crotyl Alcohol	H2	H2O
2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0
12.0	0.0	0.0	0.0	65.05962646262496	0.0	0.0	0.0	0.0	0.0
18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0
25.0	0.0	0.0	0.0	0.0	7.698297763831921	0.0	0.0	0.0	0.0
26.0	10.115733465533573	18.647880757211826	0.0	0.0	52.519655503649794	9.73822813795465	13.733123309136362	0.0	0.0
27.0	7.467472630513546	51.007929793243825	0.0	0.0	62.1507895277326	22.26230917208413	51.92155881877352	0.0	0.0
28.0	59.99398718083395	0.0	100.0	100.00000000000001	100.0	0.0	18.012612753114105	0.0	0.0
29.0	100.0	40.82926663465433	0.0	0.0	0.0	29.822087731518717	92.72691549288797	0.0	0.0
30.0	0.0	0.0	0.0	0.0	0.0	8.120993542932949	0.0	0.0	0.0
31.0	0.0	0.0	0.0	0.0	0.0	100.0	37.0499569981668	0.0	0.0
32.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
41.0	6.085605195684314	100.0	0.0	0.0	0.0	0.0	38.04009593678579	0.0	0.0
42.0	0.0	29.75237396714376	0.0	0.0	0.0	0.0	9.832720902966315	0.0	0.0
43.0	0.0	0.0	0.0	0.0	0.0	10.730713537388228	49.28919712385416	0.0	0.0
57.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0	0.0
72.0	0.0	0.0	0.0	0.0	0.0	0.0	17.038370894436387	0.0	0.0
73.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
