Acetaldehyde,(E) 2-Butenal (Crotonaldehyde,CO,CO2,Ethylene (Ethene),Ethanol,Crotyl Alcohol,H2,H2O
0.0,0.0,0.0,0.0,0.15584514274110817,0.0,0.0,100.0,0.0
0.0,0.0,0.0,0.0,0.0,0.675931822991328,1.0131575189420265,0.0,100.0
7.741548309661932,58.045530351985846,0.0,0.0,63.32545621568401,23.784859085817516,54.22191681593981,0.0,0.0
61.04220844168834,0.0,100.0,11.961704442827608,100.0,3.6061935509370255,18.46172080544184,0.0,0.0
0.0,2.323695222729632,0.0,0.0,0.0,100.0,36.21466558053941,0.0,0.0
0.0,99.07477774178797,0.0,0.0,0.0,0.0,58.9737847893681,0.0,0.0
5.461092218443689,100.0,0.0,0.0,0.0,1.2092125754324818,34.38668377954186,0.0,0.0
100.0,0.0,0.0,100.0,0.0,0.6087061052436824,11.544121843243628,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,100.00000000000001,0.0,0.0
0.0,39.43865440018135,0.0,0.0,0.0,0.0,1.430870250048233,0.0,0.0
