# molecules ,Acetaldehyde, (E) 2-Butenal (Crotonaldehyde, CO, CO2, Ethylene (Ethene), Ethanol, Crotyl Alcohol, H2, H2O
ScaledConcentrations_Means,2.5681017877332213,0.13586458289958986,4.020570561498561,0.8587757791231094,0.251914308528951,0.12901450478831472,0.0350062552363409,0.7395817197703876,0.31250817776898643
ScaledConcentrations_StdDevs,1.1553643394904947,0.07606089828409413,0.2289455638818584,0.7439952815550318,0.0841854769437752,0.04033314643294654,0.06639007567010258,0.014397245478351495,0.01355276104101054
ScaledConcentrations_StdErrs,0.3653582840125986,0.024052567945613026,0.07239894420582534,0.23527196581321605,0.026621785304992047,0.01275446079292068,0.020994385314845362,0.004552808774415114,0.004285759347358798
