2buten1ol(crotyl alcohol),2butenalE(crotonaldehyde),13butadiene
0.027249536835632863,0.0,0.0
0.0,0.0,0.0
0.023078689360791094,0.0,0.2233835097301003
0.0,0.0,0.0
0.008190027768780193,0.0,0.0
0.0,0.0,0.0
0.0,0.16025203521927717,0.0
0.017593392984787078,0.015634344899441675,0.0
