time-s,m44.0,m46.0,m54.0,m56.0,m58.0,m59.0,m70.0,m71.0
5618.562,3.1268208292237183e-06,0.0,5.241250780728291e-07,0.0,9.39786594312138e-07,0.0,-3.6921106267822526e-07,1.9827802407452715e-06
5638.531,3.434376976360478e-06,0.0,5.209242660799926e-07,0.0,1.0322246199821846e-06,0.0,-4.071482163842803e-07,2.177649628679433e-06
5658.5,3.198583930222296e-06,0.0,4.981115552745001e-07,0.0,9.613554669684823e-07,0.0,-3.781463985429714e-07,2.028241634515275e-06
