0,446.7876,29.0, 39.0, 28.0, 44.0, 27.0, 31.0, 2.0, 18.0
1,447.5913,29.0, 39.0, 28.0, 44.0, 26.0, 31.0, 2.0, 18.0
2,448.4523,29.0, 39.0, 28.0, 44.0, 26.0, 31.0, 2.0, 18.0
3,449.2989,29.0, 39.0, 28.0, 44.0, 26.0, 31.0, 2.0, 18.0
4,450.1829,29.0, 39.0, 28.0, 44.0, 26.0, 31.0, 2.0, 18.0
5,451.0553,29.0, 39.0, 28.0, 44.0, 26.0, 31.0, 2.0, 18.0
6,452.0611,29.0, 39.0, 28.0, 44.0, 26.0, 31.0, 2.0, 18.0
7,452.866,29.0, 39.0, 28.0, 44.0, 26.0, 31.0, 2.0, 18.0
8,453.8276,29.0, 39.0, 28.0, 44.0, 26.0, 31.0, 2.0, 18.0
9,454.7148,29.0, 39.0, 28.0, 44.0, 26.0, 31.0, 2.0, 18.0
10,455.5357,29.0, 39.0, 28.0, 44.0, 26.0, 31.0, 2.0, 18.0
11,456.419,29.0, 39.0, 28.0, 44.0, 26.0, 31.0, 2.0, 18.0
12,457.3581,29.0, 39.0, 28.0, 44.0, 26.0, 31.0, 2.0, 18.0
13,458.2446,29.0, 39.0, 28.0, 44.0, 26.0, 31.0, 2.0, 18.0
14,459.005,29.0, 39.0, 28.0, 44.0, 26.0, 31.0, 2.0, 18.0
15,459.986,29.0, 39.0, 28.0, 44.0, 26.0, 31.0, 2.0, 18.0
16,460.8908,29.0, 39.0, 28.0, 44.0, 26.0, 31.0, 2.0, 18.0
17,461.7132,29.0, 39.0, 28.0, 44.0, 26.0, 31.0, 2.0, 18.0
18,462.6143,29.0, 39.0, 28.0, 44.0, 26.0, 31.0, 2.0, 18.0
19,463.3707,29.0, 39.0, 28.0, 44.0, 26.0, 31.0, 2.0, 18.0
20,464.2265,29.0, 39.0, 28.0, 44.0, 26.0, 31.0, 2.0, 18.0
21,465.092,29.0, 39.0, 28.0, 44.0, 27.0, 31.0, 2.0, 18.0
22,466.0494,29.0, 39.0, 28.0, 44.0, 26.0, 31.0, 2.0, 18.0
23,466.9275,29.0, 39.0, 28.0, 44.0, 27.0, 31.0, 2.0, 18.0
