Temp,m2.0,m18.0,m26.0,m27.0,m28.0,m29.0,m31.0,m39.0,m41.0,m44.0,m45.0,m70.0
446.7876,1.3495660000000242,0.29047299999999865,0.1652896888728366,0.21344099999999955,4.803135000000001,0.3312299999999979,0.060547999999998936,0.08202800000000465,0.09775137041597437,1.540696999999997,0.026497142824436187,0.06381167230566066
447.5913,1.2709732568155516,0.29470231026113813,0.17786048853316647,0.2267065261413299,4.820916808027141,0.33323684395726083,0.06660702251679074,0.07645184215946332,0.09227469496790576,1.5411646183741246,0.02914870497353954,0.05947383697083299
448.4523,1.298216966322101,0.30765494158033135,0.17835027518913837,0.22544458127305272,4.839912371919199,0.33362407746654976,0.06934519550089104,0.07041457515980998,0.08631178171722269,1.5571775052163144,0.030346989981099155,0.05477729306626826
449.2989,1.290711664022055,0.3017080657223794,0.1802659960277351,0.2314158748105964,4.846372979920853,0.32209185658227124,0.06965830827018094,0.07925635730917513,0.09437335440681505,1.5510032688464892,0.030484015048286007,0.06165554080013105
450.1829,1.3148476224431302,0.3135551814654658,0.18133587147305152,0.23027697198858993,4.87410123517896,0.32874526823403816,0.06996689994239291,0.07337658645371503,0.08894829579812573,1.5644952206655107,0.030619061583481762,0.05708151716111788
451.0553,1.3024633927834337,0.29898382262887413,0.17983858030095703,0.22866629038932218,4.836067713859665,0.32573787141392213,0.06958342399816325,0.07347327089512246,0.08888560808150231,1.5644255067828794,0.030451244036015467,0.05715673045282492
452.0611,1.2813718564155288,0.3034924381278358,0.17948576569502475,0.22622613002312908,4.870279796499601,0.3313737731958937,0.06449092935655831,0.07037654118731052,0.08623296725399446,1.5669271470862522,0.028222655843981304,0.0547477054694767
452.866,1.2762405467426596,0.29806629465021217,0.18195090545769504,0.22940704890158253,4.853174067823728,0.3297272009213534,0.06504796133138724,0.07086057199005324,0.08660978651448471,1.5561305768992693,0.02846642534577856,0.05512424537012602
453.8276,1.2504095938774018,0.30379223790824295,0.17613287382683085,0.22294748600343844,4.85560514962188,0.32768317043985407,0.06042897762631071,0.07305706047219121,0.08873610574670147,1.5595563134667922,0.026445056003485533,0.05683294975454766
454.7148,1.26337511361876,0.30649885846714764,0.1835268110784518,0.2322670857391479,4.82365428994024,0.3273988161472525,0.06764860819493546,0.0725007808998328,0.08805226233136994,1.5664293243974479,0.029604525883853483,0.056400205694206486
455.5357,1.2631664645160707,0.3101841884147034,0.1760857377123055,0.22412992274713245,4.816719202699857,0.3262745636096326,0.06214268138650891,0.07570630087186991,0.0912361503535912,1.560699813684825,0.027195010639357,0.05889386139744039
456.419,1.279179217238548,0.30812058359974803,0.17892003085352592,0.2273341684285541,4.808122333956628,0.32660925769955695,0.06816945685844411,0.07335116490009919,0.08883682213526525,1.5723591030923085,0.029832460769017414,0.05706174108649902
457.3581,1.2763951558392175,0.30497140106507414,0.1713144073607724,0.21942784842842744,4.819705912999959,0.31694433888804197,0.0681135349255444,0.07465929774785621,0.08959664930604774,1.5620871672118422,0.02980798809538554,0.058079370976455345
458.2446,1.265398131045504,0.3035395313555944,0.17385360381058668,0.2205150065536045,4.816412556889095,0.320561620908294,0.06861328132017963,0.06977170638165386,0.08497847541494484,1.5665602614446708,0.030026688161360424,0.054277189055354474
459.005,1.270696126532501,0.2954115519573093,0.17916453656359632,0.22870305469605223,4.811523493165304,0.3126445896652288,0.06800627005722726,0.0746185248413902,0.08932355666063879,1.5597933366447512,0.029761046618609375,0.05804765269310871
459.986,1.2579241915105748,0.3042731687082856,0.17914831223885086,0.22621235462153091,4.800780152204032,0.3186356202579179,0.06474351056767658,0.06968031401103603,0.08484836404345689,1.5573507077130553,0.028333190963651153,0.054206092600423195
460.8908,1.2839927948572,0.302053223141139,0.17824575307806345,0.22967739999500283,4.805262900583718,0.30948741551922243,0.07005880224205208,0.07915626407311427,0.09357991209341482,1.5534107900557421,0.030659280060722348,0.0615776757201641
461.7132,1.2669512918109893,0.31305938521288557,0.17391778777941805,0.22075810892586897,4.7878516803978055,0.318930919122717,0.06568104357473081,0.07108505863030512,0.08623042426739,1.5704727209589606,0.028743476125680283,0.05529887925032243
462.6143,1.2411410403207856,0.3132994365920906,0.17165504013595334,0.2207675893839511,4.788031495860322,0.31374537383973466,0.069636693967978,0.0763289375280447,0.09103861861896058,1.557802612536749,0.030474556151996755,0.059378226324895846
463.3707,1.2598261602289336,0.31626227028487675,0.17105812291633923,0.21675232279071258,4.790074739709104,0.31715006705388854,0.06459859917961097,0.06931966674531065,0.08441495350739062,1.5618392103060887,0.028269774537898664,0.05392553589858481
464.2265,1.2749286678067726,0.3078906545524047,0.1731510452255982,0.22134995509768637,4.778021693491311,0.31013120578701425,0.06757525118623886,0.07338726294341358,0.08798250873960066,1.5462173508255734,0.02957242323576259,0.05708982267462568
465.092,1.282014262557924,0.3044822837054566,0.1527500522524246,0.1947443503770634,4.7839831124699455,0.3172775807407539,0.05719694179964652,0.0698306569227869,0.08504874220760698,1.5540097920371938,0.02503064570235556,0.05432304818410346
466.0494,1.2792289327391515,0.3054155473431117,0.17609698837646004,0.22392495128728174,4.780913165230488,0.31185960526594414,0.062056183030355316,0.07325330880371972,0.08803776660273077,1.5536664049967617,0.027157157047213894,0.05698561633452071
466.9275,1.2848429569338122,0.30325371636070164,0.15138821699901872,0.1944272110481171,4.805382142743946,0.31062849356787314,0.053928823446836915,0.073660268584966,0.08850722544526998,1.5510455292249086,0.023600444890412003,0.05730220072280848
467.8186,1.259141436797604,0.3082027675058845,0.17396880587581753,0.2225678092285377,4.808408564063961,0.31264288840237375,0.0641181394098167,0.07571004245097823,0.09046231061698845,1.5479074765731626,0.028059514725161088,0.05889677206721127
468.6942,1.265937250594955,0.31228752520885616,0.1518138685618046,0.1964899387846346,4.813539012676724,0.30745047378351975,0.05728526304486481,0.076413831948145,0.09098568826629055,1.5575450954242709,0.025069297031036625,0.05944426785846997
