Temp	Acetaldehyde Concentration Relative to CO	(E) 2-Butenal (Crotonaldehyde Concentration Relative to CO	CO Concentration Relative to CO	CO2 Concentration Relative to CO	Ethylene (Ethene) Concentration Relative to CO	Ethanol Concentration Relative to CO	H2 Concentration Relative to CO	H2O Concentration Relative to CO
548.3026	0.021502538743567105	0.025071206199907065	0.14483898673689655	0.060734018125391726	0.04029205756678885	0.014132397235217625	0.029262422196884814	0.01566362713202543
549.206	0.024375035469349986	0.01463201915622966	0.14588849094007633	0.06064000484697908	0.04210303540083337	0.01428625074371061	0.02398092423065757	0.014764035522210001
549.9297	0.024165996299102467	0.030008690291382274	0.14700881443543623	0.06396121082171599	0.053258408641911045	0.01299157185396855	0.023771161728993184	0.02086014201486414
550.8551	0.02552198756641085	0.03176828222301375	0.14968304525918658	0.06445044108842665	0.07392691965455526	0.012173402065617409	0.02632954298845618	0.02136290149581264
551.7335	0.025058614947724742	0.03478357783650352	0.15012493192208537	0.06500807500603811	0.0676639201711757	0.009946438515234041	0.026566004324176107	0.020946019874108764
552.6573	0.025315266814708776	0.04334650410241227	0.14960107765896843	0.06370080663578961	0.06438559318640694	0.008677555543695186	0.025901197867278302	0.01865987749645487
553.5125	0.02459922487336661	0.04929491637402442	0.14854209377027755	0.06420476345332446	0.053300491293587826	0.006191067010669303	0.03445334499639168	0.02026183689205681
554.4344	0.025818744497495202	0.06309534986510391	0.14623754840939512	0.06508560393105706	0.04747501211474957	0.0042580367504263085	0.03361132587208903	0.028017949035315442
555.3676	0.02618309156286122	0.07121529797418898	0.14566546997578825	0.06520201728173643	0.05075556100738114	0.00495196311023781	0.032096903832045484	0.030931911188190865
556.2071	0.024869853262799866	0.06679092965806435	0.15293351290324567	0.06383170004039986	0.05444311813869592	0.00796445193353476	0.024943636109209785	0.029488477139828106
557.213	0.02272230447152829	0.046394044399121155	0.1541104725896423	0.06134818872343452	0.058793289998903785	0.009389012283122807	0.026818878364091213	0.02389897817805307
558.0638	0.021893124571750713	0.024544160549174684	0.15430349238572677	0.0583024634036234	0.04368835996899575	0.009227543425585209	0.03161501529178941	0.018614308536247622
558.9236	0.02045822596003277	0.01510094828250977	0.15170296904943883	0.05937009570484997	0.04137781781638323	0.008788511320254672	0.032438591847577254	0.016608416021942705
559.7828	0.020519758217611452	0.026435971053184952	0.14935227030281725	0.06192553612475396	0.04437628155850682	0.008853665401014591	0.03011442397823003	0.016541321716519192
560.7334	0.02609034641312008	0.04659400359584889	0.1494128358051224	0.06443987469915251	0.049413940699562967	0.008879347574031693	0.02666202429355643	0.015542949711278045
561.5694	0.033292051504716015	0.05788061392605459	0.15210004613314784	0.06716961309017325	0.054661840161627694	0.008354290202932992	0.026770313138395004	0.015235076854397574
562.2064	0.04108999679645462	0.06265785601384069	0.15376624532545918	0.07262330454574098	0.05695167411117156	0.0073732370351610775	0.02646879982456105	0.015838975410836002
563.1314	0.04206984368462744	0.06807740616394961	0.15322138506553076	0.07649691504580766	0.05365164472601434	0.005759475486504201	0.027317544248167597	0.01817596046066754
564.0021	0.035851941632077895	0.06766710565703565	0.15061494827541472	0.0758628141344255	0.05465576629649961	0.005293985072636148	0.028921291645081417	0.018938805641132494
564.7773	0.027580061222506287	0.07067112656751641	0.14986350837508108	0.07172834251361401	0.05385464889675187	0.009525828096862695	0.028240341261901385	0.019008909597922168
565.68	0.02661393817587967	0.0697924696176481	0.15199867615020973	0.06791596343343277	0.053591101455329235	0.012704869240804101	0.0273976862408246	0.01892967021859844
566.4918	0.023098165162315693	0.05641320396955769	0.155678985185347	0.061401659301355514	0.06142830606821733	0.013778326749295359	0.027911965886582166	0.018656483501678395
567.4345	0.025061279593486026	0.04245579532897074	0.1559444587055753	0.06341712355546458	0.051880221877530205	0.014155436507593775	0.031633359447591	0.016326406143180972
568.4926	0.02373082834095395	0.03534885003111501	0.15488974036416728	0.06532684590917025	0.04772189257752959	0.015517798537477942	0.03104974810316548	0.01648962469399906
569.3749	0.024479886309128368	0.029328362743277468	0.1537542957451945	0.06172876631609211	0.04790083848067426	0.01716996608612507	0.0395115893334023	0.019276197543192146
570.2982	0.02382372157910593	0.030833814934975914	0.1540165193853588	0.060793049581708926	0.049754469619633604	0.017623675476138294	0.03165586024797347	0.024349838907442734
571.2217	0.026702382923769592	0.0380977903265479	0.1537228097432203	0.062018154617455024	0.050591295350952734	0.015260806726340972	0.035815616969518946	0.02581399451203701
572.0849	0.02677709000192977	0.04017650496144243	0.15435275350925434	0.06324413212544765	0.06398090013091037	0.010349246364135034	0.029492108004150124	0.02804597587946829
572.9317	0.026102798182676804	0.039943385602475706	0.15447177134727222	0.06365168773808368	0.06327767265265055	0.007463695813427744	0.02918016657194528	0.027267088850850284
573.8884	0.02605144790175005	0.054800969527749564	0.15703458079570864	0.06388464578507405	0.062283916948238184	0.006896982910151861	0.02742968121895388	0.023330105539614097
574.712	0.027793545296679715	0.06259422568388187	0.15655018847367516	0.06413157330351407	0.05614972741580159	0.006398200384066152	0.027201990814245937	0.022311787545289015
575.4513	0.027911298644290778	0.06024546026082584	0.1563235864412528	0.06357859052057116	0.05721469537848521	0.006146445679593336	0.0273415010586567	0.024878617732586147
576.2997	0.02616076512470744	0.05117232800740891	0.15629732968047075	0.06259658334626117	0.05982315052260358	0.007341013621487231	0.028930981501902122	0.027170693106421704
577.0785	0.024072899930694964	0.0442959096314874	0.1569103646476129	0.061579758749544036	0.0578702026598716	0.008958421179398443	0.02814763681772938	0.02765239777138105
577.9273	0.023079007131879433	0.042757699403301194	0.1574925478629589	0.0609395572132938	0.05770987637461684	0.010574403774660778	0.029086144436889633	0.02616591067301128
578.6759	0.02486105655943278	0.043804005330489205	0.15933824007232017	0.06087176897731278	0.056036574452823076	0.011386960649202797	0.03144753699570813	0.022655596915378735
579.7413	0.02563278911404013	0.048067278736141916	0.15804796964171203	0.06386687155051973	0.052402750002742915	0.01237698198400848	0.039458240775702126	0.02166013522735423
580.674	0.02586507840829439	0.0463620327945063	0.15903200338562137	0.06391847005999153	0.04827952783077244	0.01107063053192834	0.03926701592534796	0.02075840541604288
581.7068	0.023587621799671603	0.05333632356745492	0.1580406282254316	0.06287110198505162	0.049151135353404284	0.009205973883637609	0.0338398998895055	0.019742245277683815
582.6958	0.022508188936122622	0.051729914277115534	0.1584732250853853	0.061891256642303716	0.0552291098353267	0.007914190564904057	0.02828488266319779	0.01940751202084122
583.7272	0.023187380963524584	0.048418221808303255	0.15881356622415585	0.07241647790916483	0.05528064122927951	0.007146887383857031	0.028377016739444965	0.01870713225671373
584.5816	0.026356131846566794	0.0615364379498381	0.15911060934402194	0.07544139557565648	0.056735037099782185	0.00299877248075356	0.02841173644683928	0.02197852628937683
585.4787	0.030556281544881957	0.06818663442204632	0.15939365505099845	0.07794025006418843	0.0575447760418088	0.0037210575173487978	0.029493537924458763	0.023922522585520502
586.3541	0.03168847609697581	0.069898574971325	0.15870210686026665	0.07040224920922672	0.05524231752279995	0.006694985320858971	0.02941549246081026	0.024232934000786847
587.0949	0.030035574810023995	0.06530634521229779	0.15987516794785395	0.06576746635007451	0.05300468832052915	0.007230941953696997	0.03076039348025106	0.022907637384261815
587.8675	0.024470163522791858	0.05851060167899235	0.16064056701887564	0.06381381511705984	0.05511110355374182	0.010106920998479246	0.029807712316617035	0.021607535740937225
588.5458	0.020979969204552647	0.03217509612196616	0.16207194873426448	0.06132070132410364	0.055203245531527056	0.012699484905155017	0.031092800252582927	0.01936480595219993
589.3512	0.020365381917203895	0.017298081773837015	0.16183627882016313	0.06124064937480534	0.05428762645268093	0.013288529511406163	0.031600478322478566	0.01794663496873103
590.2033	0.020710597584907144	0.018794345652581167	0.1623119352677136	0.06631901844586809	0.049800127073953225	0.01200319556039854	0.03146600827039956	0.019667810761460396
591.214	0.021460072542502394	0.02109696682900416	0.16377398690177827	0.06699923066725863	0.04944336966156002	0.012975928024505198	0.03179404799186181	0.01928290744862542
592.1276	0.021865722013393745	0.039340584777407504	0.1636749052201021	0.06600147795007544	0.04771397954415349	0.013123775640754792	0.03272646551139402	0.0209926885667926
593.0589	0.023497858665247826	0.06265457748437821	0.16262046743574793	0.06577851255059375	0.051647583469836264	0.011723751021649041	0.02974902447014162	0.020564052220253797
594.0482	0.02857528370337241	0.07742793485089122	0.16273083886465817	0.06704956442580295	0.05387427594793372	0.008475035257960527	0.03060514063160187	0.024814143330873038
594.9364	0.030274864866736428	0.08567192221721928	0.16330704951568492	0.0683356969132996	0.05127110393878479	0.005781137565996017	0.03478990920934765	0.028480549930276402
595.8701	0.0301407144122084	0.08909708492641896	0.16060069439374572	0.06949036907601952	0.051355694829830774	0.005015424252333063	0.04253175103944739	0.02874347168807153
596.9227	0.03129051751632981	0.0889488370151548	0.16032446155209493	0.07212994945553532	0.05614713680332654	0.005396921070989603	0.04748077910135311	0.02639404944979169
