0,446.7876,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,SolvedMolecules 
0,446.7876,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,SolvedMolecules 
0,446.7876,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,SolvedMolecules 
0,446.7876,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,SolvedMolecules 
0,446.7876,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,SolvedMolecules 
0,446.7876,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,SolvedMolecules 
0,446.7876,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,SolvedMolecules 
0,446.7876,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,SolvedMolecules 
1,447.5913,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,SolvedMolecules 
1,447.5913,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,SolvedMolecules 
1,447.5913,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,SolvedMolecules 
1,447.5913,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,SolvedMolecules 
1,447.5913,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,SolvedMolecules 
1,447.5913,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,SolvedMolecules 
1,447.5913,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,SolvedMolecules 
1,447.5913,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,SolvedMolecules 
2,448.4523,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,SolvedMolecules 
2,448.4523,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,SolvedMolecules 
2,448.4523,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,SolvedMolecules 
2,448.4523,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,SolvedMolecules 
2,448.4523,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,SolvedMolecules 
2,448.4523,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,SolvedMolecules 
2,448.4523,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,SolvedMolecules 
2,448.4523,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,SolvedMolecules 
3,449.2989,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,SolvedMolecules 
3,449.2989,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,SolvedMolecules 
3,449.2989,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,SolvedMolecules 
3,449.2989,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,SolvedMolecules 
3,449.2989,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,SolvedMolecules 
3,449.2989,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,SolvedMolecules 
3,449.2989,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,SolvedMolecules 
3,449.2989,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,SolvedMolecules 
4,450.1829,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,SolvedMolecules 
4,450.1829,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,SolvedMolecules 
4,450.1829,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,SolvedMolecules 
4,450.1829,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,SolvedMolecules 
4,450.1829,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,SolvedMolecules 
4,450.1829,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,SolvedMolecules 
4,450.1829,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,SolvedMolecules 
4,450.1829,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,SolvedMolecules 
5,451.0553,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,SolvedMolecules 
5,451.0553,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,SolvedMolecules 
