Temp	Acetaldehyde Concentration Relative to CO	(E) 2-Butenal (Crotonaldehyde Concentration Relative to CO	CO Concentration Relative to CO	CO2 Concentration Relative to CO	Ethylene (Ethene) Concentration Relative to CO	Ethanol Concentration Relative to CO	H2 Concentration Relative to CO	H2O Concentration Relative to CO
446.7876	0.3625627305285114	0.3937634559117429	4.452011167497116	1.7545838025078644	0.4175467712932111	0.05595197231215206	0.7425902342410369	0.34005158004100644
447.5913	0.3661277115125981	0.36699592309367113	4.444546466650315	1.7514844895212252	0.46586988745113683	0.0615510715408342	0.6993450698170649	0.3450027584182881
448.4523	0.36918207348284265	0.33801490297803644	4.458672935837278	1.7704707651996634	0.470711439524834	0.06408139754652002	0.7143357502462272	0.3601661737642249
449.2989	0.3484987658395822	0.3804585892260564	4.471120041683553	1.7836544397980374	0.4767184591846511	0.06437074280974739	0.7102060046887363	0.35320427186007447
450.1829	0.3607047032790478	0.3522336063907443	4.490985459599395	1.7895260207245658	0.4817867269300628	0.06465591015960809	0.7234866645583076	0.3670734797636153
451.0553	0.3568362231800332	0.352697725957008	4.4551485688618175	1.7934959479055559	0.4774176150578568	0.06430154279133969	0.7166723197957033	0.35001504887424695
452.0611	0.36820528879365816	0.3378323264376668	4.486113057884439	1.7850125021069747	0.4772370524963494	0.05959560503638713	0.7050668340825589	0.3552932049308143
452.866	0.3655155436379266	0.3401558457439488	4.465911246130647	1.7728737884108383	0.4866840835121368	0.060110354287107426	0.702243363091189	0.34894091517205833
453.8276	0.36336314753553506	0.35069976849711765	4.47958930962824	1.7798851472483554	0.465515218969512	0.05584198459072228	0.6880300431506446	0.35564417520696184
454.7148	0.36039889826189453	0.3480294295047621	4.433332078392799	1.7925285355547993	0.49175606781967274	0.06251359339166807	0.6951642391379412	0.35881276780464566
455.5357	0.3592081048145784	0.36341706082800995	4.441521608290118	1.7858380656359674	0.4637160797799606	0.05742560593811347	0.6950494312767175	0.36312711809413484
456.419	0.3586321264229257	0.3521115739285799	4.42608862316886	1.8026056231089405	0.4740880360476501	0.06299490590404598	0.7038603481159295	0.3607112926029332
457.3581	0.34511954377939147	0.35839107496389033	4.45758511516077	1.8025711741343209	0.4485911111397116	0.06294322884714489	0.7023284357776887	0.3570246005635581
458.2446	0.35264431541156344	0.33492890512627244	4.4450534755182405	1.8008616941548334	0.4596982437780425	0.06340504090428516	0.696277391799463	0.35534833613580946
459.005	0.33951828149308577	0.35819535057029767	4.43567136841762	1.8052795434848372	0.4798383331847382	0.06284410615205757	0.699192580615495	0.34583305507034856
459.986	0.35172843589987257	0.33449018937435304	4.419246467335147	1.789058203959726	0.4814683886372622	0.059829013521077945	0.6921649034069381	0.3562071923495014
460.8908	0.3317775173698779	0.37997810623799483	4.435835356553131	1.8045691963176949	0.474153029083738	0.0647408364152392	0.7065089890355822	0.3536083415175369
461.7132	0.3508877479633201	0.34123346113468844	4.4151072299943985	1.808131650537788	0.46054967286686926	0.06069538104523115	0.6971320087775551	0.36649305989991604
462.6143	0.339273871089352	0.3664059373276528	4.426896112710413	1.8027769306233152	0.4496536569196801	0.06435076918818425	0.682930079638906	0.36677408378437243
463.3707	0.35004664637234734	0.3327589547506009	4.4231715053088845	1.7970480633347508	0.45197326663737747	0.05969510194723963	0.6932114497752411	0.3702426205455539
464.2265	0.3371240638173627	0.35228485732311743	4.413917116046221	1.7889773488978946	0.45919344253829747	0.06244580470633586	0.7015215099278044	0.36044211875253607
465.092	0.352905272961089	0.3352118886051383	4.450734563671684	1.7831899359357113	0.3849102293151617	0.05285528347614538	0.7054203140366768	0.35645199956118123
466.0494	0.3417208508522582	0.3516418300034274	4.408145071420858	1.7944710504578099	0.47116129802113216	0.057345673427897564	0.7038877037585869	0.35754455471976543
466.9275	0.34314513555027676	0.3535953811064728	4.479181643534799	1.7893407823533034	0.3808868832461444	0.04983523875808299	0.7069767853905692	0.3550137375995851
467.8186	0.3404312693978423	0.3634350217330699	4.443268784456386	1.787843648177075	0.46069983109502016	0.05925111252171554	0.6928346849980747	0.36080750384162197
468.6942	0.33592814872897564	0.3668134606153876	4.489566699669733	1.8059369999113692	0.3810535095960346	0.05293690050506506	0.6965740389530746	0.36558945710743396
469.5271	0.339964564694963	0.3508128081582772	4.436358156593688	1.8068655259046722	0.45320696142821665	0.05924968675253605	0.6924027468589886	0.3723112954149165
470.481	0.33280505887051953	0.366366931212305	4.472171965394005	1.806731215581276	0.3801229883999727	0.05536285119502796	0.7081510777514405	0.3672867562757897
471.4514	0.33626447399365667	0.34610900554545604	4.412465729531621	1.8016563218092396	0.4538253900923249	0.05824129973562942	0.7137232375369864	0.37324629064812126
472.2106	0.32709503001121826	0.3707878489251331	4.423364818714356	1.8139780944213943	0.4731653095734358	0.053931261731648444	0.7186211794093341	0.35546471955853526
473.1647	0.3358222264518046	0.3412677139860044	4.394010461519154	1.8261285507239207	0.49007069459808744	0.056031590844628255	0.7234708526210705	0.3635295426796286
474.0643	0.3191282241811183	0.38114991203741233	4.375943988766621	1.8390539482079198	0.49924777220166056	0.056606396683885736	0.723188433785824	0.3524236949783282
474.964	0.3286945560370047	0.35381263520392175	4.378249422146309	1.819652666569333	0.4918642969524933	0.05903764912109506	0.7128527881812489	0.3671376713377725
475.8244	0.323462718502174	0.3675336743358481	4.370585677613797	1.8210131761354014	0.48596447284728356	0.06259019682901301	0.6997663925473763	0.36340717174324655
476.714	0.3352757723637481	0.34087078240426577	4.444856314968726	1.814574231544862	0.39439186894407585	0.06012661072153713	0.6855876946195123	0.36224522304951284
477.5261	0.3336354029625352	0.34716662377586516	4.384981522864094	1.8158273716558981	0.47403061060542917	0.06299463941360886	0.6955629710857818	0.3571683794790106
478.3363	0.33877422582198075	0.3562833708648443	4.433384348216674	1.8189678435831416	0.39111505206409225	0.056381051619146985	0.6932236302099228	0.3623722289414365
479.2973	0.3362447361821755	0.37309493026261176	4.398212217229385	1.824115083101582	0.4678252853911665	0.06060731022311225	0.7001224427604094	0.36673905239536847
480.0243	0.33230990227064766	0.38020524497177305	4.416347300495113	1.8252404164357081	0.44987430454785926	0.055193635164335786	0.7051652189279696	0.37076671899238295
480.9487	0.33382749249458893	0.3612697016284619	4.3945821666186	1.8141390576285457	0.4726879464466247	0.0588368545055904	0.700849334235262	0.3692909000476037
481.8044	0.33467126163359334	0.3603153427027663	4.446359393832058	1.795560660539199	0.3890950416239941	0.05839969547985197	0.70719729661895	0.3604039013299341
482.7567	0.3493435761994015	0.33413679709908806	4.426383172018455	1.7916118515015447	0.38856087609486545	0.057331904251458884	0.7095197025327314	0.3626568868259838
483.6037	0.3407215893583577	0.36190160763539936	4.446839097208304	1.7970098272767927	0.3941781865490839	0.05919982442950367	0.7191830904217411	0.36153455424863457
484.5111	0.34996970361045066	0.33679442981073426	4.433888370976756	1.7933960612411752	0.3930249374311412	0.05957143716775838	0.7144484062034467	0.3697614175553102
485.4786	0.32522277218817514	0.39017151263062977	4.456620540010475	1.8058798450881435	0.3904623634057939	0.06223199441924202	0.7147158672627186	0.36364657695298386
486.3436	0.3360932206736976	0.34917878300896643	4.395802355795228	1.824006287401111	0.4638712880339504	0.061479757860642234	0.7078965140287781	0.3683437861310263
487.1866	0.3308381273773438	0.357524208791117	4.401763831743783	1.8476355236323132	0.4728341536492925	0.0669824747310343	0.7148705151238813	0.36415297706010424
