Temp	Acetaldehyde relative uncertainty	(E) 2-Butenal (Crotonaldehyde relative uncertainty	CO relative uncertainty	CO2 relative uncertainty	Ethylene (Ethene) relative uncertainty	Ethanol relative uncertainty	H2 relative uncertainty	H2O relative uncertainty
471.4514	0.044337949923304545	0.0878875037666761	0.03202653666553879	0.03226248806201376	0.11489945565813027	0.21168293802551585	0.03603527507065416	0.043404310345943546
472.2106	0.04449553129276079	0.09813691491904264	0.03223260502105527	0.032291954690794	0.102368058800006	0.1762905803342612	0.035180319610375176	0.05705923635888124
473.1647	0.05093671805916796	0.13822801650033903	0.032404555872769567	0.03235384455126414	0.07498711951744019	0.15976787840483	0.030680708063534613	0.07190004188141073
474.0643	0.06393497472230276	0.15917884342751856	0.032442529628469094	0.0345322520057659	0.06316025075034878	0.07342487566064056	0.028814629388882743	0.07665503359532182
474.964	0.06812276640070053	0.19539846137575992	0.03221882596970588	0.03500868332390929	0.066576699548304	0.09227830975246752	0.03027711027591722	0.07238628756192872
475.8244	0.06631122649829511	0.180108362264925	0.03169046053787059	0.03409209619326398	0.06552173467990392	0.06033549232202193	0.029386873343246137	0.07129407581346249
476.714	0.0518793602198899	0.15479651435613478	0.032053646403706136	0.03243068536861712	0.0773139612852122	0.08032794433440966	0.029052424606971543	0.06544439423428534
477.5261	0.04373243811981793	0.1246889377322757	0.0328987262103367	0.03217723099840735	0.09960208520808998	0.07821691111307591	0.035916560980500625	0.043486142590817616
478.3363	0.040238221190033195	0.10892983257928927	0.032981505632820256	0.032028319153006024	0.10337247435697584	0.12170594476012389	0.03596840589512499	0.03846279827011623
479.2973	0.0362366391964642	0.057155180419897506	0.03263688164902781	0.03174829329407945	0.10131521898323768	0.15977085753893686	0.035818597091685084	0.038859616806498035
480.0243	0.03742235304487104	0.034442651653535966	0.031591272510442164	0.03170596317548681	0.08817970486180285	0.18948114079602413	0.03219550011981355	0.036700012168370724
480.9487	0.03596059287546656	0.05985261011999857	0.03166418469747681	0.031349040734924165	0.09596465346517491	0.18330024745543078	0.030707666483285996	0.032980785716836034
481.8044	0.03442637978226861	0.055057365658981	0.03187753512623019	0.03136877893550888	0.09739544062106067	0.1604291638191938	0.030176483040677767	0.035025672940251294
482.7567	0.032915968411721376	0.06426497998297982	0.032028888991294475	0.03378513961579227	0.10851084908857497	0.12687641689925955	0.0301073286117036	0.040946754378856545
483.6037	0.04580336816435958	0.09784501425483645	0.03203664302328502	0.03394366881610131	0.09798300267645778	0.07380897861670997	0.02918922806015892	0.03738424255804481
484.5111	0.04801484810073627	0.14315152208249626	0.03218019851238475	0.03406227402059227	0.07320602906206869	0.03438751563819	0.03221249247098303	0.03570878171236852
485.4786	0.06298652534961317	0.166761097853292	0.03222813496261138	0.03364810255108143	0.0787884202415875	0.03449549419933152	0.03225644828856178	0.04288198644397305
486.3436	0.07299398007774016	0.23135210234139292	0.03217497408392799	0.03807616784090585	0.07980457890976274	0.04571036123412901	0.031151562593501506	0.046095803271773865
487.1866	0.07340933694748537	0.2265249886798268	0.032210127325749835	0.03752908768094711	0.07587136974609043	0.07668026232316857	0.03142490021977539	0.045763261420982956
487.9361	0.0547487279257645	0.18668044415344623	0.03217248093629491	0.035555032778092945	0.08831554999385174	0.14896069289118	0.035385742802137014	0.040862754325600326
488.7606	0.03940963992794619	0.113281251837963	0.03188175073312498	0.03222823631309852	0.09524356627802691	0.17378893867039982	0.03620955107670697	0.03908737495751974
489.6454	0.03403992969062318	0.04930732174146646	0.03149167719926129	0.03216655343228621	0.08432216927493966	0.24794309773537596	0.033619396678790985	0.03659307171573073
490.5314	0.035519761326657455	0.05039038422570836	0.0315749861133455	0.03282514922485822	0.07865996164758747	0.2546150531267735	0.02973511799714538	0.03339942042062429
491.4954	0.041729535420277165	0.046627212062811285	0.0322525996087934	0.032591982160911	0.08113359371059871	0.31942616356547693	0.028697266428488435	0.03347674938672766
492.2228	0.039765537228686365	0.06147638601747277	0.03196995371400604	0.03407205340680724	0.0827882577749004	0.2727014898512765	0.02982009870616122	0.04572489322074769
493.0927	0.04492581304838991	0.06581741498095647	0.031916840929763886	0.03340777906350685	0.07770799230862895	0.259388775859273	0.029996623932007742	0.03739143607365093
493.9979	0.054062933821341023	0.09231133586288051	0.03147880055090739	0.03406678834944964	0.08335002700267646	0.2039159123874977	0.029921669372251075	0.03710279096893007
494.891	0.060910881104666276	0.10392256841032015	0.03191047787449119	0.0328524726632705	0.1042434640141767	0.19538862933627138	0.029473983597819334	0.0386508557028555
495.8435	0.06294074634414841	0.1553846108229425	0.03185752128873357	0.03335185991148516	0.08645245707508477	0.16088888697894174	0.02838616890135119	0.041018514089317
496.6542	0.06463553617028646	0.1768479660789476	0.03169462520219621	0.034384387300231925	0.08193470909822083	0.0858280174223475	0.028494380591883972	0.04749300443974552
497.5842	0.06186338565160544	0.19995077165567998	0.031552234842728885	0.035887159989810805	0.0783995508211397	0.07156500136424171	0.03096865805399638	0.054742681170007114
498.449	0.06167078753715548	0.16879270134440424	0.031529670187874816	0.03534996764892186	0.07472023404704327	0.05715441730027955	0.03273179905361561	0.058980294547432956
499.3207	0.06182844837190963	0.1901077731472782	0.03156910145822043	0.03643662863721792	0.08197568313865677	0.047002670962899756	0.034494207844457336	0.06169390276660129
500.2279	0.06078716432063718	0.17997955648701214	0.031823830052665925	0.034280061801562484	0.08733562149944207	0.053856121476906695	0.03506392493231567	0.060518405832638664
501.1516	0.05403256210792681	0.14199748670915296	0.03216554524416138	0.033996028284579115	0.08635477712812072	0.15056082886153346	0.03371592556204162	0.05179446804106781
502.0204	0.04877622521138937	0.1077322703882312	0.032328252849066354	0.03335936260709017	0.10028935489523262	0.1509660863507998	0.037131604158460695	0.036015731663157295
502.9362	0.040921058161702224	0.09660530691097186	0.032056389594829836	0.032250316888874815	0.1277908819839234	0.18193948222751444	0.0521978629507543	0.033694049126262435
503.6804	0.03421506938804564	0.04677752573790296	0.03160784933314366	0.0335225352965194	0.11100691969412624	0.1613519887234048	0.05180977934403742	0.03246485559238407
504.647	0.038205490155170566	0.04242902011371531	0.031929347053154165	0.033478703029712814	0.08821054308058694	0.17374384299400011	0.046882650019345044	0.031056679384836222
505.566	0.041139369423042485	0.07603979253832267	0.03195193791634345	0.03468968008574135	0.08831813212036019	0.15373132713742071	0.031191646792733115	0.03385438029726923
506.4108	0.042798451352863656	0.07125919356708652	0.031854685544661934	0.03193246710473588	0.0841204984996108	0.13612113125383107	0.03822068907252353	0.03952127452244941
507.1808	0.04635677160366703	0.06906909089230742	0.03196143195007843	0.03396632034690377	0.0922725635531458	0.11098093949464659	0.04625053069973272	0.042204104318508295
508.0149	0.05982365058648858	0.10839651588180736	0.03189919088283797	0.03705852189887471	0.09445820971973665	0.08182469204823874	0.050045159264197024	0.054249289307825695
508.9181	0.06236512408338456	0.15797567590808276	0.03211782443604814	0.03883065647721203	0.10457227165160367	0.05081386097745368	0.048050512152265745	0.06340462454780349
509.7992	0.061727505450250394	0.16121587084357017	0.03173285480028376	0.03856118791328781	0.09145769077490368	0.0510860082148804	0.04186360332924362	0.06596604552358261
510.5244	0.057725610553275235	0.14911711657070068	0.0316642159363093	0.036700394864609485	0.07796680631791665	0.06340766790733049	0.03322262302005965	0.05969115993001286
511.4765	0.05703250996290741	0.11697106118374624	0.03177222293219395	0.036996226576380374	0.07828989043807996	0.13808067120777157	0.03254528815755493	0.05952779642520639
512.3891	0.05379025360100952	0.06993433148463296	0.03170745659652426	0.03357168738963623	0.08939200248788895	0.22364657779331656	0.029376928370944064	0.052695907548190556
513.2686	0.04170720447531793	0.05442471028432833	0.031592521900239874	0.03617086847736607	0.08240339937689796	0.2352182749825146	0.032211569024150344	0.04028682190291251
514.1138	0.03739496154249841	0.0611265042602944	0.03155378115148637	0.03293624406917282	0.08006043729983783	0.27519112164772835	0.030345229459426273	0.03206153614390202
515.0355	0.038937034883258705	0.09082009764318882	0.0315457088608915	0.03502769991465316	0.08593654928548948	0.24343414009816192	0.030644789500128618	0.03220733843348378
515.8962	0.03888975555265772	0.10221438333326618	0.03146603773351283	0.03249350065680572	0.09033258395042414	0.22148007028067093	0.03093728995116483	0.03210617058342466
516.7566	0.03657436027144673	0.10802603360730509	0.031822038391765894	0.03244225128341793	0.11015039897966551	0.17168235952012412	0.03070359997057849	0.04250622960066587
517.8688	0.04918165923820537	0.11165039633752029	0.03174572647400535	0.03471952895580091	0.08877442395007547	0.14435265564183175	0.0491716348646759	0.05624456444040913
518.7729	0.06323186869444428	0.1985809710207645	0.031864666809567364	0.037690614600123	0.07688806430503145	0.10918461267422629	0.04990445569723176	0.05558931704476686
519.6106	0.06741331710783738	0.23126856168969653	0.031901495156541566	0.03831783857413482	0.08472075764386353	0.08708332665258597	0.05372338431571499	0.05201772085442381
520.4553	0.05847648629920541	0.27780692787269673	0.03179291650075584	0.037503075418963645	0.08616089112052432	0.07247306456350837	0.038598075103449515	0.037027863655883134
521.3199	0.0660344895874623	0.23769675764384335	0.031962148777848885	0.037576381430208125	0.09229771100950145	0.045337562837775194	0.033220845779514674	0.049750366058638334
522.1821	0.06363452013182133	0.21110583350345186	0.03230377285420656	0.03717427617108459	0.09103015935069056	0.05311749141919666	0.033775334083152496	0.05449855767665858
523.0608	0.056714440993516836	0.16665305471063785	0.03254368457232001	0.03784354540645183	0.08851829720568365	0.12480594175866758	0.03296458184141878	0.05444221328392455
523.8611	0.04660155901825168	0.1447001720368579	0.032526838550880295	0.03747459208329302	0.09430948884185326	0.19519280589874172	0.02955214469623396	0.046516270769357736
524.7237	0.04317759472678021	0.12230357931148232	0.032438672294572084	0.03851852124807754	0.0975394219115636	0.19581903958053462	0.03550177882134011	0.04015247389961158
525.6658	0.03799477004389269	0.07844021496267689	0.032048590802224074	0.036908982857973206	0.09596346384586142	0.21549426471837138	0.04238981673586628	0.03336694691568101
526.5235	0.034829255342245555	0.04180422638912132	0.03177129544832254	0.03558934140653963	0.0860769974992228	0.18895612219578728	0.04208185400620968	0.0318709590493797
527.3983	0.030624998091332782	0.05328329706899243	0.03149291171992462	0.03638395858069008	0.08900276429300491	0.21848037757579078	0.054913936440195016	0.031827741391459045
528.3141	0.03450992314110972	0.060775854713645036	0.031517528844847945	0.03423789379772762	0.11035704511198821	0.21440290792740824	0.04128915973293598	0.03926104727373837
529.0014	0.04752046457970316	0.06971859455357764	0.03180579099564151	0.03578628151774237	0.11363394066115726	0.2033439279742826	0.042543862965995154	0.04003232524225841
530.1447	0.050156250039918596	0.11091189919163913	0.03181551768753099	0.03563960122520096	0.10981412736244164	0.18148297089567983	0.03354369513478959	0.045607947678115185
531.0503	0.050071927910444125	0.12439241117678473	0.03182982617660729	0.03470050953528141	0.10950072776825927	0.14274303797146357	0.030385172838623256	0.047842416460834224
531.7678	0.04398630313968406	0.14734547257830394	0.031758102589831985	0.03408556556050599	0.11445226443179184	0.07299126721433893	0.0292932162280321	0.04695522960551511
532.6235	0.04018180103501823	0.14469014597274849	0.03180722037320195	0.033658188920498565	0.11990010350484819	0.04625978534431847	0.031116071574737326	0.05565816486829931
533.4938	0.039951219878702565	0.1262110973890587	0.03190899484090969	0.03446439535923838	0.10045377233358428	0.05837319774182366	0.034357357937738	0.056159671799323824
534.4167	0.039600227030585244	0.09459176113574996	0.03173926382238547	0.03528677969010964	0.09606038169744482	0.05760305021796836	0.04124205449934028	0.0499485758396748
535.0662	0.039289624480721146	0.0773080865186982	0.03163070760733305	0.03443330756654601	0.09416220034758548	0.10709895605074704	0.04231426649870251	0.03517509698252792
535.8317	0.034376236648310916	0.045780243087965355	0.03168713053885022	0.03489353340177711	0.09599882929786606	0.1711528076783844	0.04066166838172685	0.03184938032806295
536.7866	0.031114422851318276	0.0344559005035485	0.03157393638784629	0.03610141189372272	0.10318291219202376	0.1939728663058985	0.036904203323192476	0.032789786214237865
537.7818	0.03286235201212046	0.06592482999199717	0.03233652109826405	0.03620101902075876	0.09813054438783994	0.16417183139120636	0.03650617179133936	0.033652495277414554
538.636	0.029325801306359898	0.07067284941195495	0.03263349599101603	0.03593330657932493	0.09694533148967263	0.14416783675922465	0.03928019734327228	0.038681233750837
539.5911	0.03448220761937785	0.11586610926927356	0.03274812979130605	0.034409850659863614	0.10805408726786887	0.12486406018049256	0.030110886123252342	0.04115365161739259
540.4669	0.04247600038880365	0.1583903282045983	0.032045475445273884	0.03460909459247514	0.10811288004396416	0.11599429631174048	0.03128585012117984	0.04484453649069433
541.3606	0.04620953034717729	0.20662598273864868	0.0316783829395097	0.036050386973828626	0.1130018187921398	0.11012953126332524	0.0284684686816523	0.04962633492196472
542.2471	0.04992917113013882	0.19981046402641303	0.032211544608805966	0.03781836979402898	0.12017080123449471	0.07397954910085844	0.02877230537689977	0.05333068502124559
543.1149	0.051927965155871225	0.20899465630158762	0.03226639335684102	0.039327368274771894	0.1297086806503397	0.09849304425387845	0.02844360063244931	0.05330328645828161
544.0147	0.0636999303102574	0.17674941968482288	0.03301090525848731	0.04172290580037093	0.12338602791813554	0.11272924727485784	0.02845186462128229	0.05365073419924724
544.9539	0.063763136353535	0.14892516403384493	0.032168713622217154	0.044755827428049004	0.14529228449009424	0.1385260145628966	0.02844103054523797	0.05088065410360089
545.7288	0.05736845632204115	0.1262972936232704	0.03254538361030823	0.043906812187114334	0.13906142586148373	0.16331190456117523	0.029077125715876763	0.045805755235920086
546.5636	0.04035316116309303	0.11645655407319797	0.03203666813609742	0.04016669732923431	0.13352553134677533	0.22481938071238317	0.0333350338077694	0.041640181334554806
547.467	0.03473339533526772	0.0920101509858405	0.031964571907826436	0.03696991797762653	0.12208475274327232	0.21390909663830993	0.03275859931744847	0.03300020214174896
548.3026	0.03370768933433429	0.05853290434509345	0.03159875834789072	0.03564749014289377	0.1054325077173007	0.22518676637689855	0.03655826268447302	0.03437391700206724
549.206	0.03722299765334072	0.03512902333034297	0.03163273269057383	0.03627902244269465	0.11601367866910811	0.21491681245428743	0.02953612888416725	0.031504614516856766
549.9297	0.03714843762913403	0.06682592286367746	0.03181484072193632	0.037844238075615884	0.13735290315479684	0.2134560359981222	0.028511396802647648	0.04535989223836995
550.8551	0.03829868438177003	0.06993838801195287	0.03259177354633749	0.03815619108384638	0.1694095887812877	0.18864077713552352	0.03108150395170988	0.045888485082285685
551.7335	0.038740183679092585	0.07028902228033672	0.03238579798349145	0.03804565194099031	0.1629901903515407	0.1014663957301491	0.031137336001611768	0.045494670433402655
552.6573	0.03733711971302835	0.08984395210773442	0.03232949519814365	0.03746137467996537	0.15357619266655015	0.1354803279258596	0.030924825293912113	0.03993320398051064
553.5125	0.03643673103023923	0.09598929666008103	0.032072557337921435	0.037790948248940096	0.12833624776840516	0.09395960957893998	0.04040771814251997	0.04440857041944317
554.4344	0.036837498893300256	0.13530007455686574	0.03169879523538629	0.03850149963002618	0.11685369633751305	0.06637305290838971	0.038944315694845556	0.05903186233083832
555.3676	0.03702861395257991	0.14807383046282332	0.031774816375316914	0.038889849306941296	0.12012177446508875	0.07144130785458462	0.03689087628140432	0.06603691462150625
556.2071	0.03430071232682839	0.14056167825585628	0.03306047338994062	0.0386396417390284	0.1333278634010046	0.12610456831226186	0.028484202278616186	0.062189330821854114
557.213	0.031000106785365515	0.09817631023804096	0.033469272103385794	0.037277613771006815	0.13535410909845622	0.14197453590160475	0.031250679057033694	0.04984632262185419
558.0638	0.02966621534664953	0.050493479720336173	0.03314013289406198	0.03561299128040427	0.11503015864321872	0.14971369913049049	0.03642854234714373	0.03927349528771218
558.9236	0.02783977542778976	0.031316595443333824	0.032501173808553475	0.035764505588673556	0.11312680081395388	0.13217121898782186	0.036744091311439506	0.03458846144896871
559.7828	0.02827438170924172	0.05107458348539813	0.031886026349291274	0.037298976679542344	0.12045398019628044	0.1376920462747089	0.03387398614827026	0.03413118118297088
560.7334	0.03519658847613513	0.09426579058126576	0.03180296636682221	0.03903796115376385	0.13743167916026602	0.12788765412999775	0.0300168297300373	0.03158104068178546
561.5694	0.0463002823580534	0.10882472736658602	0.03255087344019806	0.04042626582770586	0.14504550975062397	0.12359487813946317	0.030068918958802253	0.030583855545228696
562.2064	0.05483138225311224	0.12551845581139437	0.03291109612027362	0.04399075614151335	0.14786545650760088	0.10917117741016921	0.029891186575353588	0.03125196614054539
563.1314	0.05576647717815351	0.13002798003322819	0.032801580021912996	0.046754189268912894	0.12721072466340128	0.08268782745500167	0.030558136095015107	0.03601441038517037
564.0021	0.04596856387763776	0.13915084100452182	0.03221284212231626	0.046306876905632836	0.12873874654128162	0.08163231958011291	0.031702997036446	0.03702415068425959
564.7773	0.03509976066369335	0.13602328744802059	0.03185873017155674	0.04341096753395027	0.12761617845537923	0.12891551013606362	0.030750441252091823	0.03756432438873244
565.68	0.03368903256962198	0.1365236103105362	0.03195358441273825	0.0409530549582294	0.130385951074082	0.18611606595443364	0.029601292933752705	0.03720068702915295
566.4918	0.029452486924609306	0.10599941004658185	0.03279600713595688	0.037272890211381055	0.13949846490933562	0.18257246947152833	0.029801910131053135	0.036276397024841846
567.4345	0.031517352688464714	0.07821313801499997	0.03236780415495319	0.038898010846962275	0.14829696785596364	0.2060265036046732	0.03430124321923049	0.03130810862199939
568.4926	0.029515930131518518	0.06671371771108373	0.032193982183469756	0.04001585326564215	0.13318846157454986	0.2027112502714881	0.03378102292796084	0.03128253897574624
569.3749	0.030151023878041593	0.053399305517235506	0.03191495648013657	0.037941759475029244	0.12869417372149136	0.2582920146067835	0.04196490173870352	0.03737455795835311
570.2982	0.02895763298003765	0.05815794970185564	0.0318611532059732	0.03732481028185366	0.13167830687750123	0.2523952069453173	0.03328264832423526	0.04625444992119142
571.2217	0.03301567641025018	0.06841442783975263	0.0317105531217994	0.03790628572712307	0.1279230156432446	0.23127833539878742	0.037786820073107644	0.050071771760647435
572.0849	0.033083821975315994	0.07336483038586049	0.03194967431858558	0.038420032106006315	0.14374098857863032	0.15244397829053993	0.031068221362113537	0.052737342019938335
572.9317	0.03263253488176518	0.0693697091349167	0.032066358039968795	0.03863339085096608	0.14265993897072574	0.11456418566299227	0.030736971235576824	0.050748564178229996
573.8884	0.03199960372379884	0.10198972796517303	0.03254951228083798	0.03892475827041227	0.13780324503766292	0.10416415706258424	0.028761988189614913	0.04219654441306293
574.712	0.0344974162676413	0.11296259948697356	0.03235063927439631	0.03902705727185669	0.12399174500932846	0.09368401017108552	0.028524427061664318	0.04069904763969481
575.4513	0.034250032096978515	0.11390238835935512	0.03221863754578391	0.03879472702575811	0.13284965197451673	0.0943638839035898	0.028596615643975636	0.044397913537443434
576.2997	0.03233031072715166	0.09432900417827898	0.03202342071380216	0.03832485949783419	0.13595480671880758	0.10248114310437258	0.029847649780310802	0.049408593088866574
577.0785	0.029612082752387813	0.08471932901941244	0.031864260870073366	0.03781907465385065	0.1395753404646393	0.13372954785497368	0.028567043813323454	0.04954324033291724
577.9273	0.02877595033887475	0.08044753786308435	0.03170544556886722	0.03720067396555657	0.13778916049913098	0.1428226716313558	0.02912876281746129	0.047195062779541865
578.6759	0.030818620367018535	0.07829562885468093	0.03207631952069738	0.03753431136973242	0.13403158051895167	0.16588874039735332	0.030651496780937346	0.04072824904228226
579.7413	0.03188424651430818	0.08921795561821086	0.03180729040385303	0.03888648765791896	0.12224101423024646	0.17038586773131917	0.03857772150588886	0.03802653443643412
580.674	0.032637967145876974	0.08105107242352554	0.031850327480463105	0.03860894431210898	0.11548425505062632	0.15648077415893555	0.038653151731799826	0.03664887605653143
581.7068	0.029852544064553805	0.09839628856915247	0.03153754478519158	0.03774338157232738	0.11897986592296896	0.12117146826088723	0.03358164163027923	0.034495705956888084
582.6958	0.02893453811172396	0.09422640186474877	0.031627964635204266	0.03739738667679301	0.11632833300973029	0.10241062452948962	0.028323029293253227	0.03382764023668912
583.7272	0.02953934860410871	0.09612266538981079	0.03183148834429298	0.04329752867587561	0.10994185302119733	0.09352533146593968	0.028400865975599727	0.03203930132917422
584.5816	0.034561956953082784	0.11491096590888288	0.03183799967010536	0.044791022657953754	0.11421215591743782	0.04006362810109407	0.028392996813362922	0.03816144300309089
585.4787	0.03947537527030341	0.13369019036322005	0.03189967101250003	0.04715252800772586	0.11540108853031941	0.054963557726181694	0.0297772523903761	0.040957226136917685
586.3541	0.04212015949261544	0.12570220856264017	0.03174876809631728	0.04199478498464236	0.11024923836117428	0.09646668477929322	0.029742013794101626	0.04199225581683245
587.0949	0.04023361449928787	0.11805730140774845	0.03180829161014247	0.038790211531052096	0.10793147283209396	0.11174964218051402	0.030911315281891567	0.03939845751301695
587.8675	0.0334566783578929	0.10716342660156951	0.03206949136128278	0.03721971904237261	0.10742691407058556	0.13675900116598225	0.029270810989448455	0.036871828636743896
588.5458	0.028993379604002587	0.05834147034791286	0.03209048649180646	0.03548293540803148	0.11963477957991282	0.1851137938976699	0.03016564557380902	0.03306498917540215
589.3512	0.0286471597305271	0.032498698994732414	0.03202647286378916	0.035639985860859466	0.1203408631994802	0.182235902173168	0.03026271801196174	0.030759505638595183
590.2033	0.02932110380226711	0.03492477945673181	0.03202758675745018	0.038243489400565274	0.1051576623798018	0.18094885957174767	0.030388623179808037	0.033398752251681416
591.214	0.030451500020266205	0.04034035570176758	0.03204338074896622	0.038772391581378796	0.10440326204409943	0.18187734064001376	0.03083025684839382	0.03240753126925228
592.1276	0.03159553629673192	0.07000940620105213	0.031898264186846235	0.03799453781062491	0.09979579667965578	0.19478531183686706	0.03167085858504678	0.035488072707932534
593.0589	0.03353312097200025	0.1196205280378805	0.03160222898045712	0.037681024740459555	0.10746096593527842	0.16924715404542587	0.028764262720207715	0.03434836337685416
594.0482	0.042517868578043023	0.13640833118401927	0.031681628069852086	0.03797162964899267	0.1040873693279254	0.12544829533649582	0.029851093838229224	0.04282789251940641
594.9364	0.044943483370310726	0.16531670087927186	0.03199905824048343	0.03847242193610589	0.10038377149565217	0.08324668085730817	0.033505408059279596	0.04861790940840658
595.8701	0.04690408113669092	0.1623969406639639	0.03168196800887695	0.038909235856461555	0.09715041369066031	0.07089572810168648	0.042181138619997616	0.049997666722336825
596.9227	0.04852402977594186	0.17698251144316932	0.0318457634052381	0.04034876249473448	0.11036566997629096	0.07978246457309174	0.04676519325860905	0.04566754648059522
597.7346	0.04742628130652144	0.15530278736748684	0.03264968174315539	0.03981921555965681	0.12152305505331443	0.10377180670448674	0.04675387598470856	0.040722344524272015
598.451	0.0399839585653684	0.1443910957774008	0.03229476033353005	0.03854386681441216	0.11536888813878884	0.15660877949668078	0.04079433390796742	0.03874246920360221
599.2356	0.037177331268386515	0.11440079740482482	0.032281628285925054	0.0368337396530272	0.10834708154150355	0.1732633488029239	0.02920672613804271	0.03690922665095726
600.0545	0.04233630736792807	0.08210890871112377	0.0331086587423465	0.036369850486009464	0.09989630956284823	0.2176058209733554	0.028648376120495513	0.034465736648376565
600.9433	0.04221398736840157	0.05534703070275015	0.03269786808578249	0.0385073279588269	0.08803717497326569	0.21146106751458782	0.03746739729794528	0.04044186168826103
601.7169	0.03658667667905621	0.03042079460139702	0.03268793823471921	0.03888494670651549	0.08646782830921708	0.19440636246066315	0.034533912594999695	0.044655775132774446
602.5322	0.03349686801174489	0.03171187746129432	0.03217504907044016	0.03824872442227325	0.10139286408456928	0.14436064151017525	0.04197792134900893	0.042844732981714144
