Time,Crotyl Alcohol Concentration Relative to CO,(E) 2-Butenal (Crotonaldehyde Concentration Relative to CO,Ethanol Concentration Relative to CO,H2O Concentration Relative to CO,Acetaldehyde Concentration Relative to CO,Ethylene (Ethene) Concentration Relative to CO,CO Concentration Relative to CO,CO2 Concentration Relative to CO,H2 Concentration Relative to CO
176.8481,0.0004099027218596,0.0023681554389677,8.665720721716729e-06,0.0029208064202579,0.0113861357151996,0.0033882180089795,0.030656061578901054,0.015777265383922254,0.008813714399905003
176.8945,0.0004087814186028,0.0023713092206404,8.673847270206326e-06,0.0029229093371436,0.0115223390990354,0.0033878783984134,0.030653014233444503,0.0157658042000781,0.008813959599838368
176.8788,0.0004091608250927,0.0023702421005486,8.671097554445844e-06,0.0029221977898353,0.0114762530402807,0.0033879933097472,0.030654045339558032,0.01576968222995642,0.008813876633481606
176.7941,0.0004112076868567,0.0023644850896073,8.656263100629702e-06,0.0029183590600892,0.0112276231564252,0.0033886132454141,0.030659608058527223,0.015790603830637403,0.008813429037913588
176.7974,0.0004111279389958,0.0023647093887349,8.656841066362799e-06,0.0029185086209884,0.011237310035017,0.0033885890920764,0.030659391329216728,0.015789788703338147,0.008813446476701955
176.8505,0.0004098447234152,0.002368318565606,8.666141060431712e-06,0.002920915191821,0.0113931807178119,0.0033882004429157,0.030655903957584343,0.015776672564068242,0.008813727082660178
176.9009,0.0004086267560846,0.002371744225009,8.674968173446272e-06,0.0029231993946451,0.011541125772668,0.0033878315555767,0.03065259390993325,0.01576422334713409,0.00881399342051883
176.9665,0.0004070414652732,0.0023762030197877,8.686457431655701e-06,0.0029261724840353,0.0117336891774012,0.0033873514165006,0.030648285593942958,0.015748019604457927,0.008814340082493589
176.9055,0.0004085155923996,0.002372056884399,8.675773822649981e-06,0.0029234078734743,0.0115546286943413,0.0033877978872879,0.03065229180240954,0.015763087109080552,0.008814017729132916
176.8099,0.0004108258637649,0.0023655590066424,8.659030330503316e-06,0.002919075139546,0.0112740027569555,0.003388497602161,0.03065857038485882,0.015786701099931844,0.008813512532718485
176.8533,0.0004097770585635,0.0023685088800172,8.666631455599186e-06,0.0029210420919779,0.011401399887526,0.0033881799491747,0.030655720066048164,0.015775980940905227,0.00881374187920788
176.9335,0.0004078389438826,0.0023739600285118,8.68067777432474e-06,0.0029246768750433,0.0116368203914836,0.0033875929498773,0.03065045288704784,0.0157561708774505,0.008814165694609945
176.881,0.000409107659852,0.0023703916333003,8.67148286493457e-06,0.0029222974971014,0.0114827109593417,0.0033879772075221,0.030653900853351054,0.015769138811756934,0.008813888259340513
176.8105,0.0004108113641539,0.0023655997883019,8.65913541518206e-06,0.0029191023324367,0.0112757640076085,0.0033884932106451,0.030658530979529648,0.015786552894968386,0.008813515703407278
176.8207,0.0004105648707655,0.0023662930765145,8.66092185472072e-06,0.0029195646115797,0.0113057052687104,0.0033884185548741,0.030657861088933584,0.01578403341058882,0.008813569605116768
176.7429,0.0004124449870021,0.0023610050546581,8.647295874710148e-06,0.0029160386000773,0.0110773297673649,0.0033889879881077,0.030662970646617226,0.01580325065418961,0.008813158472469875
176.7739,0.0004116958404297,0.0023631121070687,8.652725249778626e-06,0.0029174435661001,0.0111683277177725,0.0033887610931174,0.030660934704609594,0.015795593397741982,0.008813322291390875
176.8874,0.0004089529973339,0.0023708266376689,8.672603768174521e-06,0.0029225875546029,0.0115014976329744,0.0033879303646854,0.03065348052983979,0.01576755795881285,0.00881392208002098
176.8942,0.0004087886684083,0.0023712888298106,8.673794727866957e-06,0.0029228957406982,0.0115214584737089,0.0033878805941714,0.030653033936109093,0.015765878302559905,0.008813958014493972
176.8326,0.0004102772951458,0.0023671019127624,8.663006034182494e-06,0.0029201039372465,0.0113406367399959,0.0033883314564746,0.030657079549904855,0.015781094012146054,0.008813632490444505
176.8189,0.0004106083695988,0.0023661707315358,8.66060660068449e-06,0.0029194830329074,0.0113004215167513,0.0033884317294219,0.03065797930492112,0.015784478025479335,0.008813560093050388
176.8509,0.0004098350570079,0.002368345753379,8.666211116884206e-06,0.0029209333204148,0.0113943548849139,0.0033881975152384,0.03065587768736488,0.015776573760759232,0.008813729196452708
176.8443,0.0004099945527297,0.0023678971551238,8.665055185418017e-06,0.0029206341986164,0.0113749811277304,0.0033882458219138,0.030656311145985864,0.01577820401535774,0.008813694318875978
176.9281,0.0004079694403823,0.0023735929935758,8.679732012216033e-06,0.0029244321390264,0.0116209691356061,0.0033876324735208,0.03065080753501045,0.015757504722122045,0.008814137158410803
176.9268,0.0004080008562063,0.0023735046333134,8.679504328745418e-06,0.0029243732210964,0.0116171530925245,0.003387641988472,0.03065089291322368,0.01575782583287627,0.008814130288585085
176.8664,0.0004094604837216,0.0023693992795843,8.668925804418448e-06,0.0029216358034262,0.0114398538601177,0.0033880840677433,0.030654859716361067,0.015772745132535404,0.008813811105913205
176.914,0.0004083101812427,0.0023726346245761,8.677262522265531e-06,0.0029237931060934,0.0115795797452595,0.0033877356741454,0.030651733560246162,0.015760987538764287,0.008814062647224157
176.883,0.0004090593278151,0.0023705275721655,8.671833147197056e-06,0.0029223881400707,0.011488581794852,0.0033879625691356,0.030653769502253778,0.015768644795211895,0.008813898828303158
176.9234,0.0004080830206691,0.0023732735372426,8.678908848899199e-06,0.0029242191280487,0.0116071726721573,0.003387666873729,0.030651116210089008,0.015758665661002747,0.008814112321348587
176.8343,0.0004102362129144,0.0023672174607978,8.663303774105603e-06,0.0029201809837703,0.0113456269501795,0.0033883190138461,0.030656967901472182,0.015780674098082818,0.008813641474062753
176.8869,0.0004089650803431,0.0023707926529526,8.672516197608896e-06,0.0029225648938606,0.0115000299240968,0.003387934024282,0.0306535133676141,0.015767681462949098,0.008813919437780317
176.8666,0.0004094556505179,0.0023694128734708,8.668960832644695e-06,0.0029216448677231,0.0114404409436686,0.0033880826039047,0.03065484658125136,0.015772695730880984,0.00881381216280947
176.8004,0.0004110554409404,0.0023649132970327,8.65736648975652e-06,0.0029186445854422,0.0112461162882822,0.0033885671344968,0.03065919430257084,0.015789047678520678,0.00881346233014592
176.889,0.0004089143317043,0.0023709353887611,8.672883993984503e-06,0.0029226600689783,0.0115061943013824,0.0033879186539762,0.030653375448961993,0.01576716274557689,0.008813930535191096
177.0114,0.0004059564110441,0.0023792548473114,8.694321268448436e-06,0.0029282074186941,0.0118654894346045,0.0033870227847244,0.030645336761809337,0.0157369289330225,0.008814577355704968
176.8458,0.000409958303702,0.0023679991092727,8.665317897114878e-06,0.0029207021808433,0.0113793842543629,0.0033882348431239,0.030656212632662917,0.015777833502949028,0.008813702245597962
176.9231,0.0004080902704746,0.0023732531464128,8.67885630655983e-06,0.0029242055316034,0.0116062920468307,0.003387669069487,0.03065113591275361,0.015758739763484544,0.008814110736004192
176.9848,0.0004065992271353,0.0023774468604042,8.689662514357418e-06,0.0029270018672036,0.0117874073223193,0.0033872174752644,0.03064708373140298,0.015743499353071084,0.008814436788501792
177.0193,0.0004057654994983,0.002379791805829,8.695704883385238e-06,0.0029285654584225,0.0118886792348696,0.0033869649630979,0.03064481792497515,0.015734977567669728,0.008814619103107414
177.032,0.0004054585910637,0.002380655017623,8.69792917575201e-06,0.002929141041277,0.0119259590403591,0.0033868720093438,0.03064398384550751,0.015731840562608977,0.00881468621602021
176.9611,0.000407171961773,0.0023758359848516,8.685511669546995e-06,0.0029259277480184,0.0117178379215239,0.0033873909401441,0.030648640241905556,0.01574935344912937,0.008814311546294447
176.8494,0.0004098713060356,0.0023682437992301,8.665948405187346e-06,0.0029208653381879,0.0113899517582812,0.0033882084940283,0.03065597620068783,0.015776944273168024,0.008813721269730722
176.9185,0.0004082014341596,0.0023729404870228,8.678050657356116e-06,0.0029239970527742,0.0115927891251574,0.0033877027377758,0.030651438020277318,0.015759876001538,0.008814086427390106
