Temp,Acetaldehyde Concentration(bar),(E) 2-Butenal (Crotonaldehyde Concentration(bar),CO Concentration(bar),CO2 Concentration(bar),Ethylene (Ethene) Concentration(bar),Ethanol Concentration(bar),Crotyl Alcohol Concentration(bar),H2 Concentration(bar),H2O Concentration(bar)
176.7845,0.011199443145976503,0.0023638325830543537,0.030660238543794096,0.01579297511005345,0.0033886835096692057,8.65458174576979e-06,0.0004114396806340173,0.008813378306892891,0.0029179239738370095
176.8007,0.011246996913608857,0.0023649336878624866,0.03065917459990624,0.01578897357603887,0.003388564938738816,8.657419032095894e-06,0.000411048191134875,0.008813463915490318,0.0029186581818876275
176.9141,0.011579873287035025,0.0023726414215194183,0.030651726992691305,0.015760962837937053,0.0033877349422261034,8.677280036378657e-06,0.00040830776464088225,0.008814063175672288,0.002923797638241953
176.8142,0.011286625053302404,0.002365851275202596,0.030658287979999713,0.015785638964360107,0.003388466129630163,8.659783437367653e-06,0.00041072194988559045,0.00881353525598817,0.00291927002192981
176.7997,0.011244061495853658,0.0023648657184298857,0.030659240275454882,0.01578922058431145,0.00338857225793206,8.657243890964652e-06,0.0004110723571533412,0.008813458631008995,0.002918612860403021
176.7839,0.011197681895323322,0.002363791801394792,0.030660277949123283,0.01579312331501698,0.0033886879011851534,8.654476661091037e-06,0.0004114541802450969,0.0088133751362041,0.0029178967809462453
176.8388,0.011358836330077332,0.0023675233232445764,0.03065667236150335,0.01577956256085656,0.0033882860774766153,8.664091909196186e-06,0.00041012746583133817,0.008813665254228704,0.002920384930451117
176.9101,0.011568131616014722,0.002372369543789017,0.03065198969488584,0.01576195087102707,0.003387764218999044,8.676579471853691e-06,0.0004084044287147442,0.008814042037747,0.002923616352303529
177.0272,0.011911869035134772,0.002380328764346572,0.030644299088140953,0.015733026202316966,0.0033869071414713583,8.697088498322047e-06,0.000405574587952429,0.008814660850509864,0.002928923498150897
177.0201,0.011891027569073783,0.0023798461813751073,0.030644765384536237,0.01573477996105172,0.003386959107743314,8.695844996290235e-06,0.00040574616668353396,0.008814623330692476,0.0029286017156101964
176.969,0.01174102772178902,0.0023763729433692042,0.030648121405071373,0.01574740208377664,0.0033873331185175666,8.686895284483802e-06,0.0004069810502271236,0.008814353293696895,0.0029262857877468246
177.0026,0.011839657758359844,0.002378656716304592,0.030645914706637307,0.015739102605820513,0.0033870871936249073,8.692780026493511e-06,0.0004061690720066813,0.00881453085226933,0.0029278085896295883
176.9059,0.011555802861443372,0.0023720840721720934,0.030652265532190092,0.015762988305771587,0.003387794959610629,8.67584387910248e-06,0.0004085059259922999,0.008814019842925444,0.002923426002068185
176.8848,0.011493865546811248,0.0023706499171442168,0.03065365128626623,0.015768200180321355,0.0033879493945878536,8.672148401233289e-06,0.00040901582898192254,0.00881390834036954,0.0029224697187429966
176.8855,0.011495920339239792,0.002370697495747037,0.030653605313382182,0.015768027274530614,0.0033879442711525916,8.672271000025156e-06,0.0004089989127689964,0.008813912039506464,0.0029225014437822203
176.9602,0.011715196045544319,0.0023757748123623156,0.030648699349899326,0.015749575756574662,0.0033873975274180254,8.685354042528878e-06,0.0004071937111896209,0.008814306790261257,0.0029258869586822923
177.023,0.011899540280563416,0.0023800432927296483,0.030644574925445207,0.015734063637061497,0.0033869378820829466,8.69635290557083e-06,0.00040567608522998393,0.00881463865568831,0.002928733147915553
176.9497,0.011684374159115983,0.0023750611333200086,0.030649388943159973,0.015752169343435964,0.0033874743789469807,8.683515060650849e-06,0.00040744745438350886,0.00881425130320737,0.0029254110830939295
176.8147,0.01128809276217988,0.0023658852599188966,0.030658255142225404,0.01578551546022386,0.0033884624700335486,8.65987100793327e-06,0.000410709866876358,0.008813537898228833,0.002919292682672111
176.8542,0.011404041763505656,0.0023685700525066297,0.030655660958054397,0.015775758633459973,0.0033881733619008127,8.666789082617305e-06,0.00040975530914696913,0.00881374663524107,0.0029210828813140506
176.9009,0.011541125772668012,0.002371744225009089,0.03065259390993325,0.01576422334713409,0.0033878315555767925,8.674968173446272e-06,0.00040862675608462735,0.00881399342051883,0.0029231993946451543
176.9337,0.011637407475034597,0.002373973622398394,0.0306504397519381,0.015756121475796008,0.0033875914860387268,8.680712802550984e-06,0.0004078341106789576,0.008814166751506211,0.0029246859393402313
176.8691,0.011447779488056397,0.0023695827970523823,0.03065468239237976,0.015772078210199696,0.0033880643059216275,8.669398685472798e-06,0.00040939523547183176,0.008813825374012776,0.002921758171434681
176.9353,0.011642104143442843,0.002374082373490557,0.030650334671060275,0.01575572626255998,0.003387579775329546,8.680993028360973e-06,0.0004077954450494125,0.008814175206676326,0.002924758453715602
176.9734,0.01175394355991144,0.0023766720088726472,0.030647832432657382,0.015746315247377594,0.0033873009140673346,8.687665905461267e-06,0.0004068747197458758,0.008814376545414714,0.002926485202279093
176.9555,0.011701399582095477,0.0023754553560290936,0.0306490080249779,0.015750736695455403,0.003387431927626218,8.684530879212047e-06,0.0004073072914764089,0.00881428195319904,0.0029256739477046445
176.8202,0.011304237559832824,0.002366259091798203,0.030657893926707914,0.015784156914725112,0.0033884222144707687,8.6608342841551e-06,0.0004105769537747975,0.008813566962876105,0.002919541950837445
176.9251,0.011612162882340946,0.002373389085278027,0.03065100456165635,0.015758245746939507,0.0033876544311005306,8.679206588822309e-06,0.00040804193843776184,0.008814121304966836,0.002924296174572619
176.8746,0.011463924285709234,0.002369956628931686,0.0306543211768623,0.01577071966470095,0.0033880240503588494,8.670361961694623e-06,0.0004092623223702719,0.00881385443866005,0.0029220074396000134
177.0054,0.011847876928074002,0.0023788470307158733,0.030645730815101146,0.015738410982657564,0.003387066699883866,8.693270421660987e-06,0.00040610140715497767,0.008814545648817033,0.0029279354897864857
177.0023,0.011838777133033192,0.002378636325474811,0.030645934409301905,0.015739176708302317,0.0033870893893828834,8.692727484154137e-06,0.00040617632181222147,0.008814529266924933,0.0029277949931842072
177.0163,0.01187987298160444,0.0023795878975312237,0.030645014951621044,0.015735718592487236,0.0033869869206776012,8.695179459991518e-06,0.00040583799755370293,0.008814603249663449,0.0029284294939686925
177.1247,0.01218857400964706,0.0023874985821551497,0.030638664627970144,0.015713138712439904,0.003387042463294727,8.714002307107982e-06,0.0004032885936743061,0.008815265201691253,0.0029331866962247354
177.248,0.012483620883827073,0.002399701792611465,0.030635981743822486,0.01571223104081701,0.0033921185694869016,8.73445316669972e-06,0.00040080324455404236,0.008816544352815868,0.002937678715477781
177.2921,0.012589148597949863,0.002404066444526499,0.030635022172120052,0.01571190639914168,0.003393934111117681,8.741767707721587e-06,0.0003999143240657721,0.00881700185942248,0.0029392853501011337
177.5623,0.013235715227336964,0.002430808597529712,0.0306291428915305,0.015709917324749967,0.0034050579058713176,8.786583784458719e-06,0.0003944679223439938,0.008819804995139194,0.0029491291749362734
177.7207,0.01370316999160723,0.002426090333642569,0.030607854307876884,0.01561848380702288,0.00339890850490902,8.79834744549237e-06,0.0003941568583556765,0.008816959208425986,0.002959023561365306
177.9972,0.014406405210207977,0.002443861535305412,0.030593444663203538,0.0155739843928413,0.0034043311435785328,8.837383088685411e-06,0.0003899391321962241,0.00881771593406354,0.0029710367531768323
178.29,0.014806494695816057,0.0024799610889450967,0.030596353228447705,0.015661928270570818,0.003438831325518387,8.889238271335732e-06,0.00038815853614678896,0.008824329335678126,0.0029763057651180556
178.6543,0.015936937549947853,0.0024603752514220094,0.03053935380570626,0.01539465169476155,0.0034066333870273924,8.927662133644032e-06,0.00038593020664853654,0.008829999861497606,0.0029994742069015235
179.0592,0.016585947693467995,0.0024996855822160863,0.030513534008905968,0.015457421848024996,0.0034405917708993047,9.050342713968093e-06,0.00037703904551749463,0.008831705331314929,0.0030052845474223566
179.3064,0.017146170066904914,0.002513918237035758,0.030497351983447683,0.015424692664932264,0.003447446563319643,9.093665220290308e-06,0.0003736871874979472,0.008833823314106,0.003014453617762028
179.7101,0.018419296423656917,0.0024944575688824223,0.030421683719153894,0.015094885323459482,0.003380130768205911,9.12269315650649e-06,0.00038024695253002804,0.008823458812858636,0.0030300910995357537
180.1774,0.018564126425490764,0.0025646255056234295,0.030474130718436614,0.015487246076669792,0.0034342413960152473,9.319967099908926e-06,0.0003517868106358489,0.008824041388471234,0.003042617608783692
180.5681,0.019373761971297126,0.0025872870941303053,0.03045322125066991,0.015460113884632972,0.003440201872327003,9.398467973792629e-06,0.00034510171576212893,0.008825091227112364,0.003056548818776637
180.8962,0.02077602552162066,0.002537106517420837,0.03036008910272694,0.01491352911821993,0.003342054555054334,9.149375113458385e-06,0.00037496900222405363,0.00883157567666702,0.003067465327069506
181.384,0.02073212571165937,0.0025975229720367494,0.030408425499842174,0.01536531300095782,0.003409308305134026,9.357076678345953e-06,0.00034826186028288523,0.008842095543130807,0.0030733985086435884
181.8506,0.021975100966949837,0.002551991560345589,0.03034416339860019,0.01502825532716682,0.0033288610339812833,9.221694168717568e-06,0.0003780331879170098,0.008826792106968061,0.0030932520267292303
182.297,0.022893988630154787,0.0025670023050971373,0.03031630912261912,0.014963530178792827,0.0033227071883204316,9.268387261029942e-06,0.00037583955556832235,0.008827796086369678,0.003108276784550417
182.8438,0.022809129582662683,0.002617212053959757,0.030386021917735474,0.015413432247752904,0.003422062438678845,9.551657931162578e-06,0.0003536101222008743,0.008803692925436063,0.003117258350011324
183.2631,0.023649047930237574,0.002598022822223753,0.030316492720084392,0.01516396223077052,0.00337896976177889,9.412243483377382e-06,0.00038608729649922634,0.008812794227751813,0.003128412815018647
183.6243,0.02339927700071721,0.0026494607625678675,0.03036934856681306,0.015449580248150992,0.0034385546046904886,9.69207304528112e-06,0.0003317119407549799,0.00881705629355359,0.0031300134153695405
184.0933,0.02543200166713399,0.0027124516332784634,0.030317156900581267,0.015335161186007569,0.0034537709780082236,9.806674123325513e-06,0.0003259369325002362,0.00882759901677648,0.003163820043317714
184.5898,0.026477248786186413,0.0026856806842981127,0.03022963171227467,0.014907115798162417,0.00340836820338993,9.611501992596119e-06,0.00035453783793466673,0.008836324460795228,0.003167284249582277
185.0357,0.025763078462524906,0.002730223714974861,0.030305769797414964,0.015424703095334912,0.003461392638333938,9.771393505554645e-06,0.00029593947961417823,0.008823429520696705,0.003173742830652499
185.4777,0.026461332589031362,0.002701119237083772,0.030270529755723988,0.015052245763969423,0.003402539401398699,9.42800213617949e-06,0.0003519067935487862,0.008841507862748857,0.003176591988813677
185.9069,0.02628562889196099,0.0027217900524029734,0.030305663690201032,0.015297955929762162,0.0034420043456294676,9.481923680334928e-06,0.00033573331628806367,0.008832570781133064,0.0031791966478107734
186.4914,0.025707934328130573,0.002754889110570391,0.03041872944656298,0.015715980892224386,0.0035168340180979822,9.63874598871104e-06,0.00030329724033361575,0.008832741329377412,0.0031861506574639405
187.0203,0.026016773712469594,0.0027408570519304016,0.03044154965912258,0.015579688893763809,0.003528533374556738,9.425130933318751e-06,0.00036278612571589107,0.008812711620419805,0.00318202189663451
187.6229,0.025791184187049104,0.002737655437792761,0.030486330062765056,0.015794609569442196,0.0035796246784323815,9.476196388240609e-06,0.0003390961245984281,0.008833946459341607,0.0031848823511754338
188.1595,0.025849980340059406,0.002754759203788752,0.030525836336756117,0.015858374477537546,0.0035941573134131116,9.459741948727202e-06,0.0003333979264077574,0.008848672449407673,0.003184960081058965
188.6697,0.025811618445454758,0.0027747410792306163,0.030565193205873788,0.016034604465159377,0.00362457978902162,9.385074400566483e-06,0.00035204376797422416,0.008851882540684638,0.003184118243334577
189.3571,0.026232667313027352,0.00273776567642988,0.030546212884549957,0.015928336561294762,0.003602583875657106,9.562150621145782e-06,0.0003184229308600604,0.008820148044360241,0.0032083227814861553
189.9038,0.02632712647322031,0.002756796849693401,0.030549824028656372,0.01595904754181779,0.003606466326230104,9.518138387568467e-06,0.0003118606603707777,0.00882635384087755,0.0032023158064401216
190.5653,0.02630896533722895,0.002752672389202636,0.03060849142203053,0.016047884005053577,0.0036201923581333302,9.615416290832093e-06,0.0002721140199533627,0.008829908612929262,0.0032074589353713995
191.2235,0.025915332045647638,0.002811512503582579,0.030683187909188565,0.016386880916510846,0.003686705008624441,9.583390262452188e-06,0.0002611167868699712,0.008829957468341023,0.0031978491706358965
191.9041,0.02638912310616976,0.002769759679476466,0.030685686814520174,0.01618536260179578,0.0036248410108965716,9.652578566079257e-06,0.0002536166279214312,0.008829139517107445,0.003222324233583648
192.46,0.025271510069360823,0.002856599514786966,0.030829327044360467,0.0169055147253729,0.0037583016164184535,9.705712140419401e-06,0.0002545739450170886,0.008803009298821756,0.0032019746154900866
193.0445,0.02584439789249468,0.0027979900048443807,0.03081994415506647,0.016704468558724095,0.0036993459059023208,9.594543908035386e-06,0.00029123134856366657,0.008828146081879124,0.0032294222393871586
193.7611,0.026232852037936107,0.0027586420801258365,0.0308157898061376,0.016461845323359495,0.003683984672653255,9.491607574323709e-06,0.0003070825842337656,0.008829184119022851,0.0032343313933201516
194.4817,0.025614245435148297,0.002790819571986083,0.03091381917845766,0.016818014122773395,0.003756246656721375,9.636942272445057e-06,0.00028743833343005374,0.008827967347929086,0.0032369014765337807
195.1538,0.025784744840002028,0.002776417508612996,0.030940952319224786,0.016719377191249336,0.0037491403181862328,9.584667345509616e-06,0.0002921596257512454,0.008829987051847113,0.003242667132892342
195.7753,0.02573529981915623,0.002775291671813618,0.03098356289797189,0.016767338562597062,0.0037564625255837886,9.593334175566238e-06,0.0002898391743492151,0.008836855396432135,0.0032463692535011214
196.417,0.025829326686543388,0.0027556446705381513,0.031015046925954682,0.01677770201799017,0.0037485440414044384,9.621216572304847e-06,0.0003022068153257405,0.008832282108832041,0.003254248462830093
197.0638,0.025859677539336164,0.0027501145333089527,0.031050289858786582,0.016863315632307592,0.0037505740414860923,9.833193534431137e-06,0.0002928906299120812,0.00882903485224405,0.0032634593738263998
197.6513,0.026879505079100426,0.0026997294159917524,0.030973881689409587,0.01639866451564568,0.0036869581162698316,9.757903028841441e-06,0.00033916217967039857,0.00884102223358121,0.0032731966612170363
198.3369,0.02658111960420805,0.0027125591261527855,0.030991158595796313,0.016839910896263143,0.00369757957093111,1.012648226538593e-05,0.0002884816412921499,0.008815070987394112,0.0032947157038513437
199.1706,0.028699995063422246,0.002631611985049429,0.030784085698129352,0.015906481187546014,0.0035035807452883337,9.691450920032253e-06,0.00039892392022508827,0.008856118366987353,0.003320957554001134
199.7659,0.028298145744212366,0.0026722854823466144,0.03083908892837688,0.016466773656273737,0.0035089997304363894,1.0274533780280732e-05,0.00032485322474191405,0.008885028148182117,0.0033740154058823353
