time-s,2buten1ol(crotyl alcohol) relative uncertainty,2butenalE(crotonaldehyde) relative uncertainty,2buteneE relative uncertainty,13butadiene relative uncertainty,acetaldehyde relative uncertainty,acetone relative uncertainty,diethylether relative uncertainty,ethanol relative uncertainty
5618.562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5638.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5658.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
