time-s,m44.0,m46.0,m54.0,m56.0,m58.0,m59.0,m70.0,m71.0
5618.562,3.05e-06,2.5000000000000002e-08,3.939999999999999e-07,1.08e-07,7.719999999999995e-08,5.12e-09,1.1399999999999923e-08,1.6199999999998521e-09
5638.531,3.35e-06,2.48e-08,3.779999999999999e-07,1.1e-07,8.100000000000025e-08,5.09e-09,1.0900000000000043e-08,1.6000000000007152e-09
5658.5,3.1200000000000006e-06,2.3900000000000002e-08,3.6499999999999995e-07,1.02e-07,7.420000000000007e-08,5.47e-09,1.1200000000000032e-08,1.269999999999715e-09
