time-s,2butenalE(crotonaldehyde)Percent,2buteneEPercent,13butadienePercent,acetonePercent,diethyletherPercent,ethanolPercent
5618.562,0.03155004103858695,0.0,0.0,0.0,0.0,0.0
5638.531,0.03161667630976945,0.0,0.0,0.0,0.0,0.0
5658.5,0.0324585350719101,0.0,0.0,0.0,0.0,0.0
