time-s,2buten1ol(crotyl alcohol) Concentration Relative to CO,2butenalE(crotonaldehyde) Concentration Relative to CO,2buteneE Concentration Relative to CO,13butadiene Concentration Relative to CO,acetaldehyde Concentration Relative to CO,acetone Concentration Relative to CO,diethylether Concentration Relative to CO,ethanol Concentration Relative to CO
5618.562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5638.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5658.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
